cuenca_hidrografica,embalse_nombre,fecha,capacidad_total,volumen_actual,porcentaje_actual,mes,año
Ebro,Montearagón,2021-06-08,52.0,14.0,26.92,6,2021
Ebro,Montearagón,2021-06-15,52.0,13.0,25.0,6,2021
Ebro,Montearagón,2021-06-22,52.0,13.0,25.0,6,2021
Ebro,Montearagón,2021-06-29,52.0,13.0,25.0,6,2021
Ebro,Montearagón,2021-07-06,52.0,12.0,23.08,7,2021
Ebro,Montearagón,2021-07-13,52.0,12.0,23.08,7,2021
Ebro,Montearagón,2021-07-20,52.0,11.0,21.15,7,2021
Ebro,Montearagón,2021-07-27,52.0,11.0,21.15,7,2021
Ebro,Montearagón,2021-08-03,52.0,10.0,19.23,8,2021
Ebro,Montearagón,2021-08-10,52.0,10.0,19.23,8,2021
Ebro,Montearagón,2021-08-17,52.0,10.0,19.23,8,2021
Ebro,Montearagón,2021-08-24,52.0,9.0,17.31,8,2021
Ebro,Montearagón,2021-08-31,52.0,9.0,17.31,8,2021
Ebro,Montearagón,2021-09-07,52.0,9.0,17.31,9,2021
Ebro,Montearagón,2021-09-14,52.0,9.0,17.31,9,2021
Ebro,Montearagón,2021-09-21,52.0,8.0,15.38,9,2021
Ebro,Montearagón,2021-09-28,52.0,8.0,15.38,9,2021
Ebro,Montearagón,2021-10-05,52.0,8.0,15.38,10,2021
Ebro,Montearagón,2021-10-12,52.0,8.0,15.38,10,2021
Ebro,Montearagón,2021-10-19,52.0,7.0,13.46,10,2021
Ebro,Montearagón,2021-10-26,52.0,7.0,13.46,10,2021
Ebro,Montearagón,2021-11-02,52.0,7.0,13.46,11,2021
Ebro,Montearagón,2021-11-09,52.0,7.0,13.46,11,2021
Ebro,Montearagón,2021-11-16,52.0,7.0,13.46,11,2021
Ebro,Montearagón,2021-11-23,52.0,7.0,13.46,11,2021
Ebro,Montearagón,2021-11-30,52.0,8.0,15.38,11,2021
Ebro,Montearagón,2021-12-07,52.0,8.0,15.38,12,2021
Ebro,Montearagón,2021-12-14,52.0,10.0,19.23,12,2021
Ebro,Montearagón,2021-12-21,52.0,10.0,19.23,12,2021
Ebro,Montearagón,2021-12-28,52.0,10.0,19.23,12,2021
Ebro,Nagore,2020-10-06,5.0,5.0,100.0,10,2020
Ebro,Nagore,2020-10-13,5.0,5.0,100.0,10,2020
Ebro,Nagore,2020-10-20,5.0,5.0,100.0,10,2020
Ebro,Nagore,2020-10-27,5.0,5.0,100.0,10,2020
Ebro,Nagore,2020-11-03,5.0,5.0,100.0,11,2020
Ebro,Nagore,2020-11-10,5.0,5.0,100.0,11,2020
Ebro,Nagore,2020-11-17,5.0,5.0,100.0,11,2020
Ebro,Nagore,2020-11-24,5.0,5.0,100.0,11,2020
Ebro,Nagore,2020-12-01,5.0,5.0,100.0,12,2020
Ebro,Nagore,2020-12-08,5.0,5.0,100.0,12,2020
Ebro,Nagore,2020-12-15,5.0,5.0,100.0,12,2020
Ebro,Nagore,2020-12-22,5.0,5.0,100.0,12,2020
Ebro,Nagore,2020-12-29,5.0,5.0,100.0,12,2020
Ebro,Nagore,2021-01-05,5.0,5.0,100.0,1,2021
Ebro,Nagore,2021-01-12,5.0,5.0,100.0,1,2021
Ebro,Nagore,2021-01-19,5.0,5.0,100.0,1,2021
Ebro,Nagore,2021-01-26,5.0,5.0,100.0,1,2021
Ebro,Nagore,2021-02-02,5.0,5.0,100.0,2,2021
Ebro,Nagore,2021-02-09,5.0,5.0,100.0,2,2021
Ebro,Nagore,2021-02-16,5.0,5.0,100.0,2,2021
Ebro,Nagore,2021-02-23,5.0,5.0,100.0,2,2021
Ebro,Nagore,2021-03-02,5.0,5.0,100.0,3,2021
Ebro,Nagore,2021-03-09,5.0,5.0,100.0,3,2021
Ebro,Nagore,2021-03-16,5.0,5.0,100.0,3,2021
Ebro,Nagore,2021-03-23,5.0,5.0,100.0,3,2021
Ebro,Nagore,2021-03-30,5.0,5.0,100.0,3,2021
Ebro,Nagore,2021-04-06,5.0,5.0,100.0,4,2021
Ebro,Nagore,2021-04-13,5.0,5.0,100.0,4,2021
Ebro,Nagore,2021-04-20,5.0,5.0,100.0,4,2021
Ebro,Nagore,2021-04-27,5.0,5.0,100.0,4,2021
Ebro,Nagore,2021-05-04,5.0,5.0,100.0,5,2021
Ebro,Nagore,2021-05-11,5.0,5.0,100.0,5,2021
Ebro,Nagore,2021-05-18,5.0,5.0,100.0,5,2021
Ebro,Nagore,2021-05-25,5.0,5.0,100.0,5,2021
Ebro,Nagore,2021-06-01,5.0,5.0,100.0,6,2021
Ebro,Nagore,2021-06-08,5.0,5.0,100.0,6,2021
Ebro,Nagore,2021-06-15,5.0,5.0,100.0,6,2021
Ebro,Nagore,2021-06-22,5.0,5.0,100.0,6,2021
Ebro,Nagore,2021-06-29,5.0,5.0,100.0,6,2021
Ebro,Nagore,2021-07-06,5.0,5.0,100.0,7,2021
Ebro,Nagore,2021-07-13,5.0,5.0,100.0,7,2021
Ebro,Nagore,2021-07-20,5.0,5.0,100.0,7,2021
Ebro,Nagore,2021-07-27,5.0,5.0,100.0,7,2021
Ebro,Nagore,2021-08-03,5.0,5.0,100.0,8,2021
Ebro,Nagore,2021-08-10,5.0,4.0,80.0,8,2021
Ebro,Nagore,2021-08-17,5.0,4.0,80.0,8,2021
Ebro,Nagore,2021-08-24,5.0,4.0,80.0,8,2021
Ebro,Nagore,2021-08-31,5.0,4.0,80.0,8,2021
Ebro,Nagore,2021-09-07,5.0,4.0,80.0,9,2021
Ebro,Nagore,2021-09-14,5.0,4.0,80.0,9,2021
Ebro,Nagore,2021-09-21,5.0,4.0,80.0,9,2021
Ebro,Nagore,2021-09-28,5.0,3.0,60.0,9,2021
Ebro,Nagore,2021-10-05,5.0,3.0,60.0,10,2021
Ebro,Nagore,2021-10-12,5.0,3.0,60.0,10,2021
Ebro,Nagore,2021-10-19,5.0,3.0,60.0,10,2021
Ebro,Nagore,2021-10-26,5.0,3.0,60.0,10,2021
Ebro,Nagore,2021-11-02,5.0,3.0,60.0,11,2021
Ebro,Nagore,2021-11-09,5.0,3.0,60.0,11,2021
Ebro,Nagore,2021-11-16,5.0,3.0,60.0,11,2021
Ebro,Nagore,2021-11-23,5.0,3.0,60.0,11,2021
Ebro,Nagore,2021-11-30,5.0,4.0,80.0,11,2021
Ebro,Nagore,2021-12-07,5.0,5.0,100.0,12,2021
Ebro,Nagore,2021-12-14,5.0,5.0,100.0,12,2021
Ebro,Nagore,2021-12-21,5.0,5.0,100.0,12,2021
Ebro,Nagore,2021-12-28,5.0,5.0,100.0,12,2021
Ebro,Oliana,2012-01-03,101.0,49.0,48.51,1,2012
Ebro,Oliana,2012-01-10,101.0,49.0,48.51,1,2012
Ebro,Oliana,2012-01-17,101.0,48.0,47.52,1,2012
Ebro,Oliana,2012-01-24,101.0,47.0,46.53,1,2012
Ebro,Oliana,2012-01-31,101.0,46.0,45.54,1,2012
Ebro,Oliana,2012-02-07,101.0,43.0,42.57,2,2012
Ebro,Oliana,2012-02-14,101.0,41.0,40.59,2,2012
Ebro,Oliana,2012-02-21,101.0,38.0,37.62,2,2012
Ebro,Oliana,2012-02-28,101.0,38.0,37.62,2,2012
Ebro,Oliana,2012-03-06,101.0,38.0,37.62,3,2012
Ebro,Oliana,2012-03-13,101.0,39.0,38.61,3,2012
Ebro,Oliana,2012-03-20,101.0,40.0,39.6,3,2012
Ebro,Oliana,2012-03-27,101.0,48.0,47.52,3,2012
Ebro,Oliana,2012-04-03,101.0,56.0,55.45,4,2012
Ebro,Oliana,2012-04-10,101.0,68.0,67.33,4,2012
Ebro,Oliana,2012-04-17,101.0,69.0,68.32,4,2012
Ebro,Oliana,2012-04-24,101.0,70.0,69.31,4,2012
Ebro,Oliana,2012-05-01,101.0,75.0,74.26,5,2012
Ebro,Oliana,2012-05-08,101.0,75.0,74.26,5,2012
Ebro,Oliana,2012-05-15,101.0,76.0,75.25,5,2012
Ebro,Oliana,2012-05-22,101.0,78.0,77.23,5,2012
Ebro,Oliana,2012-05-29,101.0,78.0,77.23,5,2012
Ebro,Oliana,2012-06-05,101.0,77.0,76.24,6,2012
Ebro,Oliana,2012-06-12,101.0,68.0,67.33,6,2012
Ebro,Oliana,2012-06-19,101.0,63.0,62.38,6,2012
Ebro,Oliana,2012-06-26,101.0,67.0,66.34,6,2012
Ebro,Oliana,2012-07-03,101.0,66.0,65.35,7,2012
Ebro,Oliana,2012-07-10,101.0,67.0,66.34,7,2012
Ebro,Oliana,2012-07-17,101.0,64.0,63.37,7,2012
Ebro,Oliana,2012-07-24,101.0,61.0,60.4,7,2012
Ebro,Oliana,2012-07-31,101.0,58.0,57.43,7,2012
Ebro,Oliana,2012-08-07,101.0,56.0,55.45,8,2012
Ebro,Oliana,2012-08-14,101.0,53.0,52.48,8,2012
Ebro,Oliana,2012-08-21,101.0,50.0,49.5,8,2012
Ebro,Oliana,2012-08-28,101.0,47.0,46.53,8,2012
Ebro,Oliana,2012-09-04,101.0,45.0,44.55,9,2012
Ebro,Oliana,2012-09-11,101.0,43.0,42.57,9,2012
Ebro,Oliana,2012-09-18,101.0,41.0,40.59,9,2012
Ebro,Oliana,2012-09-25,101.0,39.0,38.61,9,2012
Ebro,Oliana,2012-10-02,101.0,38.0,37.62,10,2012
Ebro,Oliana,2012-10-09,101.0,39.0,38.61,10,2012
Ebro,Oliana,2012-10-16,101.0,38.0,37.62,10,2012
Ebro,Oliana,2012-10-23,101.0,43.0,42.57,10,2012
Ebro,Oliana,2012-10-30,101.0,54.0,53.47,10,2012
Ebro,Oliana,2012-11-06,101.0,57.0,56.44,11,2012
Ebro,Oliana,2012-11-13,101.0,59.0,58.42,11,2012
Ebro,Oliana,2012-11-20,101.0,56.0,55.45,11,2012
Ebro,Oliana,2012-11-27,84.0,53.0,63.1,11,2012
Ebro,Oliana,2012-12-04,84.0,54.0,64.29,12,2012
Ebro,Oliana,2012-12-11,84.0,53.0,63.1,12,2012
Ebro,Oliana,2012-12-18,84.0,50.0,59.52,12,2012
Ebro,Oliana,2012-12-25,84.0,51.0,60.71,12,2012
Ebro,Oliana,2013-01-01,84.0,51.0,60.71,1,2013
Ebro,Oliana,2013-01-08,84.0,51.0,60.71,1,2013
Ebro,Oliana,2013-01-15,84.0,49.0,58.33,1,2013
Ebro,Oliana,2013-01-22,84.0,54.0,64.29,1,2013
Ebro,Oliana,2013-01-29,84.0,55.0,65.48,1,2013
Ebro,Oliana,2013-02-05,84.0,54.0,64.29,2,2013
Ebro,Oliana,2013-02-12,84.0,50.0,59.52,2,2013
Ebro,Oliana,2013-02-19,84.0,49.0,58.33,2,2013
Ebro,Oliana,2013-02-26,84.0,52.0,61.9,2,2013
Ebro,Oliana,2013-03-05,84.0,52.0,61.9,3,2013
Ebro,Oliana,2013-03-12,84.0,72.0,85.71,3,2013
Ebro,Oliana,2013-03-19,84.0,67.0,79.76,3,2013
Ebro,Oliana,2013-03-26,84.0,61.0,72.62,3,2013
Ebro,Oliana,2013-04-02,84.0,63.0,75.0,4,2013
Ebro,Oliana,2013-04-09,84.0,61.0,72.62,4,2013
Ebro,Oliana,2013-04-16,84.0,59.0,70.24,4,2013
Ebro,Oliana,2013-04-23,84.0,78.0,92.86,4,2013
Ebro,Oliana,2013-04-30,84.0,78.0,92.86,4,2013
Ebro,Oliana,2013-05-07,84.0,75.0,89.29,5,2013
Ebro,Oliana,2013-05-14,84.0,75.0,89.29,5,2013
Ebro,Oliana,2013-05-21,84.0,76.0,90.48,5,2013
Ebro,Oliana,2013-05-28,84.0,77.0,91.67,5,2013
Ebro,Oliana,2013-06-04,84.0,73.0,86.9,6,2013
Ebro,Oliana,2013-06-11,84.0,79.0,94.05,6,2013
Ebro,Oliana,2013-06-18,84.0,82.0,97.62,6,2013
Ebro,Oliana,2013-06-25,84.0,78.0,92.86,6,2013
Ebro,Oliana,2013-07-02,84.0,79.0,94.05,7,2013
Ebro,Oliana,2013-07-09,84.0,77.0,91.67,7,2013
Ebro,Oliana,2013-07-16,84.0,80.0,95.24,7,2013
Ebro,Oliana,2013-07-23,84.0,80.0,95.24,7,2013
Ebro,Oliana,2013-07-30,84.0,77.0,91.67,7,2013
Ebro,Oliana,2013-08-06,84.0,74.0,88.1,8,2013
Ebro,Oliana,2013-08-13,84.0,73.0,86.9,8,2013
Ebro,Oliana,2013-08-20,84.0,74.0,88.1,8,2013
Ebro,Oliana,2013-08-27,84.0,74.0,88.1,8,2013
Ebro,Oliana,2013-09-03,84.0,74.0,88.1,9,2013
Ebro,Oliana,2013-09-10,84.0,72.0,85.71,9,2013
Ebro,Oliana,2013-09-17,84.0,73.0,86.9,9,2013
Ebro,Oliana,2013-09-24,84.0,71.0,84.52,9,2013
Ebro,Oliana,2013-10-01,84.0,68.0,80.95,10,2013
Ebro,Oliana,2013-10-08,84.0,68.0,80.95,10,2013
Ebro,Oliana,2013-10-15,84.0,68.0,80.95,10,2013
Ebro,Oliana,2013-10-22,84.0,67.0,79.76,10,2013
Ebro,Oliana,2013-10-29,84.0,66.0,78.57,10,2013
Ebro,Oliana,2013-11-05,84.0,65.0,77.38,11,2013
Ebro,Oliana,2013-11-12,84.0,69.0,82.14,11,2013
Ebro,Oliana,2013-11-19,84.0,73.0,86.9,11,2013
Ebro,Oliana,2013-11-26,84.0,74.0,88.1,11,2013
Ebro,Oliana,2013-12-03,84.0,72.0,85.71,12,2013
Ebro,Oliana,2013-12-10,84.0,71.0,84.52,12,2013
Ebro,Oliana,2013-12-17,84.0,63.0,75.0,12,2013
Ebro,Oliana,2013-12-24,84.0,58.0,69.05,12,2013
Ebro,Oliana,2013-12-31,84.0,61.0,72.62,12,2013
Ebro,Oliana,2014-01-07,84.0,57.0,67.86,1,2014
Ebro,Oliana,2014-01-14,84.0,56.0,66.67,1,2014
Ebro,Oliana,2014-01-21,84.0,58.0,69.05,1,2014
Ebro,Oliana,2014-01-28,84.0,58.0,69.05,1,2014
Ebro,Oliana,2014-02-04,84.0,51.0,60.71,2,2014
Ebro,Oliana,2014-02-11,84.0,49.0,58.33,2,2014
Ebro,Oliana,2014-02-18,84.0,53.0,63.1,2,2014
Ebro,Oliana,2014-02-25,84.0,51.0,60.71,2,2014
Ebro,Oliana,2014-03-04,84.0,44.0,52.38,3,2014
Ebro,Oliana,2014-03-11,84.0,36.0,42.86,3,2014
Ebro,Oliana,2014-03-18,84.0,27.0,32.14,3,2014
Ebro,Oliana,2014-03-25,84.0,29.0,34.52,3,2014
Ebro,Oliana,2014-04-01,84.0,27.0,32.14,4,2014
Ebro,Oliana,2014-04-08,84.0,43.0,51.19,4,2014
Ebro,Oliana,2014-04-15,84.0,53.0,63.1,4,2014
Ebro,Oliana,2014-04-22,84.0,62.0,73.81,4,2014
Ebro,Oliana,2014-04-29,84.0,66.0,78.57,4,2014
Ebro,Oliana,2014-05-06,84.0,59.0,70.24,5,2014
Ebro,Oliana,2014-05-13,84.0,69.0,82.14,5,2014
Ebro,Oliana,2014-05-20,84.0,71.0,84.52,5,2014
Ebro,Oliana,2014-05-27,84.0,72.0,85.71,5,2014
Ebro,Oliana,2014-06-03,84.0,70.0,83.33,6,2014
Ebro,Oliana,2014-06-10,84.0,80.0,95.24,6,2014
Ebro,Oliana,2014-06-17,84.0,82.0,97.62,6,2014
Ebro,Oliana,2014-06-24,84.0,83.0,98.81,6,2014
Ebro,Oliana,2014-07-01,84.0,78.0,92.86,7,2014
Ebro,Oliana,2014-07-08,84.0,80.0,95.24,7,2014
Ebro,Oliana,2014-07-15,84.0,75.0,89.29,7,2014
Ebro,Oliana,2014-07-22,84.0,75.0,89.29,7,2014
Ebro,Oliana,2014-07-29,84.0,74.0,88.1,7,2014
Ebro,Oliana,2014-08-05,84.0,74.0,88.1,8,2014
Ebro,Oliana,2014-08-12,84.0,72.0,85.71,8,2014
Ebro,Oliana,2014-08-19,84.0,70.0,83.33,8,2014
Ebro,Oliana,2014-08-26,84.0,77.0,91.67,8,2014
Ebro,Oliana,2014-09-02,84.0,76.0,90.48,9,2014
Ebro,Oliana,2014-09-09,84.0,73.0,86.9,9,2014
Ebro,Oliana,2014-09-16,84.0,73.0,86.9,9,2014
Ebro,Oliana,2014-09-23,84.0,71.0,84.52,9,2014
Ebro,Oliana,2014-09-30,84.0,66.0,78.57,9,2014
Ebro,Oliana,2014-10-07,84.0,67.0,79.76,10,2014
Ebro,Oliana,2014-10-14,84.0,71.0,84.52,10,2014
Ebro,Oliana,2014-10-21,84.0,69.0,82.14,10,2014
Ebro,Oliana,2014-10-28,84.0,66.0,78.57,10,2014
Ebro,Oliana,2014-11-04,84.0,66.0,78.57,11,2014
Ebro,Oliana,2014-11-11,84.0,70.0,83.33,11,2014
Ebro,Oliana,2014-11-18,84.0,71.0,84.52,11,2014
Ebro,Oliana,2014-11-25,84.0,70.0,83.33,11,2014
Ebro,Oliana,2014-12-02,84.0,82.0,97.62,12,2014
Ebro,Oliana,2014-12-09,84.0,67.0,79.76,12,2014
Ebro,Oliana,2014-12-16,84.0,65.0,77.38,12,2014
Ebro,Oliana,2014-12-23,84.0,67.0,79.76,12,2014
Ebro,Oliana,2014-12-30,84.0,66.0,78.57,12,2014
Ebro,Oliana,2015-01-06,84.0,62.0,73.81,1,2015
Ebro,Oliana,2015-01-13,84.0,61.0,72.62,1,2015
Ebro,Oliana,2015-01-20,84.0,60.0,71.43,1,2015
Ebro,Oliana,2015-01-27,84.0,58.0,69.05,1,2015
Ebro,Oliana,2015-02-03,84.0,59.0,70.24,2,2015
Ebro,Oliana,2015-02-10,84.0,59.0,70.24,2,2015
Ebro,Oliana,2015-02-17,84.0,59.0,70.24,2,2015
Ebro,Oliana,2015-02-24,84.0,59.0,70.24,2,2015
Ebro,Oliana,2015-03-03,84.0,61.0,72.62,3,2015
Ebro,Oliana,2015-03-10,84.0,64.0,76.19,3,2015
Ebro,Oliana,2015-03-17,84.0,63.0,75.0,3,2015
Ebro,Oliana,2015-03-24,84.0,60.0,71.43,3,2015
Ebro,Oliana,2015-03-31,84.0,58.0,69.05,3,2015
Ebro,Oliana,2015-04-07,84.0,63.0,75.0,4,2015
Ebro,Oliana,2015-04-14,84.0,62.0,73.81,4,2015
Ebro,Oliana,2015-04-21,84.0,67.0,79.76,4,2015
Ebro,Oliana,2015-04-28,84.0,72.0,85.71,4,2015
Ebro,Oliana,2015-05-05,84.0,78.0,92.86,5,2015
Ebro,Oliana,2015-05-12,84.0,78.0,92.86,5,2015
Ebro,Oliana,2015-05-19,84.0,71.0,84.52,5,2015
Ebro,Oliana,2015-05-26,84.0,72.0,85.71,5,2015
Ebro,Oliana,2015-06-02,84.0,77.0,91.67,6,2015
Ebro,Oliana,2015-06-09,84.0,79.0,94.05,6,2015
Ebro,Oliana,2015-06-16,84.0,82.0,97.62,6,2015
Ebro,Oliana,2015-06-23,84.0,77.0,91.67,6,2015
Ebro,Oliana,2015-06-30,84.0,67.0,79.76,6,2015
Ebro,Oliana,2015-07-07,84.0,69.0,82.14,7,2015
Ebro,Oliana,2015-07-14,84.0,68.0,80.95,7,2015
Ebro,Oliana,2015-07-21,84.0,64.0,76.19,7,2015
Ebro,Oliana,2015-07-28,84.0,67.0,79.76,7,2015
Ebro,Oliana,2015-08-04,84.0,74.0,88.1,8,2015
Ebro,Oliana,2015-08-11,84.0,70.0,83.33,8,2015
Ebro,Oliana,2015-08-18,84.0,66.0,78.57,8,2015
Ebro,Oliana,2015-08-25,84.0,62.0,73.81,8,2015
Ebro,Oliana,2015-09-01,84.0,57.0,67.86,9,2015
Ebro,Oliana,2015-09-08,84.0,60.0,71.43,9,2015
Ebro,Oliana,2015-09-15,84.0,62.0,73.81,9,2015
Ebro,Oliana,2015-09-22,84.0,61.0,72.62,9,2015
Ebro,Oliana,2015-09-29,84.0,52.0,61.9,9,2015
Ebro,Oliana,2015-10-06,84.0,50.0,59.52,10,2015
Ebro,Oliana,2015-10-13,84.0,48.0,57.14,10,2015
Ebro,Oliana,2015-10-20,84.0,45.0,53.57,10,2015
Ebro,Oliana,2015-10-27,84.0,43.0,51.19,10,2015
Ebro,Oliana,2015-11-03,84.0,52.0,61.9,11,2015
Ebro,Oliana,2015-11-10,84.0,59.0,70.24,11,2015
Ebro,Oliana,2015-11-17,84.0,54.0,64.29,11,2015
Ebro,Oliana,2015-11-24,84.0,50.0,59.52,11,2015
Ebro,Oliana,2015-12-01,84.0,45.0,53.57,12,2015
Ebro,Oliana,2015-12-08,84.0,41.0,48.81,12,2015
Ebro,Oliana,2015-12-15,84.0,41.0,48.81,12,2015
Ebro,Oliana,2015-12-22,84.0,40.0,47.62,12,2015
Ebro,Oliana,2015-12-29,84.0,40.0,47.62,12,2015
Ebro,Oliana,2016-01-05,84.0,40.0,47.62,1,2016
Ebro,Oliana,2016-01-12,84.0,39.0,46.43,1,2016
Ebro,Oliana,2016-01-19,84.0,41.0,48.81,1,2016
Ebro,Oliana,2016-01-26,84.0,41.0,48.81,1,2016
Ebro,Oliana,2016-02-02,84.0,40.0,47.62,2,2016
Ebro,Oliana,2016-02-09,84.0,41.0,48.81,2,2016
Ebro,Oliana,2016-02-16,84.0,43.0,51.19,2,2016
Ebro,Oliana,2016-02-23,84.0,45.0,53.57,2,2016
Ebro,Oliana,2016-03-01,84.0,48.0,57.14,3,2016
Ebro,Oliana,2016-03-08,84.0,49.0,58.33,3,2016
Ebro,Oliana,2016-03-15,84.0,49.0,58.33,3,2016
Ebro,Oliana,2016-03-22,84.0,48.0,57.14,3,2016
Ebro,Oliana,2016-03-29,84.0,49.0,58.33,3,2016
Ebro,Oliana,2016-04-05,84.0,52.0,61.9,4,2016
Ebro,Oliana,2016-04-12,84.0,55.0,65.48,4,2016
Ebro,Oliana,2016-04-19,84.0,52.0,61.9,4,2016
Ebro,Oliana,2016-04-26,84.0,50.0,59.52,4,2016
Ebro,Oliana,2016-05-03,84.0,44.0,52.38,5,2016
Ebro,Oliana,2016-05-10,84.0,31.0,36.9,5,2016
Ebro,Oliana,2016-05-17,84.0,72.0,85.71,5,2016
Ebro,Oliana,2016-05-24,84.0,69.0,82.14,5,2016
Ebro,Oliana,2016-05-31,84.0,62.0,73.81,5,2016
Ebro,Oliana,2016-06-07,84.0,63.0,75.0,6,2016
Ebro,Oliana,2016-06-14,84.0,74.0,88.1,6,2016
Ebro,Oliana,2016-06-21,84.0,76.0,90.48,6,2016
Ebro,Oliana,2016-06-28,84.0,73.0,86.9,6,2016
Ebro,Oliana,2016-07-05,84.0,72.0,85.71,7,2016
Ebro,Oliana,2016-07-12,84.0,73.0,86.9,7,2016
Ebro,Oliana,2016-07-19,84.0,70.0,83.33,7,2016
Ebro,Oliana,2016-07-26,84.0,64.0,76.19,7,2016
Ebro,Oliana,2016-08-02,84.0,57.0,67.86,8,2016
Ebro,Oliana,2016-08-09,84.0,49.0,58.33,8,2016
Ebro,Oliana,2016-08-16,84.0,43.0,51.19,8,2016
Ebro,Oliana,2016-08-23,84.0,41.0,48.81,8,2016
Ebro,Oliana,2016-08-30,84.0,39.0,46.43,8,2016
Ebro,Oliana,2016-09-06,84.0,37.0,44.05,9,2016
Ebro,Oliana,2016-09-13,84.0,35.0,41.67,9,2016
Ebro,Oliana,2016-09-20,84.0,35.0,41.67,9,2016
Ebro,Oliana,2016-09-27,84.0,35.0,41.67,9,2016
Ebro,Oliana,2016-10-04,84.0,34.0,40.48,10,2016
Ebro,Oliana,2016-10-11,84.0,33.0,39.29,10,2016
Ebro,Oliana,2016-10-18,84.0,37.0,44.05,10,2016
Ebro,Oliana,2016-10-25,84.0,39.0,46.43,10,2016
Ebro,Oliana,2016-11-01,84.0,40.0,47.62,11,2016
Ebro,Oliana,2016-11-08,84.0,43.0,51.19,11,2016
Ebro,Oliana,2016-11-15,84.0,47.0,55.95,11,2016
Ebro,Oliana,2016-11-22,84.0,49.0,58.33,11,2016
Ebro,Oliana,2016-11-29,84.0,69.0,82.14,11,2016
Ebro,Oliana,2016-12-06,84.0,59.0,70.24,12,2016
Ebro,Oliana,2016-12-13,84.0,57.0,67.86,12,2016
Ebro,Oliana,2016-12-20,84.0,50.0,59.52,12,2016
Ebro,Oliana,2016-12-27,84.0,48.0,57.14,12,2016
Ebro,Oliana,2017-01-03,84.0,45.0,53.57,1,2017
Ebro,Oliana,2017-01-10,84.0,43.0,51.19,1,2017
Ebro,Oliana,2017-01-17,84.0,40.0,47.62,1,2017
Ebro,Oliana,2017-01-24,84.0,38.0,45.24,1,2017
Ebro,Oliana,2017-01-31,84.0,39.0,46.43,1,2017
Ebro,Oliana,2017-02-07,84.0,45.0,53.57,2,2017
Ebro,Oliana,2017-02-14,84.0,58.0,69.05,2,2017
Ebro,Oliana,2017-02-21,84.0,68.0,80.95,2,2017
Ebro,Oliana,2017-02-28,84.0,67.0,79.76,2,2017
Ebro,Oliana,2017-03-07,84.0,65.0,77.38,3,2017
Ebro,Oliana,2017-03-14,84.0,70.0,83.33,3,2017
Ebro,Oliana,2017-03-21,84.0,66.0,78.57,3,2017
Ebro,Oliana,2017-03-28,84.0,61.0,72.62,3,2017
Ebro,Oliana,2017-04-04,84.0,56.0,66.67,4,2017
Ebro,Oliana,2017-04-11,84.0,50.0,59.52,4,2017
Ebro,Oliana,2017-04-18,84.0,54.0,64.29,4,2017
Ebro,Oliana,2017-04-25,84.0,61.0,72.62,4,2017
Ebro,Oliana,2017-05-02,84.0,58.0,69.05,5,2017
Ebro,Oliana,2017-05-09,84.0,59.0,70.24,5,2017
Ebro,Oliana,2017-05-16,84.0,63.0,75.0,5,2017
Ebro,Oliana,2017-05-23,84.0,62.0,73.81,5,2017
Ebro,Oliana,2017-05-30,84.0,65.0,77.38,5,2017
Ebro,Oliana,2017-06-06,84.0,79.0,94.05,6,2017
Ebro,Oliana,2017-06-13,84.0,82.0,97.62,6,2017
Ebro,Oliana,2017-06-20,84.0,83.0,98.81,6,2017
Ebro,Oliana,2017-06-27,84.0,84.0,100.0,6,2017
Ebro,Oliana,2017-07-04,84.0,78.0,92.86,7,2017
Ebro,Oliana,2017-07-11,84.0,76.0,90.48,7,2017
Ebro,Oliana,2017-07-18,84.0,72.0,85.71,7,2017
Ebro,Oliana,2017-07-25,84.0,67.0,79.76,7,2017
Ebro,Oliana,2017-08-01,84.0,59.0,70.24,8,2017
Ebro,Oliana,2017-08-08,84.0,53.0,63.1,8,2017
Ebro,Oliana,2017-08-15,84.0,50.0,59.52,8,2017
Ebro,Oliana,2017-08-22,84.0,47.0,55.95,8,2017
Ebro,Oliana,2017-08-29,84.0,44.0,52.38,8,2017
Ebro,Oliana,2017-09-05,84.0,42.0,50.0,9,2017
Ebro,Oliana,2017-09-12,84.0,39.0,46.43,9,2017
Ebro,Oliana,2017-09-19,84.0,39.0,46.43,9,2017
Ebro,Oliana,2017-09-26,84.0,39.0,46.43,9,2017
Ebro,Oliana,2017-10-03,84.0,39.0,46.43,10,2017
Ebro,Oliana,2017-10-10,84.0,39.0,46.43,10,2017
Ebro,Oliana,2017-10-17,84.0,37.0,44.05,10,2017
Ebro,Oliana,2017-10-24,84.0,38.0,45.24,10,2017
Ebro,Oliana,2017-10-31,84.0,39.0,46.43,10,2017
Ebro,Oliana,2017-11-07,84.0,38.0,45.24,11,2017
Ebro,Oliana,2017-11-14,84.0,39.0,46.43,11,2017
Ebro,Oliana,2017-11-21,84.0,39.0,46.43,11,2017
Ebro,Oliana,2017-11-28,84.0,39.0,46.43,11,2017
Ebro,Oliana,2017-12-05,84.0,38.0,45.24,12,2017
Ebro,Oliana,2017-12-12,84.0,38.0,45.24,12,2017
Ebro,Oliana,2017-12-19,84.0,38.0,45.24,12,2017
Ebro,Oliana,2017-12-26,84.0,38.0,45.24,12,2017
Ebro,Oliana,2018-01-02,84.0,38.0,45.24,1,2018
