cuenca_hidrografica,embalse_nombre,fecha,capacidad_total,volumen_actual,porcentaje_actual,mes,año
Miño - Sil,Albarellos,2019-01-15,91.0,21.0,23.08,1,2019
Miño - Sil,Albarellos,2019-01-22,91.0,22.0,24.18,1,2019
Miño - Sil,Albarellos,2019-01-29,91.0,22.0,24.18,1,2019
Miño - Sil,Albarellos,2019-02-05,91.0,41.0,45.05,2,2019
Miño - Sil,Albarellos,2019-02-12,91.0,42.0,46.15,2,2019
Miño - Sil,Albarellos,2019-02-19,91.0,43.0,47.25,2,2019
Miño - Sil,Albarellos,2019-02-26,91.0,43.0,47.25,2,2019
Miño - Sil,Albarellos,2019-03-05,91.0,42.0,46.15,3,2019
Miño - Sil,Albarellos,2019-03-12,91.0,48.0,52.75,3,2019
Miño - Sil,Albarellos,2019-03-19,91.0,42.0,46.15,3,2019
Miño - Sil,Albarellos,2019-03-26,91.0,38.0,41.76,3,2019
Miño - Sil,Albarellos,2019-04-02,91.0,39.0,42.86,4,2019
Miño - Sil,Albarellos,2019-04-09,91.0,36.0,39.56,4,2019
Miño - Sil,Albarellos,2019-04-16,91.0,41.0,45.05,4,2019
Miño - Sil,Albarellos,2019-04-23,91.0,43.0,47.25,4,2019
Miño - Sil,Albarellos,2019-04-30,91.0,53.0,58.24,4,2019
Miño - Sil,Albarellos,2019-05-07,91.0,57.0,62.64,5,2019
Miño - Sil,Albarellos,2019-05-14,91.0,57.0,62.64,5,2019
Miño - Sil,Albarellos,2019-05-21,91.0,52.0,57.14,5,2019
Miño - Sil,Albarellos,2019-05-28,91.0,50.0,54.95,5,2019
Miño - Sil,Albarellos,2019-06-04,91.0,51.0,56.04,6,2019
Miño - Sil,Albarellos,2019-06-11,91.0,52.0,57.14,6,2019
Miño - Sil,Albarellos,2019-06-18,91.0,53.0,58.24,6,2019
Miño - Sil,Albarellos,2019-06-25,91.0,54.0,59.34,6,2019
Miño - Sil,Albarellos,2019-07-02,91.0,52.0,57.14,7,2019
Miño - Sil,Albarellos,2019-07-09,91.0,43.0,47.25,7,2019
Miño - Sil,Albarellos,2019-07-16,91.0,37.0,40.66,7,2019
Miño - Sil,Albarellos,2019-07-23,91.0,33.0,36.26,7,2019
Miño - Sil,Albarellos,2019-07-30,91.0,33.0,36.26,7,2019
Miño - Sil,Albarellos,2019-08-06,91.0,33.0,36.26,8,2019
Miño - Sil,Albarellos,2019-08-13,91.0,33.0,36.26,8,2019
Miño - Sil,Albarellos,2019-08-20,91.0,33.0,36.26,8,2019
Miño - Sil,Albarellos,2019-08-27,91.0,33.0,36.26,8,2019
Miño - Sil,Albarellos,2019-09-03,91.0,32.0,35.16,9,2019
Miño - Sil,Albarellos,2019-09-10,91.0,32.0,35.16,9,2019
Miño - Sil,Albarellos,2019-09-17,91.0,31.0,34.07,9,2019
Miño - Sil,Albarellos,2019-09-24,91.0,30.0,32.97,9,2019
Miño - Sil,Albarellos,2019-10-01,91.0,30.0,32.97,10,2019
Miño - Sil,Albarellos,2019-10-08,91.0,29.0,31.87,10,2019
Miño - Sil,Albarellos,2019-10-15,91.0,27.0,29.67,10,2019
Miño - Sil,Albarellos,2019-10-22,91.0,32.0,35.16,10,2019
Miño - Sil,Albarellos,2019-10-29,91.0,29.0,31.87,10,2019
Miño - Sil,Albarellos,2019-11-05,91.0,28.0,30.77,11,2019
Miño - Sil,Albarellos,2019-11-12,91.0,28.0,30.77,11,2019
Miño - Sil,Albarellos,2019-11-19,91.0,22.0,24.18,11,2019
Miño - Sil,Albarellos,2019-11-26,91.0,27.0,29.67,11,2019
Miño - Sil,Albarellos,2019-12-03,91.0,45.0,49.45,12,2019
Miño - Sil,Albarellos,2019-12-10,91.0,43.0,47.25,12,2019
Miño - Sil,Albarellos,2019-12-17,91.0,45.0,49.45,12,2019
Miño - Sil,Albarellos,2019-12-24,91.0,71.0,78.02,12,2019
Miño - Sil,Albarellos,2019-12-31,91.0,63.0,69.23,12,2019
Miño - Sil,Albarellos,2020-01-07,91.0,51.0,56.04,1,2020
Miño - Sil,Albarellos,2020-01-14,91.0,41.0,45.05,1,2020
Miño - Sil,Albarellos,2020-01-21,91.0,41.0,45.05,1,2020
Miño - Sil,Albarellos,2020-01-28,91.0,32.0,35.16,1,2020
Miño - Sil,Albarellos,2020-02-04,91.0,52.0,57.14,2,2020
Miño - Sil,Albarellos,2020-02-11,91.0,58.0,63.74,2,2020
Miño - Sil,Albarellos,2020-02-18,91.0,55.0,60.44,2,2020
Miño - Sil,Albarellos,2020-02-25,91.0,47.0,51.65,2,2020
Miño - Sil,Albarellos,2020-03-03,91.0,39.0,42.86,3,2020
Miño - Sil,Albarellos,2020-03-10,91.0,47.0,51.65,3,2020
Miño - Sil,Albarellos,2020-03-17,91.0,42.0,46.15,3,2020
Miño - Sil,Albarellos,2020-03-24,91.0,48.0,52.75,3,2020
Miño - Sil,Albarellos,2020-03-31,91.0,52.0,57.14,3,2020
Miño - Sil,Albarellos,2020-04-07,91.0,51.0,56.04,4,2020
Miño - Sil,Albarellos,2020-04-14,91.0,44.0,48.35,4,2020
Miño - Sil,Albarellos,2020-04-21,91.0,45.0,49.45,4,2020
Miño - Sil,Albarellos,2020-04-28,91.0,47.0,51.65,4,2020
Miño - Sil,Albarellos,2020-05-05,91.0,57.0,62.64,5,2020
Miño - Sil,Albarellos,2020-05-12,91.0,54.0,59.34,5,2020
Miño - Sil,Albarellos,2020-05-19,91.0,48.0,52.75,5,2020
Miño - Sil,Albarellos,2020-05-26,91.0,43.0,47.25,5,2020
Miño - Sil,Albarellos,2020-06-02,91.0,45.0,49.45,6,2020
Miño - Sil,Albarellos,2020-06-09,91.0,45.0,49.45,6,2020
Miño - Sil,Albarellos,2020-06-16,91.0,44.0,48.35,6,2020
Miño - Sil,Albarellos,2020-06-23,91.0,46.0,50.55,6,2020
Miño - Sil,Albarellos,2020-06-30,91.0,43.0,47.25,6,2020
Miño - Sil,Albarellos,2020-07-07,91.0,38.0,41.76,7,2020
Miño - Sil,Albarellos,2020-07-14,91.0,38.0,41.76,7,2020
Miño - Sil,Albarellos,2020-07-21,91.0,38.0,41.76,7,2020
Miño - Sil,Albarellos,2020-07-28,91.0,38.0,41.76,7,2020
Miño - Sil,Albarellos,2020-08-04,91.0,36.0,39.56,8,2020
Miño - Sil,Albarellos,2020-08-11,91.0,36.0,39.56,8,2020
Miño - Sil,Albarellos,2020-08-18,91.0,36.0,39.56,8,2020
Miño - Sil,Albarellos,2020-08-25,91.0,36.0,39.56,8,2020
Miño - Sil,Albarellos,2020-09-01,91.0,36.0,39.56,9,2020
Miño - Sil,Albarellos,2020-09-08,91.0,36.0,39.56,9,2020
Miño - Sil,Albarellos,2020-09-15,91.0,33.0,36.26,9,2020
Miño - Sil,Albarellos,2020-09-22,91.0,29.0,31.87,9,2020
Miño - Sil,Albarellos,2020-09-29,91.0,28.0,30.77,9,2020
Miño - Sil,Albarellos,2020-10-06,91.0,27.0,29.67,10,2020
Miño - Sil,Albarellos,2020-10-13,91.0,27.0,29.67,10,2020
Miño - Sil,Albarellos,2020-10-20,91.0,26.0,28.57,10,2020
Miño - Sil,Albarellos,2020-10-27,91.0,30.0,32.97,10,2020
Miño - Sil,Albarellos,2020-11-03,91.0,35.0,38.46,11,2020
Miño - Sil,Albarellos,2020-11-10,91.0,39.0,42.86,11,2020
Miño - Sil,Albarellos,2020-11-17,91.0,39.0,42.86,11,2020
Miño - Sil,Albarellos,2020-11-24,91.0,38.0,41.76,11,2020
Miño - Sil,Albarellos,2020-12-01,91.0,27.0,29.67,12,2020
Miño - Sil,Albarellos,2020-12-08,91.0,21.0,23.08,12,2020
Miño - Sil,Albarellos,2020-12-15,91.0,31.0,34.07,12,2020
Miño - Sil,Albarellos,2020-12-22,91.0,30.0,32.97,12,2020
Miño - Sil,Albarellos,2020-12-29,91.0,33.0,36.26,12,2020
Miño - Sil,Albarellos,2021-01-05,91.0,34.0,37.36,1,2021
Miño - Sil,Albarellos,2021-01-12,91.0,24.0,26.37,1,2021
Miño - Sil,Albarellos,2021-01-19,91.0,23.0,25.27,1,2021
Miño - Sil,Albarellos,2021-01-26,91.0,40.0,43.96,1,2021
Miño - Sil,Albarellos,2021-02-02,91.0,52.0,57.14,2,2021
Miño - Sil,Albarellos,2021-02-09,91.0,58.0,63.74,2,2021
Miño - Sil,Albarellos,2021-02-16,91.0,68.0,74.73,2,2021
Miño - Sil,Albarellos,2021-02-23,91.0,71.0,78.02,2,2021
Miño - Sil,Albarellos,2021-03-02,91.0,62.0,68.13,3,2021
Miño - Sil,Albarellos,2021-03-09,91.0,49.0,53.85,3,2021
Miño - Sil,Albarellos,2021-03-16,91.0,50.0,54.95,3,2021
Miño - Sil,Albarellos,2021-03-23,91.0,54.0,59.34,3,2021
Miño - Sil,Albarellos,2021-03-30,91.0,45.0,49.45,3,2021
Miño - Sil,Albarellos,2021-04-06,91.0,45.0,49.45,4,2021
Miño - Sil,Albarellos,2021-04-13,91.0,40.0,43.96,4,2021
Miño - Sil,Albarellos,2021-04-20,91.0,36.0,39.56,4,2021
Miño - Sil,Albarellos,2021-04-27,91.0,32.0,35.16,4,2021
Miño - Sil,Albarellos,2021-05-04,91.0,31.0,34.07,5,2021
Miño - Sil,Albarellos,2021-05-11,91.0,31.0,34.07,5,2021
Miño - Sil,Albarellos,2021-05-18,91.0,40.0,43.96,5,2021
Miño - Sil,Albarellos,2021-05-25,91.0,45.0,49.45,5,2021
Miño - Sil,Albarellos,2021-06-01,91.0,45.0,49.45,6,2021
Miño - Sil,Albarellos,2021-06-08,91.0,44.0,48.35,6,2021
Miño - Sil,Albarellos,2021-06-15,91.0,40.0,43.96,6,2021
Miño - Sil,Albarellos,2021-06-22,91.0,33.0,36.26,6,2021
Miño - Sil,Albarellos,2021-06-29,91.0,36.0,39.56,6,2021
Miño - Sil,Albarellos,2021-07-06,91.0,31.0,34.07,7,2021
Miño - Sil,Albarellos,2021-07-13,91.0,30.0,32.97,7,2021
Miño - Sil,Albarellos,2021-07-20,91.0,30.0,32.97,7,2021
Miño - Sil,Albarellos,2021-07-27,91.0,30.0,32.97,7,2021
Miño - Sil,Albarellos,2021-08-03,91.0,30.0,32.97,8,2021
Miño - Sil,Albarellos,2021-08-10,91.0,31.0,34.07,8,2021
Miño - Sil,Albarellos,2021-08-17,91.0,23.0,25.27,8,2021
Miño - Sil,Albarellos,2021-08-24,91.0,23.0,25.27,8,2021
Miño - Sil,Albarellos,2021-08-31,91.0,23.0,25.27,8,2021
Miño - Sil,Albarellos,2021-09-07,91.0,23.0,25.27,9,2021
Miño - Sil,Albarellos,2021-09-14,91.0,22.0,24.18,9,2021
Miño - Sil,Albarellos,2021-09-21,91.0,21.0,23.08,9,2021
Miño - Sil,Albarellos,2021-09-28,91.0,21.0,23.08,9,2021
Miño - Sil,Albarellos,2021-10-05,91.0,22.0,24.18,10,2021
Miño - Sil,Albarellos,2021-10-12,91.0,22.0,24.18,10,2021
Miño - Sil,Albarellos,2021-10-19,91.0,23.0,25.27,10,2021
Miño - Sil,Albarellos,2021-10-26,91.0,23.0,25.27,10,2021
Miño - Sil,Albarellos,2021-11-02,91.0,26.0,28.57,11,2021
Miño - Sil,Albarellos,2021-11-09,91.0,30.0,32.97,11,2021
Miño - Sil,Albarellos,2021-11-16,91.0,32.0,35.16,11,2021
Miño - Sil,Albarellos,2021-11-23,91.0,32.0,35.16,11,2021
Miño - Sil,Albarellos,2021-11-30,91.0,33.0,36.26,11,2021
Miño - Sil,Albarellos,2021-12-07,91.0,31.0,34.07,12,2021
Miño - Sil,Albarellos,2021-12-14,91.0,34.0,37.36,12,2021
Miño - Sil,Albarellos,2021-12-21,91.0,22.0,24.18,12,2021
Miño - Sil,Albarellos,2021-12-28,91.0,24.0,26.37,12,2021
Miño - Sil,Bao,2012-01-03,238.0,169.0,71.01,1,2012
Miño - Sil,Bao,2012-01-10,238.0,162.0,68.07,1,2012
Miño - Sil,Bao,2012-01-17,238.0,162.0,68.07,1,2012
Miño - Sil,Bao,2012-01-24,238.0,156.0,65.55,1,2012
Miño - Sil,Bao,2012-01-31,238.0,157.0,65.97,1,2012
Miño - Sil,Bao,2012-02-07,238.0,160.0,67.23,2,2012
Miño - Sil,Bao,2012-02-14,238.0,165.0,69.33,2,2012
Miño - Sil,Bao,2012-02-21,238.0,165.0,69.33,2,2012
Miño - Sil,Bao,2012-02-28,238.0,184.0,77.31,2,2012
Miño - Sil,Bao,2012-03-06,238.0,182.0,76.47,3,2012
Miño - Sil,Bao,2012-03-13,238.0,177.0,74.37,3,2012
Miño - Sil,Bao,2012-03-20,238.0,178.0,74.79,3,2012
Miño - Sil,Bao,2012-03-27,238.0,176.0,73.95,3,2012
Miño - Sil,Bao,2012-04-03,238.0,170.0,71.43,4,2012
Miño - Sil,Bao,2012-04-10,238.0,173.0,72.69,4,2012
Miño - Sil,Bao,2012-04-17,238.0,162.0,68.07,4,2012
Miño - Sil,Bao,2012-04-24,238.0,160.0,67.23,4,2012
Miño - Sil,Bao,2012-05-01,238.0,161.0,67.65,5,2012
Miño - Sil,Bao,2012-05-08,238.0,164.0,68.91,5,2012
Miño - Sil,Bao,2012-05-15,238.0,180.0,75.63,5,2012
Miño - Sil,Bao,2012-05-22,238.0,194.0,81.51,5,2012
Miño - Sil,Bao,2012-05-29,238.0,214.0,89.92,5,2012
Miño - Sil,Bao,2012-06-05,238.0,217.0,91.18,6,2012
Miño - Sil,Bao,2012-06-12,238.0,212.0,89.08,6,2012
Miño - Sil,Bao,2012-06-19,238.0,214.0,89.92,6,2012
Miño - Sil,Bao,2012-06-26,238.0,217.0,91.18,6,2012
Miño - Sil,Bao,2012-07-03,238.0,216.0,90.76,7,2012
Miño - Sil,Bao,2012-07-10,238.0,204.0,85.71,7,2012
Miño - Sil,Bao,2012-07-17,238.0,196.0,82.35,7,2012
Miño - Sil,Bao,2012-07-24,238.0,190.0,79.83,7,2012
Miño - Sil,Bao,2012-07-31,238.0,177.0,74.37,7,2012
Miño - Sil,Bao,2012-08-07,238.0,162.0,68.07,8,2012
Miño - Sil,Bao,2012-08-14,238.0,150.0,63.03,8,2012
Miño - Sil,Bao,2012-08-21,238.0,143.0,60.08,8,2012
Miño - Sil,Bao,2012-08-28,238.0,137.0,57.56,8,2012
Miño - Sil,Bao,2012-09-04,238.0,128.0,53.78,9,2012
Miño - Sil,Bao,2012-09-11,238.0,116.0,48.74,9,2012
Miño - Sil,Bao,2012-09-18,238.0,107.0,44.96,9,2012
Miño - Sil,Bao,2012-09-25,238.0,105.0,44.12,9,2012
Miño - Sil,Bao,2012-10-02,238.0,101.0,42.44,10,2012
Miño - Sil,Bao,2012-10-09,238.0,92.0,38.66,10,2012
Miño - Sil,Bao,2012-10-16,238.0,84.0,35.29,10,2012
Miño - Sil,Bao,2012-10-23,238.0,81.0,34.03,10,2012
Miño - Sil,Bao,2012-10-30,238.0,78.0,32.77,10,2012
Miño - Sil,Bao,2012-11-06,238.0,75.0,31.51,11,2012
Miño - Sil,Bao,2012-11-13,238.0,74.0,31.09,11,2012
Miño - Sil,Bao,2012-11-20,238.0,115.0,48.32,11,2012
Miño - Sil,Bao,2012-11-27,238.0,142.0,59.66,11,2012
Miño - Sil,Bao,2012-12-04,238.0,164.0,68.91,12,2012
Miño - Sil,Bao,2012-12-11,238.0,186.0,78.15,12,2012
Miño - Sil,Bao,2012-12-18,238.0,191.0,80.25,12,2012
Miño - Sil,Bao,2012-12-25,238.0,191.0,80.25,12,2012
Miño - Sil,Bao,2013-01-01,238.0,193.0,81.09,1,2013
Miño - Sil,Bao,2013-01-08,238.0,196.0,82.35,1,2013
Miño - Sil,Bao,2013-01-15,238.0,188.0,78.99,1,2013
Miño - Sil,Bao,2013-01-22,238.0,191.0,80.25,1,2013
Miño - Sil,Bao,2013-01-29,238.0,193.0,81.09,1,2013
Miño - Sil,Bao,2013-02-05,238.0,193.0,81.09,2,2013
Miño - Sil,Bao,2013-02-12,238.0,188.0,78.99,2,2013
Miño - Sil,Bao,2013-02-19,238.0,191.0,80.25,2,2013
Miño - Sil,Bao,2013-02-26,238.0,194.0,81.51,2,2013
Miño - Sil,Bao,2013-03-05,238.0,188.0,78.99,3,2013
Miño - Sil,Bao,2013-03-12,238.0,196.0,82.35,3,2013
Miño - Sil,Bao,2013-03-19,238.0,196.0,82.35,3,2013
Miño - Sil,Bao,2013-03-26,238.0,188.0,78.99,3,2013
Miño - Sil,Bao,2013-04-02,238.0,219.0,92.02,4,2013
Miño - Sil,Bao,2013-04-09,238.0,216.0,90.76,4,2013
Miño - Sil,Bao,2013-04-16,238.0,213.0,89.5,4,2013
Miño - Sil,Bao,2013-04-23,238.0,213.0,89.5,4,2013
Miño - Sil,Bao,2013-04-30,238.0,214.0,89.92,4,2013
Miño - Sil,Bao,2013-05-07,238.0,218.0,91.6,5,2013
Miño - Sil,Bao,2013-05-14,238.0,217.0,91.18,5,2013
Miño - Sil,Bao,2013-05-21,238.0,207.0,86.97,5,2013
Miño - Sil,Bao,2013-05-28,238.0,207.0,86.97,5,2013
Miño - Sil,Bao,2013-06-04,238.0,199.0,83.61,6,2013
Miño - Sil,Bao,2013-06-11,238.0,202.0,84.87,6,2013
Miño - Sil,Bao,2013-06-18,238.0,194.0,81.51,6,2013
Miño - Sil,Bao,2013-06-25,238.0,192.0,80.67,6,2013
Miño - Sil,Bao,2013-07-02,238.0,186.0,78.15,7,2013
Miño - Sil,Bao,2013-07-09,238.0,180.0,75.63,7,2013
Miño - Sil,Bao,2013-07-16,238.0,176.0,73.95,7,2013
Miño - Sil,Bao,2013-07-23,238.0,169.0,71.01,7,2013
Miño - Sil,Bao,2013-07-30,238.0,164.0,68.91,7,2013
Miño - Sil,Bao,2013-08-06,238.0,156.0,65.55,8,2013
Miño - Sil,Bao,2013-08-13,238.0,163.0,68.49,8,2013
Miño - Sil,Bao,2013-08-20,238.0,174.0,73.11,8,2013
Miño - Sil,Bao,2013-08-27,238.0,180.0,75.63,8,2013
Miño - Sil,Bao,2013-09-03,238.0,181.0,76.05,9,2013
Miño - Sil,Bao,2013-09-10,238.0,200.0,84.03,9,2013
Miño - Sil,Bao,2013-09-17,238.0,199.0,83.61,9,2013
Miño - Sil,Bao,2013-09-24,238.0,183.0,76.89,9,2013
Miño - Sil,Bao,2013-10-01,238.0,188.0,78.99,10,2013
Miño - Sil,Bao,2013-10-08,238.0,179.0,75.21,10,2013
Miño - Sil,Bao,2013-10-15,238.0,170.0,71.43,10,2013
Miño - Sil,Bao,2013-10-22,238.0,162.0,68.07,10,2013
Miño - Sil,Bao,2013-10-29,238.0,167.0,70.17,10,2013
Miño - Sil,Bao,2013-11-05,238.0,162.0,68.07,11,2013
Miño - Sil,Bao,2013-11-12,238.0,179.0,75.21,11,2013
Miño - Sil,Bao,2013-11-19,238.0,175.0,73.53,11,2013
Miño - Sil,Bao,2013-11-26,238.0,178.0,74.79,11,2013
Miño - Sil,Bao,2013-12-03,238.0,183.0,76.89,12,2013
Miño - Sil,Bao,2013-12-10,238.0,183.0,76.89,12,2013
Miño - Sil,Bao,2013-12-17,238.0,177.0,74.37,12,2013
Miño - Sil,Bao,2013-12-24,238.0,166.0,69.75,12,2013
Miño - Sil,Bao,2013-12-31,238.0,191.0,80.25,12,2013
Miño - Sil,Bao,2014-01-07,238.0,213.0,89.5,1,2014
Miño - Sil,Bao,2014-01-14,238.0,199.0,83.61,1,2014
Miño - Sil,Bao,2014-01-21,238.0,206.0,86.55,1,2014
Miño - Sil,Bao,2014-01-28,238.0,201.0,84.45,1,2014
Miño - Sil,Bao,2014-02-04,238.0,201.0,84.45,2,2014
Miño - Sil,Bao,2014-02-11,238.0,216.0,90.76,2,2014
Miño - Sil,Bao,2014-02-18,238.0,219.0,92.02,2,2014
Miño - Sil,Bao,2014-02-25,238.0,210.0,88.24,2,2014
Miño - Sil,Bao,2014-03-04,238.0,219.0,92.02,3,2014
Miño - Sil,Bao,2014-03-11,238.0,215.0,90.34,3,2014
Miño - Sil,Bao,2014-03-18,238.0,212.0,89.08,3,2014
Miño - Sil,Bao,2014-03-25,238.0,208.0,87.39,3,2014
Miño - Sil,Bao,2014-04-01,238.0,213.0,89.5,4,2014
Miño - Sil,Bao,2014-04-08,238.0,208.0,87.39,4,2014
Miño - Sil,Bao,2014-04-15,238.0,209.0,87.82,4,2014
Miño - Sil,Bao,2014-04-22,238.0,203.0,85.29,4,2014
Miño - Sil,Bao,2014-04-29,238.0,196.0,82.35,4,2014
Miño - Sil,Bao,2014-05-06,238.0,191.0,80.25,5,2014
Miño - Sil,Bao,2014-05-13,238.0,176.0,73.95,5,2014
Miño - Sil,Bao,2014-05-20,238.0,168.0,70.59,5,2014
Miño - Sil,Bao,2014-05-27,238.0,168.0,70.59,5,2014
Miño - Sil,Bao,2014-06-03,238.0,166.0,69.75,6,2014
Miño - Sil,Bao,2014-06-10,238.0,160.0,67.23,6,2014
Miño - Sil,Bao,2014-06-17,238.0,153.0,64.29,6,2014
Miño - Sil,Bao,2014-06-24,238.0,151.0,63.45,6,2014
Miño - Sil,Bao,2014-07-01,238.0,145.0,60.92,7,2014
Miño - Sil,Bao,2014-07-08,238.0,148.0,62.18,7,2014
Miño - Sil,Bao,2014-07-15,238.0,149.0,62.61,7,2014
Miño - Sil,Bao,2014-07-22,238.0,151.0,63.45,7,2014
Miño - Sil,Bao,2014-07-29,238.0,154.0,64.71,7,2014
Miño - Sil,Bao,2014-08-05,238.0,155.0,65.13,8,2014
Miño - Sil,Bao,2014-08-12,238.0,159.0,66.81,8,2014
Miño - Sil,Bao,2014-08-19,238.0,161.0,67.65,8,2014
Miño - Sil,Bao,2014-08-26,238.0,164.0,68.91,8,2014
Miño - Sil,Bao,2014-09-02,238.0,171.0,71.85,9,2014
Miño - Sil,Bao,2014-09-09,238.0,182.0,76.47,9,2014
Miño - Sil,Bao,2014-09-16,238.0,190.0,79.83,9,2014
Miño - Sil,Bao,2014-09-23,238.0,188.0,78.99,9,2014
Miño - Sil,Bao,2014-09-30,238.0,195.0,81.93,9,2014
Miño - Sil,Bao,2014-10-07,238.0,192.0,80.67,10,2014
Miño - Sil,Bao,2014-10-14,238.0,180.0,75.63,10,2014
Miño - Sil,Bao,2014-10-21,238.0,187.0,78.57,10,2014
Miño - Sil,Bao,2014-10-28,238.0,194.0,81.51,10,2014
Miño - Sil,Bao,2014-11-04,238.0,197.0,82.77,11,2014
Miño - Sil,Bao,2014-11-11,238.0,189.0,79.41,11,2014
Miño - Sil,Bao,2014-11-18,238.0,197.0,82.77,11,2014
Miño - Sil,Bao,2014-11-25,238.0,202.0,84.87,11,2014
Miño - Sil,Bao,2014-12-02,238.0,197.0,82.77,12,2014
Miño - Sil,Bao,2014-12-09,238.0,184.0,77.31,12,2014
Miño - Sil,Bao,2014-12-16,238.0,181.0,76.05,12,2014
Miño - Sil,Bao,2014-12-23,238.0,187.0,78.57,12,2014
Miño - Sil,Bao,2014-12-30,238.0,182.0,76.47,12,2014
Miño - Sil,Bao,2015-01-06,238.0,179.0,75.21,1,2015
Miño - Sil,Bao,2015-01-13,238.0,188.0,78.99,1,2015
Miño - Sil,Bao,2015-01-20,238.0,179.0,75.21,1,2015
Miño - Sil,Bao,2015-01-27,238.0,180.0,75.63,1,2015
Miño - Sil,Bao,2015-02-03,238.0,189.0,79.41,2,2015
Miño - Sil,Bao,2015-02-10,238.0,206.0,86.55,2,2015
Miño - Sil,Bao,2015-02-17,238.0,188.0,78.99,2,2015
Miño - Sil,Bao,2015-02-24,238.0,189.0,79.41,2,2015
Miño - Sil,Bao,2015-03-03,238.0,192.0,80.67,3,2015
Miño - Sil,Bao,2015-03-10,238.0,199.0,83.61,3,2015
Miño - Sil,Bao,2015-03-17,238.0,209.0,87.82,3,2015
Miño - Sil,Bao,2015-03-24,238.0,216.0,90.76,3,2015
Miño - Sil,Bao,2015-03-31,238.0,207.0,86.97,3,2015
Miño - Sil,Bao,2015-04-07,238.0,201.0,84.45,4,2015
Miño - Sil,Bao,2015-04-14,238.0,198.0,83.19,4,2015
Miño - Sil,Bao,2015-04-21,238.0,197.0,82.77,4,2015
Miño - Sil,Bao,2015-04-28,238.0,197.0,82.77,4,2015
Miño - Sil,Bao,2015-05-05,238.0,197.0,82.77,5,2015
Miño - Sil,Bao,2015-05-12,238.0,219.0,92.02,5,2015
Miño - Sil,Bao,2015-05-19,238.0,230.0,96.64,5,2015
Miño - Sil,Bao,2015-05-26,238.0,225.0,94.54,5,2015
Miño - Sil,Bao,2015-06-02,238.0,220.0,92.44,6,2015
Miño - Sil,Bao,2015-06-09,238.0,212.0,89.08,6,2015
Miño - Sil,Bao,2015-06-16,238.0,207.0,86.97,6,2015
Miño - Sil,Bao,2015-06-23,238.0,205.0,86.13,6,2015
Miño - Sil,Bao,2015-06-30,238.0,196.0,82.35,6,2015
Miño - Sil,Bao,2015-07-07,238.0,186.0,78.15,7,2015
Miño - Sil,Bao,2015-07-14,238.0,179.0,75.21,7,2015
Miño - Sil,Bao,2015-07-21,238.0,185.0,77.73,7,2015
Miño - Sil,Bao,2015-07-28,238.0,189.0,79.41,7,2015
Miño - Sil,Bao,2015-08-04,238.0,187.0,78.57,8,2015
Miño - Sil,Bao,2015-08-11,238.0,183.0,76.89,8,2015
Miño - Sil,Bao,2015-08-18,238.0,175.0,73.53,8,2015
Miño - Sil,Bao,2015-08-25,238.0,173.0,72.69,8,2015
Miño - Sil,Bao,2015-09-01,238.0,175.0,73.53,9,2015
Miño - Sil,Bao,2015-09-08,238.0,177.0,74.37,9,2015
Miño - Sil,Bao,2015-09-15,238.0,177.0,74.37,9,2015
Miño - Sil,Bao,2015-09-22,238.0,182.0,76.47,9,2015
Miño - Sil,Bao,2015-09-29,238.0,183.0,76.89,9,2015
Miño - Sil,Bao,2015-10-06,238.0,181.0,76.05,10,2015
Miño - Sil,Bao,2015-10-13,238.0,175.0,73.53,10,2015
Miño - Sil,Bao,2015-10-20,238.0,163.0,68.49,10,2015
Miño - Sil,Bao,2015-10-27,238.0,159.0,66.81,10,2015
Miño - Sil,Bao,2015-11-03,238.0,158.0,66.39,11,2015
Miño - Sil,Bao,2015-11-10,238.0,163.0,68.49,11,2015
Miño - Sil,Bao,2015-11-17,238.0,167.0,70.17,11,2015
Miño - Sil,Bao,2015-11-24,238.0,167.0,70.17,11,2015
Miño - Sil,Bao,2015-12-01,238.0,171.0,71.85,12,2015
Miño - Sil,Bao,2015-12-08,238.0,168.0,70.59,12,2015
Miño - Sil,Bao,2015-12-15,238.0,162.0,68.07,12,2015
Miño - Sil,Bao,2015-12-22,238.0,159.0,66.81,12,2015
Miño - Sil,Bao,2015-12-29,238.0,153.0,64.29,12,2015
Miño - Sil,Bao,2016-01-05,238.0,159.0,66.81,1,2016
Miño - Sil,Bao,2016-01-12,238.0,208.0,87.39,1,2016
Miño - Sil,Bao,2016-01-19,238.0,214.0,89.92,1,2016
Miño - Sil,Bao,2016-01-26,238.0,208.0,87.39,1,2016
Miño - Sil,Bao,2016-02-02,238.0,210.0,88.24,2,2016
Miño - Sil,Bao,2016-02-09,238.0,200.0,84.03,2,2016
Miño - Sil,Bao,2016-02-16,238.0,218.0,91.6,2,2016
Miño - Sil,Bao,2016-02-23,238.0,215.0,90.34,2,2016
Miño - Sil,Bao,2016-03-01,238.0,212.0,89.08,3,2016
Miño - Sil,Bao,2016-03-08,238.0,212.0,89.08,3,2016
Miño - Sil,Bao,2016-03-15,238.0,214.0,89.92,3,2016
Miño - Sil,Bao,2016-03-22,238.0,217.0,91.18,3,2016
Miño - Sil,Bao,2016-03-29,238.0,198.0,83.19,3,2016
Miño - Sil,Bao,2016-04-05,238.0,209.0,87.82,4,2016
