Provincia de origen;Provincia de origen;CCAA y provincia de destino;CCAA y provincia de destino;CCAA y provincia de destino;Concepto turístico;Periodo;Total
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2021M01;149
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M12;127
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M11;108
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M10;358
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M09;809
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M08;1.647
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M07;935
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M06;195
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M05;78
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M04;81
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M03;236
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M02;395
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2020M01;420
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2019M12;510
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2019M11;358
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2019M10;441
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2019M09;1.721
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2019M08;2.748
Total Nacional;Valladolid;Total Nacional;Andalucía;Almería;Turistas;2019M07;2.109
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2024M03;1.853
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2024M02;1.530
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2024M01;1.276
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M12;1.731
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M11;1.093
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M10;2.341
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M09;4.279
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M08;8.012
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M07;7.969
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M06;2.842
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M05;2.701
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M04;2.824
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M03;969
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M02;1.209
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2023M01;1.041
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M12;1.375
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M11;1.282
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M10;1.965
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M09;4.758
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M08;7.854
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M07;7.975
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M06;2.859
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M05;2.512
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M04;2.618
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M03;986
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M02;677
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2022M01;933
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M12;1.465
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M11;858
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M10;2.041
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M09;5.233
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M08;8.864
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M07;7.256
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M06;2.722
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M05;1.406
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M04;559
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M03;429
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M02;263
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2021M01;492
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M12;431
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M11;329
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M10;1.269
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M09;3.563
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M08;7.160
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M07;4.277
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M06;621
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M05;261
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M04;217
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M03;821
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M02;1.613
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2020M01;1.108
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2019M12;1.604
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2019M11;1.049
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2019M10;1.564
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2019M09;4.512
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2019M08;8.278
Total Nacional;Valladolid;Total Nacional;Andalucía;Cádiz;Turistas;2019M07;6.640
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2024M03;757
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2024M02;524
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2024M01;582
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M12;843
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M11;572
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M10;719
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M09;520
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M08;407
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M07;424
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M06;427
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M05;772
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M04;1.085
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M03;601
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M02;504
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2023M01;451
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M12;797
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M11;531
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M10;615
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M09;526
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M08;381
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M07;379
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M06;509
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M05;1.174
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M04;952
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M03;525
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M02;464
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2022M01;499
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M12;799
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M11;609
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M10;748
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M09;537
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M08;386
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M07;393
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M06;471
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M05;580
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M04;313
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M03;252
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M02;167
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2021M01;258
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M12;235
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M11;186
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M10;443
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M09;373
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M08;428
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M07;290
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M06;204
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M05;110
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M04;135
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M03;303
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M02;749
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2020M01;687
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2019M12;924
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2019M11;794
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2019M10;634
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2019M09;649
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2019M08;422
Total Nacional;Valladolid;Total Nacional;Andalucía;Córdoba;Turistas;2019M07;351
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2024M03;1.136
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2024M02;756
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2024M01;870
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M12;1.193
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M11;670
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M10;1.264
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M09;1.007
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M08;1.014
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M07;1.157
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M06;817
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M05;910
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M04;1.612
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M03;725
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M02;929
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2023M01;796
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M12;1.136
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M11;856
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M10;832
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M09;994
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M08;1.156
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M07;1.047
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M06;835
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M05;947
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M04;1.558
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M03;868
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M02;674
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2022M01;807
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M12;1.157
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M11;874
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M10;1.103
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M09;1.168
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M08;1.310
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M07;1.088
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M06;692
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M05;529
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M04;332
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M03;278
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M02;353
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2021M01;301
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M12;239
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M11;192
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M10;547
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M09;720
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M08;922
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M07;667
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M06;253
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M05;121
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M04;128
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M03;722
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M02;1.416
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2020M01;981
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2019M12;1.440
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2019M11;1.000
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2019M10;855
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2019M09;1.220
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2019M08;1.357
Total Nacional;Valladolid;Total Nacional;Andalucía;Granada;Turistas;2019M07;1.044
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2024M03;779
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2024M02;495
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2024M01;789
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M12;502
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M11;320
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M10;916
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M09;1.446
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M08;2.576
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M07;2.749
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M06;898
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M05;821
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M04;1.070
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M03;350
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M02;287
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2023M01;568
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M12;346
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M11;393
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M10;664
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M09;1.555
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M08;2.875
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M07;2.812
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M06;1.124
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M05;985
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M04;1.352
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M03;449
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M02;369
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2022M01;403
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M12;416
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M11;364
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M10;996
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M09;2.167
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M08;3.382
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M07;2.808
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M06;1.020
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M05;506
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M04;198
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M03;208
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M02;103
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2021M01;130
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M12;156
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M11;149
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M10;472
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M09;1.305
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M08;2.728
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M07;1.490
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M06;180
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M05;105
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M04;129
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M03;363
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M02;497
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2020M01;759
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2019M12;498
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2019M11;428
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2019M10;688
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2019M09;2.026
Total Nacional;Valladolid;Total Nacional;Andalucía;Huelva;Turistas;2019M08;3.341
