Provincia de origen;Provincia de origen;CCAA y provincia de destino;CCAA y provincia de destino;CCAA y provincia de destino;Concepto turístico;Periodo;Total
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M10;331
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M09;385
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M08;584
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M07;480
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M06;342
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M05;152
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M04;138
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M03;427
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M02;746
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2020M01;834
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2019M12;799
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2019M11;367
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2019M10;419
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2019M09;493
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2019M08;611
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Lleida;Turistas;2019M07;623
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2024M03;2.014
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2024M02;790
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2024M01;789
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M12;1.379
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M11;787
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M10;2.229
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M09;3.366
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M08;7.452
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M07;6.272
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M06;3.337
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M05;3.806
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M04;5.960
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M03;826
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M02;575
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2023M01;691
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M12;1.146
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M11;1.053
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M10;1.497
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M09;3.395
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M08;7.334
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M07;6.203
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M06;3.159
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M05;2.906
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M04;5.256
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M03;630
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M02;540
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2022M01;612
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M12;958
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M11;970
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M10;1.965
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M09;3.257
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M08;8.351
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M07;5.331
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M06;2.875
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M05;692
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M04;314
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M03;306
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M02;296
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2021M01;274
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M12;326
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M11;167
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M10;981
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M09;1.715
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M08;4.651
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M07;2.515
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M06;537
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M05;323
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M04;363
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M03;342
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M02;490
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2020M01;492
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2019M12;677
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2019M11;1.096
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2019M10;1.133
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2019M09;2.976
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2019M08;6.574
Total Nacional;Araba/Álava;Total Nacional;Cataluña;Tarragona;Turistas;2019M07;3.845
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2024M03;6.265
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2024M02;3.640
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2024M01;4.441
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M12;5.864
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M11;3.751
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M10;6.256
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M09;6.985
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M08;15.553
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M07;10.367
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M06;6.707
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M05;6.470
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M04;10.808
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M03;4.397
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M02;2.459
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2023M01;3.307
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M12;5.258
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M11;3.702
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M10;4.924
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M09;6.522
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M08;14.718
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M07;9.534
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M06;5.924
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M05;6.069
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M04;9.823
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M03;3.471
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M02;2.651
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2022M01;3.052
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M12;4.240
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M11;3.049
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M10;5.419
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M09;6.747
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M08;17.171
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M07;8.960
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M06;5.730
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M05;2.546
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M04;1.948
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M03;1.927
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M02;1.374
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2021M01;1.434
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M12;1.457
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M11;1.455
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M10;3.608
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M09;5.177
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M08;12.658
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M07;5.262
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M06;1.608
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M05;1.123
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M04;1.391
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M03;4.086
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M02;5.172
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2020M01;4.836
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2019M12;5.404
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2019M11;4.074
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2019M10;4.309
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2019M09;6.870
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2019M08;14.360
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;;Turistas;2019M07;8.085
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2024M03;3.321
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2024M02;1.404
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2024M01;2.011
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M12;2.781
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M11;1.791
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M10;3.397
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M09;3.416
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M08;8.441
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M07;5.399
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M06;3.263
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M05;3.140
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M04;5.552
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M03;1.848
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M02;1.053
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2023M01;1.579
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M12;2.472
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M11;1.829
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M10;2.919
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M09;3.350
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M08;8.181
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M07;4.824
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M06;2.919
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M05;2.902
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M04;5.431
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M03;1.429
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M02;1.125
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2022M01;1.273
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M12;1.936
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M11;1.454
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M10;3.032
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M09;3.570
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M08;9.624
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M07;4.724
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M06;2.883
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M05;1.092
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M04;422
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M03;357
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M02;259
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2021M01;388
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M12;353
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M11;477
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M10;1.630
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M09;2.421
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M08;7.018
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M07;2.431
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M06;422
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M05;210
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M04;242
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M03;1.505
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M02;1.999
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2020M01;2.016
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2019M12;2.139
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2019M11;1.854
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2019M10;2.372
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2019M09;3.452
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2019M08;7.692
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Alicante/Alacant;Turistas;2019M07;4.029
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2024M03;842
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2024M02;624
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2024M01;609
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M12;935
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M11;553
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M10;1.292
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M09;1.897
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M08;4.607
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M07;2.857
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M06;1.290
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M05;1.391
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M04;2.691
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M03;741
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M02;343
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2023M01;476
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M12;703
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M11;622
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M10;605
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M09;1.768
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M08;4.547
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M07;2.819
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M06;1.282
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M05;1.169
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M04;2.144
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M03;524
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M02;393
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2022M01;475
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M12;741
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M11;406
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M10;985
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M09;1.764
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M08;5.052
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M07;2.584
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M06;1.551
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M05;574
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M04;261
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M03;222
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M02;123
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2021M01;177
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M12;177
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M11;172
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M10;729
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M09;1.393
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M08;3.778
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M07;1.693
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M06;656
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M05;535
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M04;862
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M03;687
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M02;668
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2020M01;554
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2019M12;736
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2019M11;558
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2019M10;600
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2019M09;1.788
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2019M08;4.698
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Castellón/Castelló;Turistas;2019M07;2.382
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2024M03;2.102
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2024M02;1.612
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2024M01;1.821
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M12;2.148
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M11;1.407
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M10;1.567
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M09;1.672
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M08;2.505
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M07;2.111
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M06;2.154
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M05;1.939
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M04;2.565
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M03;1.808
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M02;1.063
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2023M01;1.252
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M12;2.083
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M11;1.251
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M10;1.400
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M09;1.404
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M08;1.990
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M07;1.891
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M06;1.723
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M05;1.998
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M04;2.248
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M03;1.518
