Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;;
2020S000077;02/01/2020;18:58;IDB. ISLA DE TABARCA / CALL. FERMIN CABALLERO;-;FUENCARRAL-EL PARDO;Caída;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S000077;02/01/2020;18:58;IDB. ISLA DE TABARCA / CALL. FERMIN CABALLERO;-;FUENCARRAL-EL PARDO;Caída;Despejado;Turismo;Peatón;DE 55 A 59 AÑOS;Hombre;02;;
2020S000076;02/01/2020;18:00;RONDA. ATOCHA;12;CENTRO;Colisión frontal;;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S000076;02/01/2020;18:00;RONDA. ATOCHA;12;CENTRO;Colisión frontal;;Turismo;Conductor;DESCONOCIDA;;;;
2020S000278;02/01/2020;17:45;CALL. ANTONIO LOPEZ;21;CARABANCHEL;Alcance;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S000278;02/01/2020;17:45;CALL. ANTONIO LOPEZ;21;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;;
2020S000278;02/01/2020;17:45;CALL. ANTONIO LOPEZ;21;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S000278;02/01/2020;17:45;CALL. ANTONIO LOPEZ;21;CARABANCHEL;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;;;
2020S000278;02/01/2020;17:45;CALL. ANTONIO LOPEZ;21;CARABANCHEL;Alcance;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;;;
2020S000072;02/01/2020;17:25;CALL. ALCALA / CALL. TORRE ARIAS;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Mujer;14;;
2020S000072;02/01/2020;17:25;CALL. ALCALA / CALL. TORRE ARIAS;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Hombre;14;;
2020S000072;02/01/2020;17:25;CALL. ALCALA / CALL. TORRE ARIAS;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Mujer;07;;
2020S000106;02/01/2020;17:20;CALL. JAIME EL CONQUISTADOR;10;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14;;
2020S000106;02/01/2020;17:20;CALL. JAIME EL CONQUISTADOR;10;ARGANZUELA;Atropello a persona;Despejado;Turismo;Peatón;DE 40 A 44 AÑOS;Mujer;01;;
2020S000106;02/01/2020;17:20;CALL. JAIME EL CONQUISTADOR;10;ARGANZUELA;Atropello a persona;Despejado;Turismo;Peatón;DE 35 A 39 AÑOS;Mujer;14;;
2020S000071;02/01/2020;17:15;AVDA. PALOMERAS; 60B;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;;;
2020S000071;02/01/2020;17:15;AVDA. PALOMERAS; 60B;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S000070;02/01/2020;17:10;CALL. HERMOSILLA / CALL. GENERAL PARDIÑAS;-;SALAMANCA;Otro;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S000070;02/01/2020;17:10;CALL. HERMOSILLA / CALL. GENERAL PARDIÑAS;-;SALAMANCA;Otro;Despejado;Motocicleta hasta 125cc;Conductor;DESCONOCIDA;;;;
2020S000070;02/01/2020;17:10;CALL. HERMOSILLA / CALL. GENERAL PARDIÑAS;-;SALAMANCA;Otro;Despejado;Motocicleta hasta 125cc;Conductor;DESCONOCIDA;;;;
2020S000075;02/01/2020;16:50;AVDA. GENERAL PERON / CALL. ORENSE;-;TETUÁN;Colisión frontal;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14;;
2020S000075;02/01/2020;16:50;AVDA. GENERAL PERON / CALL. ORENSE;-;TETUÁN;Colisión frontal;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;;;
2020S000075;02/01/2020;16:50;AVDA. GENERAL PERON / CALL. ORENSE;-;TETUÁN;Colisión frontal;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S000075;02/01/2020;16:50;AVDA. GENERAL PERON / CALL. ORENSE;-;TETUÁN;Colisión frontal;Despejado;Motocicleta > 125cc;Pasajero;DE 35 A 39 AÑOS;Mujer;14;;
2020S000064;02/01/2020;16:35;PASEO. PONTONES / CALL. COBOS DE SEGOVIA;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S000064;02/01/2020;16:35;PASEO. PONTONES / CALL. COBOS DE SEGOVIA;-;ARGANZUELA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;03;;
2020S000064;02/01/2020;16:35;PASEO. PONTONES / CALL. COBOS DE SEGOVIA;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S000064;02/01/2020;16:35;PASEO. PONTONES / CALL. COBOS DE SEGOVIA;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S000066;02/01/2020;15:25;CALL. GOYA / CALL. GENERAL DIAZ PORLIER;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;;
2020S000066;02/01/2020;15:25;CALL. GOYA / CALL. GENERAL DIAZ PORLIER;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14;;
2020S000066;02/01/2020;15:25;CALL. GOYA / CALL. GENERAL DIAZ PORLIER;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14;;
2020S000066;02/01/2020;15:25;CALL. GOYA / CALL. GENERAL DIAZ PORLIER;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 70 A 74 AÑOS;Mujer;14;;
2020S000062;02/01/2020;14:47;CALL. ALCALA;60;RETIRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;06;;
2020S000062;02/01/2020;14:47;CALL. ALCALA;60;RETIRO;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Mujer;14;;
2020S000108;02/01/2020;14:37;PASEO. REY;16;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S000108;02/01/2020;14:37;PASEO. REY;16;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;;;
2020S000108;02/01/2020;14:37;PASEO. REY;16;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;;;
2020S000108;02/01/2020;14:37;PASEO. REY;16;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Peatón;DE 55 A 59 AÑOS;Hombre;;;
2020S000204;02/01/2020;14:15;CALL. BRAILLE;2;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S000204;02/01/2020;14:15;CALL. BRAILLE;2;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Camión rígido;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S000092;02/01/2020;13:40;AVDA. LOGROÑO CON M40;-;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;;;
2020S000092;02/01/2020;13:40;AVDA. LOGROÑO CON M40;-;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S000431;02/01/2020;13:40;AVDA. LOGROÑO;32;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S000431;02/01/2020;13:40;AVDA. LOGROÑO;32;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S000431;02/01/2020;13:40;AVDA. LOGROÑO;32;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S000091;02/01/2020;13:15;CALL. PEÑARANDA DE BRACAMONTE / AVDA. LAS SUERTES;-;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S000091;02/01/2020;13:15;CALL. PEÑARANDA DE BRACAMONTE / AVDA. LAS SUERTES;-;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Pasajero;DESCONOCIDA;Hombre;;;
2020S000091;02/01/2020;13:15;CALL. PEÑARANDA DE BRACAMONTE / AVDA. LAS SUERTES;-;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S000055;02/01/2020;12:30;CALL. SAGASTA / PLAZA. ALONSO MARTINEZ;-;CENTRO;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;01;;
2020S000055;02/01/2020;12:30;CALL. SAGASTA / PLAZA. ALONSO MARTINEZ;-;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14;;
2020S000055;02/01/2020;12:30;CALL. SAGASTA / PLAZA. ALONSO MARTINEZ;-;CENTRO;Colisión lateral;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S000054;02/01/2020;12:20;CALL. JOSEFA VALCARCEL;38;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07;;
2020S000054;02/01/2020;12:20;CALL. JOSEFA VALCARCEL;38;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S000054;02/01/2020;12:20;CALL. JOSEFA VALCARCEL;38;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;;
2020S000054;02/01/2020;12:20;CALL. JOSEFA VALCARCEL;38;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07;;
2020S000096;02/01/2020;12:20;AVDA. AURORA BOREAL / CALL. PRAT;-;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Tractocamión;Conductor;DE 60 A 64 AÑOS;Hombre;;;
2020S000082;02/01/2020;12:20;AUTOV. M-30, 25.600 A M-40;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07;;
2020S000082;02/01/2020;12:20;AUTOV. M-30, 25.600 A M-40;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S000095;02/01/2020;12:15;PASEO. SANTA MARIA DE LA CABEZA;2;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S000095;02/01/2020;12:15;PASEO. SANTA MARIA DE LA CABEZA;2;ARGANZUELA;Colisión lateral;Despejado;Tractocamión;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S000261;02/01/2020;12:00;CALL. GALEON;21;BARAJAS;Colisión lateral;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S000261;02/01/2020;12:00;CALL. GALEON;21;BARAJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S000083;02/01/2020;11:40;AVENIDA DEL MEDITERRANEO ACCESO A M30 CALZADA 2;-;MORATALAZ;Alcance;Despejado;Furgoneta;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S000083;02/01/2020;11:40;AVENIDA DEL MEDITERRANEO ACCESO A M30 CALZADA 2;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S000049;02/01/2020;10:45;AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14;;
2020S000049;02/01/2020;10:45;AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;14;;
2020S000049;02/01/2020;10:45;AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07;;
2020S000098;02/01/2020;10:30;CALL. MAESTRO ARBOS / PLAZA. LEGAZPI;-;ARGANZUELA;Colisión lateral;Despejado;Tractocamión;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S000098;02/01/2020;10:30;CALL. MAESTRO ARBOS / PLAZA. LEGAZPI;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S002197;02/01/2020;10:30;AVDA. ANDALUCIA / AVDA. SAN FERMIN;-;USERA;Colisión lateral;Se desconoce;Tractocamión;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002197;02/01/2020;10:30;AVDA. ANDALUCIA / AVDA. SAN FERMIN;-;USERA;Colisión lateral;Se desconoce;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;;;
2020S002197;02/01/2020;10:30;AVDA. ANDALUCIA / AVDA. SAN FERMIN;-;USERA;Colisión lateral;Se desconoce;Turismo;Pasajero;DE 15 A 17 AÑOS;Mujer;;;
2020S000048;02/01/2020;10:00;calle tanger / lago calafate;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S000048;02/01/2020;10:00;calle tanger / lago calafate;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;DE 45 A 49 AÑOS;Mujer;06;;
2020S000051;02/01/2020;8:35;CALL. ROCAFORT;92;VILLAVERDE;Colisión lateral;Despejado;Furgoneta;Conductor;DE 60 A 64 AÑOS;Hombre;;;
2020S000051;02/01/2020;8:35;CALL. ROCAFORT;92;VILLAVERDE;Colisión lateral;Despejado;Furgoneta;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S000093;02/01/2020;8:20;AVDA. PLANETARIO;2;ARGANZUELA;Otro;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;;
2020S000283;02/01/2020;8:10;AUTOV. A-3, +00600S, VIA DE SERVICIO;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;;;
2020S000439;02/01/2020;7:40;CALL. ANDRES OBISPO / CALL. AGUSTIN CALVO;-;HORTALEZA;Atropello a persona;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14;;
2020S000439;02/01/2020;7:40;CALL. ANDRES OBISPO / CALL. AGUSTIN CALVO;-;HORTALEZA;Atropello a persona;Despejado;Turismo;Peatón;DE 50 A 54 AÑOS;Hombre;02;;
2020S000044;02/01/2020;7:30;CALL. ALBASANZ / CALL. RUFINO GONZALEZ;-;SAN BLAS-CANILLEJAS;Colisión frontal;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14;;
2020S000044;02/01/2020;7:30;CALL. ALBASANZ / CALL. RUFINO GONZALEZ;-;SAN BLAS-CANILLEJAS;Colisión frontal;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;;
2020S000053;02/01/2020;7:00;AUTOV. M-30, +00500E;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;14;;
2020S000053;02/01/2020;7:00;AUTOV. M-30, +00500E;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;DE 21 A 24 AÑOS;Hombre;14;;
2020S000050;02/01/2020;6:18;CALL. MENDEZ ALVARO;83;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S000050;02/01/2020;6:18;CALL. MENDEZ ALVARO;83;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S000050;02/01/2020;6:18;CALL. MENDEZ ALVARO;83;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07;;
2020S000056;02/01/2020;5:10;CALL. RIBERA DE CURTIDORES;47;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;14;;
2020S000056;02/01/2020;5:10;CALL. RIBERA DE CURTIDORES;47;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14;;
2020S000056;02/01/2020;5:10;CALL. RIBERA DE CURTIDORES;47;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14;;
2020S000056;02/01/2020;5:10;CALL. RIBERA DE CURTIDORES;47;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;14;;
2020S000056;02/01/2020;5:10;CALL. RIBERA DE CURTIDORES;47;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;14;;
2020S000042;02/01/2020;5:00;AVDA. PABLO NERUDA / CALL. ARENAS DE IGUÑA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07;;
2020S000042;02/01/2020;5:00;AVDA. PABLO NERUDA / CALL. ARENAS DE IGUÑA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;07;;
2020S000042;02/01/2020;5:00;AVDA. PABLO NERUDA / CALL. ARENAS DE IGUÑA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;02;;
2020S000042;02/01/2020;5:00;AVDA. PABLO NERUDA / CALL. ARENAS DE IGUÑA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;02;;
2020S000079;02/01/2020;5:00;CALL. MARROQUINA;42;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S000079;02/01/2020;5:00;CALL. MARROQUINA;42;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S000079;02/01/2020;5:00;CALL. MARROQUINA;42;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S000040;02/01/2020;2:30;CALL. SANTUARIO;60;USERA;Vuelco;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S000040;02/01/2020;2:30;CALL. SANTUARIO;60;USERA;Vuelco;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;;;
2020S000040;02/01/2020;2:30;CALL. SANTUARIO;60;USERA;Vuelco;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;;;
2020S000039;02/01/2020;2:20;CALL. EJE 7 / CALL. EJE 3;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S000039;02/01/2020;2:20;CALL. EJE 7 / CALL. EJE 3;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DESCONOCIDA;;;;
2020S000039;02/01/2020;2:20;CALL. EJE 7 / CALL. EJE 3;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DESCONOCIDA;;;;
2020S000036;02/01/2020;0:01;CALL. MOLINA DE SEGURA;27;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S000036;02/01/2020;0:01;CALL. MOLINA DE SEGURA;27;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S000119;03/01/2020;23:30;CALL. SELMA LAGERLOFF;16;VILLAVERDE;Choque contra obstáculo fijo;Se desconoce;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S000119;03/01/2020;23:30;CALL. SELMA LAGERLOFF;16;VILLAVERDE;Choque contra obstáculo fijo;Se desconoce;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S000117;03/01/2020;23:20;CALL. RIBADESELLA / CALL. CANGAS DEL NARCEA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S000117;03/01/2020;23:20;CALL. RIBADESELLA / CALL. CANGAS DEL NARCEA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Ciclomotor;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S000428;03/01/2020;22:55;AVDA. SENECA-CARRETERA DEL PARDO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;;
2020S000428;03/01/2020;22:55;AVDA. SENECA-CARRETERA DEL PARDO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S000428;03/01/2020;22:55;AVDA. SENECA-CARRETERA DEL PARDO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;06;;
2020S000428;03/01/2020;22:55;AVDA. SENECA-CARRETERA DEL PARDO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;06;;
2020S000465;03/01/2020;22:45;AUTOV. A-3, +01500E;-;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S000465;03/01/2020;22:45;AUTOV. A-3, +01500E;-;VICÁLVARO;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;07;;
2020S000465;03/01/2020;22:45;AUTOV. A-3, +01500E;-;VICÁLVARO;Alcance;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;07;;
2020S000465;03/01/2020;22:45;AUTOV. A-3, +01500E;-;VICÁLVARO;Alcance;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;14;;
2020S000465;03/01/2020;22:45;AUTOV. A-3, +01500E;-;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14;;
2020S000465;03/01/2020;22:45;AUTOV. A-3, +01500E;-;VICÁLVARO;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;14;;
2020S000209;03/01/2020;22:45;CALL. JUAN JOSE MARTINEZ SECO;2;VILLAVERDE;Otro;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S000116;03/01/2020;22:15;AVDA. ALBUFERA / CALL. SIERRA FALADORA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S000116;03/01/2020;22:15;AVDA. ALBUFERA / CALL. SIERRA FALADORA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S000470;03/01/2020;22:14;CALL. GUADALAJARA;3;HORTALEZA;Colisión fronto-lateral;Se desconoce;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S000470;03/01/2020;22:14;CALL. GUADALAJARA;3;HORTALEZA;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S000328;03/01/2020;21:38;CALL. TUYA / CALL. GINEBRO;-;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14;;
2020S000136;03/01/2020;21:00;M-30 CALZADA 1ª PK 8.100;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S000136;03/01/2020;21:00;M-30 CALZADA 1ª PK 8.100;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S000115;03/01/2020;20:40;CALL. MALDONADO / CALL. CLAUDIO COELLO;-;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Mujer;07;;
2020S000115;03/01/2020;20:40;CALL. MALDONADO / CALL. CLAUDIO COELLO;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;;
2020S000111;03/01/2020;19:35;AVDA. MEDITERRANEO / PLAZA. MARIANO DE CAVIA;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;;
2020S000111;03/01/2020;19:35;AVDA. MEDITERRANEO / PLAZA. MARIANO DE CAVIA;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;;
2020S000111;03/01/2020;19:35;AVDA. MEDITERRANEO / PLAZA. MARIANO DE CAVIA;-;RETIRO;Alcance;Despejado;Todo terreno;Conductor;DESCONOCIDA;;;;
2020S000111;03/01/2020;19:35;AVDA. MEDITERRANEO / PLAZA. MARIANO DE CAVIA;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S000111;03/01/2020;19:35;AVDA. MEDITERRANEO / PLAZA. MARIANO DE CAVIA;-;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;;;
2020S000685;03/01/2020;19:35;CALL. JUAN PEREZ ZUÑIGA / CALL. AGASTIA;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Furgoneta;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S000685;03/01/2020;19:35;CALL. JUAN PEREZ ZUÑIGA / CALL. AGASTIA;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S000685;03/01/2020;19:35;CALL. JUAN PEREZ ZUÑIGA / CALL. AGASTIA;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S000685;03/01/2020;19:35;CALL. JUAN PEREZ ZUÑIGA / CALL. AGASTIA;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;14;;
