Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO EDAD;SEXO;LESIVIDAD*;* La correspondencia de los códigos se encuentra descrito en la estructura del fichero.
2019S023680;12/06/2019;23:50;AVDA. MIGUEL HERNANDEZ / CALL. LEONESES;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S023680;12/06/2019;23:50;AVDA. MIGUEL HERNANDEZ / CALL. LEONESES;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;14;
2019S024068;12/06/2019;23:40;AVDA. VENTISQUERO DE LA CONDESA;28;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;;
2019S024119;12/06/2019;23:30;CALL. ARGUMOSA;6;CENTRO;Caída;Despejado;Camión rígido;Conductor;DE 50 A 54 AÑOS;Hombre;14;
2019S024119;12/06/2019;23:30;CALL. ARGUMOSA;6;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;01;
2019S023624;12/06/2019;23:27;CALL. GENERAL RICARDOS;70;CARABANCHEL;Alcance;Despejado;Furgoneta;Conductor;DESCONOCIDA;;;
2019S023624;12/06/2019;23:27;CALL. GENERAL RICARDOS;70;CARABANCHEL;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S023624;12/06/2019;23:27;CALL. GENERAL RICARDOS;70;CARABANCHEL;Alcance;Despejado;Motocicleta > 125cc;Pasajero;DE 40 A 44 AÑOS;Hombre;07;
2019S028463;12/06/2019;23:00;GTA. CUATRO CAMINOS;1;CHAMBERÍ;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S028463;12/06/2019;23:00;GTA. CUATRO CAMINOS;1;CHAMBERÍ;Caída;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;;
2019S024318;12/06/2019;21:40;RONDA. SUR;129;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;06;
2019S023618;12/06/2019;21:00;CALL. CARBALLINO;6;LATINA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S023720;12/06/2019;21:00;AVDA. MEDITERRANEO;32;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;
2019S023720;12/06/2019;21:00;AVDA. MEDITERRANEO;32;RETIRO;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S023696;12/06/2019;20:15;AUTOV. A-6, +00600E;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14;
2019S023696;12/06/2019;20:15;AUTOV. A-6, +00600E;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;05;
2019S023696;12/06/2019;20:15;AUTOV. A-6, +00600E;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S023689;12/06/2019;20:15;AVDA. SAN DIEGO;63;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;;
2019S023689;12/06/2019;20:15;AVDA. SAN DIEGO;63;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;DESCONOCIDA;;;
2019S023704;12/06/2019;20:00;CALL. ENRIQUE GARCIA ALVAREZ;9;VILLA DE VALLECAS;Alcance;Despejado;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S023704;12/06/2019;20:00;CALL. ENRIQUE GARCIA ALVAREZ;9;VILLA DE VALLECAS;Alcance;Despejado;Furgoneta;Pasajero;DE 40 A 44 AÑOS;Mujer;01;
2019S023704;12/06/2019;20:00;CALL. ENRIQUE GARCIA ALVAREZ;9;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14;
2019S023704;12/06/2019;20:00;CALL. ENRIQUE GARCIA ALVAREZ;9;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S023731;12/06/2019;20:00;CALL. JUAN ALVAREZ MENDIZABAL;23;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;;
2019S023731;12/06/2019;20:00;CALL. JUAN ALVAREZ MENDIZABAL;23;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S023684;12/06/2019;19:45;CALL. DOCTOR ESQUERDO / PLAZA. CONDE DE CASAL;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;02;
2019S023684;12/06/2019;19:45;CALL. DOCTOR ESQUERDO / PLAZA. CONDE DE CASAL;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S023616;12/06/2019;19:42;CALL. BOHEMIOS / CALL. PAN Y TOROS;-;VILLAVERDE;Atropello a persona;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;
2019S023616;12/06/2019;19:42;CALL. BOHEMIOS / CALL. PAN Y TOROS;-;VILLAVERDE;Atropello a persona;Despejado;Turismo;Peatón;DE 10 A 14 AÑOS;Hombre;02;
2019S023694;12/06/2019;19:40;CALL. SANTA ENGRACIA;141;CHAMBERÍ;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S023694;12/06/2019;19:40;CALL. SANTA ENGRACIA;141;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S024053;12/06/2019;19:40;GTA. YUCATAN / AVDA. ANDES;-;HORTALEZA;Caída;Despejado;Otros vehículos con motor;Conductor;DE 25 A 29 AÑOS;Mujer;02;
2019S023686;12/06/2019;19:39;CALL. MENDEZ ALVARO;16;ARGANZUELA;Atropello a persona;Despejado;Furgoneta;Conductor;DE 18 A 20 AÑOS;Hombre;14;
2019S023686;12/06/2019;19:39;CALL. MENDEZ ALVARO;16;ARGANZUELA;Atropello a persona;Despejado;Furgoneta;Peatón;DE 55 A 59 AÑOS;Hombre;01;
2019S023703;12/06/2019;19:30;CALL. ATOCHA;79;CENTRO;Caída;Despejado;Ciclomotor;Conductor;DE 40 A 44 AÑOS;Hombre;02;
2019S023617;12/06/2019;19:30;AVDA. DOCTOR FEDERICO RUBIO Y GALI;78;TETUÁN;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S023617;12/06/2019;19:30;AVDA. DOCTOR FEDERICO RUBIO Y GALI;78;TETUÁN;Caída;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S023610;12/06/2019;19:15;CALL. BAILEN;10;CENTRO;Colisión lateral;Despejado;Autobús;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S023610;12/06/2019;19:15;CALL. BAILEN;10;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;;
2019S023598;12/06/2019;18:50;GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;-;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14;
2019S023598;12/06/2019;18:50;GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;-;CENTRO;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;07;
2019S023718;12/06/2019;18:50;PASEO. FLORIDA;27;MONCLOA-ARAVACA;Otro;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S023718;12/06/2019;18:50;PASEO. FLORIDA;27;MONCLOA-ARAVACA;Otro;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S023719;12/06/2019;18:50;AUTOV. A-2, KM 4,300 ENTRADA A MADRID;-;CIUDAD LINEAL;Alcance;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S023719;12/06/2019;18:50;AUTOV. A-2, KM 4,300 ENTRADA A MADRID;-;CIUDAD LINEAL;Alcance;;Furgoneta;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S023675;12/06/2019;18:45;CALL. RODRIGUEZ SAN PEDRO;36;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;
2019S023675;12/06/2019;18:45;CALL. RODRIGUEZ SAN PEDRO;36;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;;
2019S023692;12/06/2019;18:30;CALL. IRUN / CALL. CADARSO;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06;
2019S023611;12/06/2019;18:30;GTA. ARCENTALES;0;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S023611;12/06/2019;18:30;GTA. ARCENTALES;0;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;;
2019S023724;12/06/2019;18:25;AVDA. DEMOCRACIA / BULEV. JOSE PRAT;-;PUENTE DE VALLECAS;Caída;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S023683;12/06/2019;18:00;AUTOV. M-30 CALZADA 2 LATERAL PK 8;200;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;
2019S023683;12/06/2019;18:00;AUTOV. M-30 CALZADA 2 LATERAL PK 8;200;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;DE 15 A 17 AÑOS;Mujer;07;
2019S023683;12/06/2019;18:00;AUTOV. M-30 CALZADA 2 LATERAL PK 8;200;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;07;
2019S023683;12/06/2019;18:00;AUTOV. M-30 CALZADA 2 LATERAL PK 8;200;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S023599;12/06/2019;17:55;CALL. CAPRI;7;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S023599;12/06/2019;17:55;CALL. CAPRI;7;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07;
2019S023599;12/06/2019;17:55;CALL. CAPRI;7;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;14;
2019S023599;12/06/2019;17:55;CALL. CAPRI;7;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;14;
2019S023599;12/06/2019;17:55;CALL. CAPRI;7;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;07;
2019S023599;12/06/2019;17:55;CALL. CAPRI;7;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;
2019S023681;12/06/2019;17:45;AVDA. GUADALAJARA / CALL. CAPRI;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S023681;12/06/2019;17:45;AVDA. GUADALAJARA / CALL. CAPRI;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14;
2019S023595;12/06/2019;17:38;CALL. BRAVO MURILLO / CALL. LA CORUÑA;-;TETUÁN;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;01;
2019S023885;12/06/2019;17:30;CALL. MAR NEGRO / CALL. MAR DE LAS ANTILLAS;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S023885;12/06/2019;17:30;CALL. MAR NEGRO / CALL. MAR DE LAS ANTILLAS;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S023614;12/06/2019;17:20;AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Otro;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S023600;12/06/2019;17:15;CALL. SERRANO;38;SALAMANCA;Caída;Despejado;Otros vehículos con motor;Conductor;DE 25 A 29 AÑOS;Hombre;02;
2019S023597;12/06/2019;17:10;CALL. FRANCISCO SILVELA / CALL. MEJICO;-;SALAMANCA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;06;
2019S023597;12/06/2019;17:10;CALL. FRANCISCO SILVELA / CALL. MEJICO;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;
2019S023677;12/06/2019;17:00;CALL. GANDHI;6;CIUDAD LINEAL;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;;
2019S023677;12/06/2019;17:00;CALL. GANDHI;6;CIUDAD LINEAL;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;;
2019S023711;12/06/2019;16:45;PASEO. SAN FRANCISCO DE SALES;3;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;
2019S023711;12/06/2019;16:45;PASEO. SAN FRANCISCO DE SALES;3;CHAMBERÍ;Colisión fronto-lateral;;Furgoneta;Conductor;DESCONOCIDA;;;
2019S023682;12/06/2019;16:40;AUTOVIA A-2 ENTRADA A MADRID PK 3;400;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S023682;12/06/2019;16:40;AUTOVIA A-2 ENTRADA A MADRID PK 3;400;CIUDAD LINEAL;Alcance;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;06;
2019S023682;12/06/2019;16:40;AUTOVIA A-2 ENTRADA A MADRID PK 3;400;CIUDAD LINEAL;Alcance;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Hombre;06;
2019S023682;12/06/2019;16:40;AUTOVIA A-2 ENTRADA A MADRID PK 3;400;CIUDAD LINEAL;Alcance;Despejado;Autobús;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S023678;12/06/2019;16:10;CALL. ANASTASIO AROCA;7;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14;
2019S023678;12/06/2019;16:10;CALL. ANASTASIO AROCA;7;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S023589;12/06/2019;16:10;CALL. ALMURADIEL;240;PUENTE DE VALLECAS;Otro;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S023589;12/06/2019;16:10;CALL. ALMURADIEL;240;PUENTE DE VALLECAS;Otro;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;
2019S023701;12/06/2019;16:00;PASEO. FLORIDA;13;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S023701;12/06/2019;16:00;PASEO. FLORIDA;13;MONCLOA-ARAVACA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;05;
2019S023613;12/06/2019;15:15;AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;;
2019S023613;12/06/2019;15:15;AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S023679;12/06/2019;15:00;AUTOV. M-30 CALZADA 2 PK 11;400;PUENTE DE VALLECAS;Alcance;Despejado;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S023679;12/06/2019;15:00;AUTOV. M-30 CALZADA 2 PK 11;400;PUENTE DE VALLECAS;Alcance;Despejado;Furgoneta;Pasajero;DE 25 A 29 AÑOS;Mujer;14;
2019S023679;12/06/2019;15:00;AUTOV. M-30 CALZADA 2 PK 11;400;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;06;
2019S023679;12/06/2019;15:00;AUTOV. M-30 CALZADA 2 PK 11;400;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14;
2019S023695;12/06/2019;14:50;CALL. MARIA DE MOLINA / PASEO. CASTELLANA;-;SALAMANCA;Colisión lateral;;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;
2019S023695;12/06/2019;14:50;CALL. MARIA DE MOLINA / PASEO. CASTELLANA;-;SALAMANCA;Colisión lateral;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S023705;12/06/2019;14:40;AVDA. CARABANCHEL ALTO;56;CARABANCHEL;Otro;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S023705;12/06/2019;14:40;AVDA. CARABANCHEL ALTO;56;CARABANCHEL;Otro;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;
2019S023709;12/06/2019;14:30;PLAZA. COLON / CALL. GENOVA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S023709;12/06/2019;14:30;PLAZA. COLON / CALL. GENOVA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S023709;12/06/2019;14:30;PLAZA. COLON / CALL. GENOVA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;14;
2019S023584;12/06/2019;14:30;PASEO. GINEBRA / CALL. SUECIA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;
2019S023584;12/06/2019;14:30;PASEO. GINEBRA / CALL. SUECIA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;;
2019S023584;12/06/2019;14:30;PASEO. GINEBRA / CALL. SUECIA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Otros vehículos con motor;Conductor;DE 15 A 17 AÑOS;Hombre;;
2019S023657;12/06/2019;14:00;PASEO. INFANTA ISABEL / AVDA. CIUDAD DE BARCELONA;-;RETIRO;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S023657;12/06/2019;14:00;PASEO. INFANTA ISABEL / AVDA. CIUDAD DE BARCELONA;-;RETIRO;Colisión fronto-lateral;Despejado;Autobús;Pasajero;DESCONOCIDA;Hombre;;
2019S023657;12/06/2019;14:00;PASEO. INFANTA ISABEL / AVDA. CIUDAD DE BARCELONA;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S023583;12/06/2019;13:53;CALL. FEDERICO GRASES;21;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;
2019S023583;12/06/2019;13:53;CALL. FEDERICO GRASES;21;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;;
2019S023582;12/06/2019;13:30;CALL. SAGASTA;8;CENTRO;Alcance;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S023582;12/06/2019;13:30;CALL. SAGASTA;8;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;07;
2019S023633;12/06/2019;13:25;AVDA. LOGROÑO / PLAZA. PAJARONES;-;BARAJAS;Colisión lateral;;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14;
2019S023633;12/06/2019;13:25;AVDA. LOGROÑO / PLAZA. PAJARONES;-;BARAJAS;Colisión lateral;;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;14;
2019S023633;12/06/2019;13:25;AVDA. LOGROÑO / PLAZA. PAJARONES;-;BARAJAS;Colisión lateral;;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;14;
2019S023633;12/06/2019;13:25;AVDA. LOGROÑO / PLAZA. PAJARONES;-;BARAJAS;Colisión lateral;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S023607;12/06/2019;13:20;AUTOV. M-30, CALZADA LATERAL SALIDA 4;-;CIUDAD LINEAL;Alcance;Despejado;Furgoneta;Conductor;DE 65 A 69 AÑOS;Hombre;14;
2019S023607;12/06/2019;13:20;AUTOV. M-30, CALZADA LATERAL SALIDA 4;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S023607;12/06/2019;13:20;AUTOV. M-30, CALZADA LATERAL SALIDA 4;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;14;
2019S023664;12/06/2019;13:20;CALL. BAJA DE LA IGLESIA;22;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S023653;12/06/2019;12:40;CALL. SAN MACARIO;12;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S023653;12/06/2019;12:40;CALL. SAN MACARIO;12;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S023646;12/06/2019;12:30;AVDA. RAFAELA YBARRA;38;USERA;Otro;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S023658;12/06/2019;12:30;CALL. SAN MARCOS / CALL. LIBERTAD;-;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;07;
2019S023658;12/06/2019;12:30;CALL. SAN MARCOS / CALL. LIBERTAD;-;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S023570;12/06/2019;12:30;CALL. ALCALA;614;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S023570;12/06/2019;12:30;CALL. ALCALA;614;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S023577;12/06/2019;12:00;CALL. SINESIO DELGADO;3;TETUÁN;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;01;
2019S023631;12/06/2019;12:00;CALL. EDUARDO BARREIROS / AVDA. POBLADOS;-;USERA;Atropello a persona;Despejado;Otros vehículos con motor;Conductor;DE 25 A 29 AÑOS;Hombre;14;
2019S023631;12/06/2019;12:00;CALL. EDUARDO BARREIROS / AVDA. POBLADOS;-;USERA;Atropello a persona;Despejado;Otros vehículos con motor;Peatón;DE 60 A 64 AÑOS;Mujer;06;
2019S023562;12/06/2019;11:30;CALL. ALFREDO ALEIX;32;CARABANCHEL;Atropello a persona;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14;
2019S023562;12/06/2019;11:30;CALL. ALFREDO ALEIX;32;CARABANCHEL;Atropello a persona;Despejado;Turismo;Peatón;DE 35 A 39 AÑOS;Mujer;06;
2019S023562;12/06/2019;11:30;CALL. ALFREDO ALEIX;32;CARABANCHEL;Atropello a persona;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S023630;12/06/2019;10:55;GTA. JOSE ANTONIO EGIDO PUERTA;0;MORATALAZ;Colisión lateral;Despejado;Camión rígido;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S023630;12/06/2019;10:55;GTA. JOSE ANTONIO EGIDO PUERTA;0;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;;
2019S023560;12/06/2019;10:50;CALL. CANARIAS / CALL. VARA DE REY;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;06;
2019S023560;12/06/2019;10:50;CALL. CANARIAS / CALL. VARA DE REY;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14;
2019S023560;12/06/2019;10:50;CALL. CANARIAS / CALL. VARA DE REY;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Hombre;03;
2019S023666;12/06/2019;10:50;GTA. EMILIO CASTELAR / PASEO. GENERAL MARTINEZ CAMPOS;-;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S023666;12/06/2019;10:50;GTA. EMILIO CASTELAR / PASEO. GENERAL MARTINEZ CAMPOS;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S023640;12/06/2019;10:00;AVDA. CORDOBA;2;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S023568;12/06/2019;9:20;CALL. TRESPADERNE / CALL. SALINAS DE ROSIO;-;BARAJAS;Atropello a persona;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S023568;12/06/2019;9:20;CALL. TRESPADERNE / CALL. SALINAS DE ROSIO;-;BARAJAS;Atropello a persona;Despejado;Turismo;Peatón;DE 25 A 29 AÑOS;Mujer;07;
2019S023651;12/06/2019;9:20;CALL. ALCALDE SAINZ DE BARANDA;34;RETIRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Mujer;06;
2019S023566;12/06/2019;9:10;CALL. INFANTA MERCEDES / CALL. ROSA DE SILVA;-;CENTRO;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S023566;12/06/2019;9:10;CALL. INFANTA MERCEDES / CALL. ROSA DE SILVA;-;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S023564;12/06/2019;8:50;AVDA. AVIACION / PASEO. EXTREMADURA;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14;
2019S023564;12/06/2019;8:50;AVDA. AVIACION / PASEO. EXTREMADURA;-;LATINA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;06;
