ID;TERMS (PT-NPT);RELATIONS;PT;MT
7840;Bohemia Meridional;USE;Región de Bohemia del Sur;7211 regiones de los Estados miembros de la UE
1533;Boletín Oficial;;;3221 documentación
1533;Boletín Oficial del Estado;USE;Boletín Oficial;3221 documentación
493;Boletín Oficial del Parlamento;USE;documento parlamentario;3221 documentación
5020;Bolivia;;;7216 América
5020;Bolivia;;;7231 geografía económica
5020;Bolivia;;;7236 geografía política
5033;Bolsa comercial;USE;Bolsa de mercancías;2006 política comercial
5033;Bolsa de comercio;USE;Bolsa de mercancías;2006 política comercial
5033;Bolsa de mercaderías;USE;Bolsa de mercancías;2006 política comercial
5033;Bolsa de mercancías;;;2006 política comercial
3233;Bolsa de valores;;;2421 libre circulación de capitales
3233;Bolsín;USE;Bolsa de valores;2421 libre circulación de capitales
451912;Bonaire, San Eustaquio y Saba;;;7216 América
451912;Bonaire, San Eustaquio y Saba;;;7241 países y territorios de ultramar
5032;Borgoña;;;7211 regiones de los Estados miembros de la UE
c_f2f1fb47;Borgoña-Franco Condado;;;7211 regiones de los Estados miembros de la UE
5026;Borneo;;;7226 Asia-Oceanía
5469;Bosnia y Herzegovina;;;7206 Europa
5469;Bosnia y Herzegovina;;;7231 geografía económica
5469;Bosnia y Herzegovina;;;7236 geografía política
8505;Botosani;;;7211 regiones de los Estados miembros de la UE
5029;Botsuana;;;7221 África
5029;Botsuana;;;7231 geografía económica
5037;Brabante Septentrional;;;7211 regiones de los Estados miembros de la UE
8528;Braila;;;7211 regiones de los Estados miembros de la UE
5470;Brandeburgo;;;7211 regiones de los Estados miembros de la UE
5040;Brasil;;;7216 América
5040;Brasil;;;7231 geografía económica
5040;Brasil;;;7236 geografía política
c_964c9649;Brasil, Rusia, India, China y Sudáfrica;USE;países BRICS;7231 geografía económica
8500;Brasov;;;7211 regiones de los Estados miembros de la UE
5039;Bremen;;;7211 regiones de los Estados miembros de la UE
5041;Bretaña;;;7211 regiones de los Estados miembros de la UE
1858;Bretton Woods;USE;Acuerdo de Bretton Woods;2406 relaciones monetarias
c_8a6f744c;Brexit;USE;retirada de la UE;1016 construcción europea
5049;Brunéi;;;7226 Asia-Oceanía
5049;Brunéi;;;7231 geografía económica
3039;Bruselas;USE;región de Bruselas-Capital;7211 regiones de los Estados miembros de la UE
8490;Bucarest - Ilfov;;;7211 regiones de los Estados miembros de la UE
5063;Bulgaria;;;7206 Europa
5063;Bulgaria;;;7231 geografía económica
5063;Bulgaria;;;7236 geografía política
5378;Bundesrat;USE;cámara federal;0421 Parlamento
6196;Burgenland;;;7211 regiones de los Estados miembros de la UE
1236;Burkina Faso;;;7221 África
1236;Burkina Faso;;;7231 geografía económica
5072;Burundi;;;7221 África
5072;Burundi;;;7231 geografía económica
6148;BusinessEurope;;;7611 organizaciones europeas
6148;BusinessEurope;;;7626 organizaciones no gubernamentales
8529;Buzau;;;7211 regiones de los Estados miembros de la UE
4839;Bélgica;;;7206 Europa
4839;Bélgica;;;7231 geografía económica
4839;Bélgica;;;7236 geografía política
434966;CA;USE;derechos de emisión;5206 política del medio ambiente
435061;CAC;USE;captura y almacenamiento de carbono;6411 tecnología y reglamentación técnica
3729;CAD;USE;Comité de Ayuda al Desarrollo;7621 organizaciones mundiales
5478;CAEA;USE;Consejo de Asociación Euroatlántico;7621 organizaciones mundiales
5086;CAEM;USE;Comecon;7621 organizaciones mundiales
450953;CAJDH;USE;Corte Africana de Justicia y Derechos Humanos;7616 organizaciones extraeuropeas
5086;CAME;USE;Comecon;7621 organizaciones mundiales
5107;CAO;USE;Comunidad del África Oriental;7616 organizaciones extraeuropeas
464;CAP;USE;centro médico;2841 sanidad
6129;CCA;USE;Organización Mundial de Aduanas;7621 organizaciones mundiales
5478;CCAN;USE;Consejo de Asociación Euroatlántico;7621 organizaciones mundiales
4038;CCE;USE;Comisión Europea;1006 instituciones de la Unión Europea y función pública europea
5530;CCG;USE;Consejo de Cooperación del Golfo;7616 organizaciones extraeuropeas
5278;CCI;USE;Centro de Comercio Internacional UNCTAD/OMC;7606 Naciones Unidas
5354;CCI;USE;Centro Común de Investigación;1006 instituciones de la Unión Europea y función pública europea
5278;CCI UNCTAD/OMC;USE;Centro de Comercio Internacional UNCTAD/OMC;7606 Naciones Unidas
304;CCIPB;USE;Comité de Investigación Científica y Técnica;6416 investigación y propiedad intelectual
3871;CD;USE;disco;3226 comunicación
3872;CD-ROM;USE;soporte óptico;3226 comunicación
8399;CDAA;USE;Comunidad para el Desarrollo del África Austral;7616 organizaciones extraeuropeas
3725;CDAP;USE;Centro de Desarrollo para Asia y el Pacífico;7616 organizaciones extraeuropeas
118;CDCC;USE;Consejo de Cooperación Cultural;7611 organizaciones europeas
118;CDCULT;USE;Consejo de Cooperación Cultural;7611 organizaciones europeas
5282;CDE;USE;Centro para el Desarrollo de la Empresa;7626 organizaciones no gubernamentales
118;CDED;USE;Consejo de Cooperación Cultural;7611 organizaciones europeas
118;CDESR;USE;Consejo de Cooperación Cultural;7611 organizaciones europeas
5282;CDI;USE;Centro para el Desarrollo de la Empresa;7626 organizaciones no gubernamentales
118;CDPAT;USE;Consejo de Cooperación Cultural;7611 organizaciones europeas
5508;CDR;USE;Comité Europeo de las Regiones;1006 instituciones de la Unión Europea y función pública europea
6072;CDT;USE;Centro de Traducción de los Órganos de la Unión Europea;1006 instituciones de la Unión Europea y función pública europea
6004;CDU;USE;clasificación;3221 documentación
26;CE;USE;Comunidades Europeas;1016 construcción europea
5284;CEAC;USE;Conferencia Europea de Aviación Civil;7611 organizaciones europeas
3722;CEAO;USE;Unión Económica y Monetaria del África Occidental;7616 organizaciones extraeuropeas
5327;CECA;;;1016 construcción europea
5326;CEDH;USE;Convención Europea de Derechos Humanos;0806 política internacional
5343;CEE;USE;Comunidad Europea;1016 construcción europea
8386;CEE;USE;comisión regional ONU;7606 Naciones Unidas
5344;CEEA;;;1016 construcción europea
6159;CEEAC;USE;Comunidad Económica de los Estados de África Central;7616 organizaciones extraeuropeas
4698;CEEFAX;USE;teletexto;3226 comunicación
2359;CEEI;USE;pequeña y mediana empresa;4011 tipos de empresa
6207;CEEP;USE;Centro Europeo de la Empresa Pública;7611 organizaciones europeas
c_2d0e694e;CEF;USE;Comité Económico y Financiero;2411 economía monetaria
5479;CEI;USE;Comunidad de Estados Independientes;7621 organizaciones mundiales
8395;CEIDP;USE;Centro Europeo de Investigación y Documentación Parlamentaria;7611 organizaciones europeas
4586;CEMAC;USE;Comunidad Económica y Monetaria de África Central;7616 organizaciones extraeuropeas
8396;CEMB;USE;Consejo de Estados del Mar Báltico;7611 organizaciones europeas
5347;CEMT;USE;Conferencia Europea de Ministros de Transportes;7621 organizaciones mundiales
6093;CEN;USE;Comité Europeo de Normalización;7611 organizaciones europeas
8398;CEN-SAD;USE;Comunidad de Estados Sahelosaharianos;7616 organizaciones extraeuropeas
2279;CEOE;USE;organización patronal;4426 relaciones laborales y Derecho del trabajo
8386;CEPA;USE;comisión regional ONU;7606 Naciones Unidas
8386;CEPAL;USE;comisión regional ONU;7606 Naciones Unidas
8386;CEPE;USE;comisión regional ONU;7606 Naciones Unidas
7986;CEPOL;;;1016 construcción europea
5248;CEPT;;;7611 organizaciones europeas
434909;CER;USE;mecanismo para un desarrollo limpio;5206 política del medio ambiente
5365;CERN;;;7611 organizaciones europeas
6054;CES;USE;Comité Económico y Social Europeo;1006 instituciones de la Unión Europea y función pública europea
5370;CES (confederación sindical);USE;Confederación Europea de Sindicatos;7611 organizaciones europeas
5370;CES (confederación sindical);USE;Confederación Europea de Sindicatos;7626 organizaciones no gubernamentales
6054;CESE;USE;Comité Económico y Social Europeo;1006 instituciones de la Unión Europea y función pública europea
5798;CFC;USE;contaminante estratosférico;5216 deterioro del medio ambiente
4149;CFI;USE;Corporación Financiera Internacional;7606 Naciones Unidas
8378;CIADI;USE;Centro Internacional de Arreglo de Diferencias relativas a Inversiones;7606 Naciones Unidas
312;CICR;USE;Cruz Roja;7626 organizaciones no gubernamentales
5524;CIG;USE;Conferencia Intergubernamental (UE);1011 Derecho de la Unión Europea
450983;CIIGB;USE;Centro Internacional de Ingeniería Genética y Biotecnología;7606 Naciones Unidas
258;CIJ;USE;Corte Internacional de Justicia;7606 Naciones Unidas
5991;CIM;USE;Organización Internacional para las Migraciones;7621 organizaciones mundiales
5991;CIME;USE;Organización Internacional para las Migraciones;7621 organizaciones mundiales
8488;CINR;USE;Unión Europea de la Navegación Fluvial;7611 organizaciones europeas
8404;CIOSL;USE;Confederación Sindical Internacional;7626 organizaciones no gubernamentales
2026;CIPAN;USE;Organización de Pesquerías del Atlántico Noroeste;7621 organizaciones mundiales
5526;CIT;USE;Conferencia Internacional del Trabajo;7606 Naciones Unidas
193;CIV;USE;Convención CIV;4816 transporte terrestre
2791;CMA;USE;Programa Mundial de Alimentos;7606 Naciones Unidas
434056;CMNUCC;USE;Convención Marco de las Naciones Unidas sobre el Cambio Climático;5206 política del medio ambiente
125;CMRE;USE;Consejo de Municipios y Regiones de Europa;7626 organizaciones no gubernamentales
8404;CMT;USE;Confederación Sindical Internacional;7626 organizaciones no gubernamentales
8475;CMUE;USE;Comité Militar de la UE;1016 construcción europea
5250;CNUAH;USE;ONU-Hábitat;7606 Naciones Unidas
4594;CNUDR;USE;Centro de las Naciones Unidas para el Desarrollo Regional;7606 Naciones Unidas
6083;CNUMAD;USE;Conferencia de las Naciones Unidas sobre el Medio Ambiente y el Desarrollo;7606 Naciones Unidas
5650;CO2;USE;gas con efecto invernadero;5216 deterioro del medio ambiente
5495;COCOM;USE;Acuerdo de Wassenaar;7621 organizaciones mundiales
1087;COM;USE;Colectividad de ultramar francesa;7241 países y territorios de ultramar
5558;COSAC;;;0421 Parlamento
5236;COST;;;6416 investigación y propiedad intelectual
c_814bb9e4;COVID-19;USE;enfermedad por coronavirus;2841 sanidad
c_2e08d60f;CPCC;USE;misión civil de la UE;1016 construcción europea
7193;CPI;USE;Corte Penal Internacional;7621 organizaciones mundiales
7346;CPLRE;USE;Congreso de Poderes Locales y Regionales de Europa;7611 organizaciones europeas
8478;CPS;USE;Comité Político y de Seguridad;1016 construcción europea
304;CREST;USE;Comité de Investigación Científica y Técnica;6416 investigación y propiedad intelectual
3514;CSCE;USE;OSCE;7621 organizaciones mundiales
8404;CSI;USE;Confederación Sindical Internacional;7626 organizaciones no gubernamentales
7954;CSUE;USE;Centro de Satélites de la Unión Europea;1016 construcción europea
8370;CUEA;USE;Consejo de la Unidad Económica Árabe;7616 organizaciones extraeuropeas
1876;Cabinda;USE;Angola;7221 África
1876;Cabinda;USE;Angola;7231 geografía económica
5108;Cabo Verde;;;7221 África
5108;Cabo Verde;;;7231 geografía económica
5091;Calabria;;;7211 regiones de los Estados miembros de la UE
8522;Calarasi;;;7211 regiones de los Estados miembros de la UE
c_42832883;Cambio de moneda (efectivo);USE;introducción del efectivo en otra moneda;2406 relaciones monetarias
1555;Camboya;;;7226 Asia-Oceanía
1555;Camboya;;;7231 geografía económica
5095;Camerún;;;7221 África
5095;Camerún;;;7231 geografía económica
5098;Campania;;;7211 regiones de los Estados miembros de la UE
5100;Canadá;;;7216 América
5100;Canadá;;;7231 geografía económica
5100;Canadá;;;7236 geografía política
5101;Canal de Panamá;;;4821 transporte marítimo y fluvial
5103;Canal de Suez;;;4821 transporte marítimo y fluvial
1776;Canal de la Mancha;;;5211 medio natural
3385;Cantabria;;;7211 regiones de los Estados miembros de la UE
c_2e08d60f;Capacidad Civil de Planificación y Ejecución;USE;misión civil de la UE;1016 construcción europea
8518;Caras-Severin;;;7211 regiones de los Estados miembros de la UE
6338;Caribank;USE;Banco de Desarrollo del Caribe;7616 organizaciones extraeuropeas
5259;Caribe;;;7216 América
5264;Caricom;;;7616 organizaciones extraeuropeas
c_acf7832d;Cariforum;;;7616 organizaciones extraeuropeas
5264;Carifta;USE;Caricom;7616 organizaciones extraeuropeas
6197;Carintia;;;7211 regiones de los Estados miembros de la UE
1292;Carolinas;USE;Islas Carolinas;7226 Asia-Oceanía
6077;Carta Africana de los Derechos Humanos y de los Pueblos;;;1236 derechos y libertades
3654;Carta Eureka;USE;Eureka;6416 investigación y propiedad intelectual
5325;Carta Europea contra el Dopaje en el Deporte;USE;dopaje;2826 vida social
6079;Carta Europea de la Energía;;;6606 política energética
6286;Carta Europea de los Derechos Fundamentales;USE;Carta de los Derechos Fundamentales de la Unión Europea;1016 construcción europea
5484;Carta Social;USE;Carta comunitaria de los derechos sociales fundamentales de los trabajadores;2826 vida social
5395;Carta Social Europea;;;2826 vida social
5484;Carta comunitaria de los derechos sociales fundamentales de los trabajadores;;;2826 vida social
3902;Carta de Derechos Humanos;;;1236 derechos y libertades
5393;Carta de La Habana;;;2021 comercio internacional
5394;Carta de las Naciones Unidas;;;0806 política internacional
6286;Carta de los Derechos Fundamentales de la Unión Europea;;;1016 construcción europea
5484;Carta de los derechos fundamentales de los trabajadores de la Unión Europea;USE;Carta comunitaria de los derechos sociales fundamentales de los trabajadores;2826 vida social
5485;Carta europea;;;0806 política internacional
5486;Carta internacional;;;0806 política internacional
3382;Castilla y León;;;7211 regiones de los Estados miembros de la UE
3384;Castilla-La Mancha;;;7211 regiones de los Estados miembros de la UE
5273;Cataluña;;;7211 regiones de los Estados miembros de la UE
5341;Cedeao;USE;Comunidad Económica de los Estados de África Occidental;7616 organizaciones extraeuropeas
5342;Cedefop;;;1006 instituciones de la Unión Europea y función pública europea
4246;Ceilán;USE;Sri Lanka;7226 Asia-Oceanía
4246;Ceilán;USE;Sri Lanka;7231 geografía económica
6094;Cenelec;;;7611 organizaciones europeas
5352;Centro (Francia);USE;Centro-Valle del Loira;7211 regiones de los Estados miembros de la UE
8491;Centro (Rumanía);;;7211 regiones de los Estados miembros de la UE
5354;Centro Común de Investigación;;;1006 instituciones de la Unión Europea y función pública europea
6207;Centro Europeo de Empresas Públicas y de Empresas de Interés Económico General;USE;Centro Europeo de la Empresa Pública;7611 organizaciones europeas
6207;Centro Europeo de Empresas con Participación Pública;USE;Centro Europeo de la Empresa Pública;7611 organizaciones europeas
2359;Centro Europeo de Empresas e Innovación;USE;pequeña y mediana empresa;4011 tipos de empresa
