node_name_voltage,pss_number,substation_code,electrical_system,autonomous_community,possible_connection_transport,possible_connection_distribution,possible_connection_overall,wscr_nodal_capacity_mw,wscr_nodal_margin_mw,wscr_limiting_criterion,static_generation_nodal_capacity_mw,static_generation_zone,static_generation_nodal_margin_mw,static_generation_zonal_margin_mw,static_generation_limiting_scope,static_storage_nodal_capacity_mw,static_storage_zone,static_storage_nodal_margin_mw,static_storage_zonal_margin_mw,static_storage_limiting_scope
FONTEFRIA 400,11028,50731,SEPE,Galicia,NO,NO,NO,752,752,WSCR_Nudo,2319,E119_SEPE,2319,2490,Est_Gen_Nudo,2739,E119_SEPE,2739,2769,Est_Alm_Nudo
FONTEFRIA 220,21059,50731,SEPE,Galicia,SI,NO,SI,705,667,WSCR_Nudo,1037,"E119_SEPE, E328_SEPE",999,618,Est_Gen_Zona,1342,"E119_SEPE, E328_SEPE",1304,788,Est_Alm_Zona
FORADADA 220,23062,52068,SEPE,Aragón,NO,NO,NO,383,383,WSCR_Nudo,1286,E271_SEPE,1286,1046,Est_Gen_Zona,1315,E271_SEPE,1315,1046,Est_Alm_Zona
FORMENTERA 132,29600,50226,SEB,Islas Baleares,NO,NO,NO,3,3,WSCR_Nudo,106,"E23_SEB, E28_SEB",106,106,Est_Gen_Zona,106,"E23_SEB, E28_SEB",106,107,Est_Alm_Nudo
FORMENTERA 30,9600,50226,SEB,Islas Baleares,NO,SI,SI,2,2,WSCR_Nudo,71,"E23_SEB, E28_SEB",71,106,Est_Gen_Nudo,72,"E23_SEB, E28_SEB",72,107,Est_Alm_Nudo
FORTUNA 220,24080,50227,SEPE,Comunidad de Madrid,SI,SI,SI,821,421,WSCR_Nudo,481,N/A,81,N/A,Est_Gen_Nudo,531,N/A,131,N/A,Est_Alm_Nudo
FRANCOLI 220,23116,52041,SEPE,Cataluña,NO,NO,NO,203,203,WSCR_Nudo,109,E347_SEPE,109,109,Est_Gen_Nudo/Est_Gen_Zona,999,E347_SEPE,999,999,Est_Alm_Nudo
FRANQUESES 220,23101,50228,SEPE,Cataluña,NO,SI,SI,473,382,WSCR_Nudo,548,E206_SEPE,482,1002,Est_Gen_Nudo,613,E206_SEPE,482,1216,Est_Alm_Nudo
FRIEIRA 220,21053,50229,SEPE,Galicia,SI,SI,SI,397,397,WSCR_Nudo,628,E280_SEPE,195,27,Est_Gen_Zona,685,E280_SEPE,241,27,Est_Alm_Zona
FUENCALIENTE 66,39480,51451,SEC,Canarias,SI,NO,SI,16,16,WSCR_Nudo,32,N/A,32,N/A,Est_Gen_Nudo,32,N/A,32,N/A,Est_Alm_Nudo
FUENCARRAL 400,14052,50230,SEPE,Comunidad de Madrid,SI,SI,SI,1459,1159,WSCR_Nudo,1548,E122_SEPE,1248,1457,Est_Gen_Nudo,1794,E122_SEPE,1494,1856,Est_Alm_Nudo
FUENCARRAL 220,24085,50230,SEPE,Comunidad de Madrid,SI,SI,SI,427,0,WSCR_Nudo,1665,"E122_SEPE, E276_SEPE, E45_SEPE",1221,1221,Est_Gen_Nudo,1813,"E122_SEPE, E276_SEPE, E45_SEPE",1370,1370,Est_Alm_Nudo
FUENDETODOS 400,13024,50231,SEPE,Aragón,SI,NO,SI,1332,652,WSCR_Nudo,3133,E64_SEPE,2453,2591,Est_Gen_Nudo,3701,E64_SEPE,3020,3321,Est_Alm_Nudo
FUENDETODOS 220,23103,50231,SEPE,Aragón,SI,SI,SI,714,88,WSCR_Nudo,1210,E64_SEPE,576,2591,Est_Gen_Nudo,1772,E64_SEPE,1139,3321,Est_Alm_Nudo
FUENLABRADA 220,24086,50232,SEPE,Comunidad de Madrid,SI,SI,SI,717,692,WSCR_Nudo,372,N/A,326,N/A,Est_Gen_Nudo,498,N/A,427,N/A,Est_Alm_Nudo
FUENTE DE CANTOS 400,15060,52076,SEPE,Extremadura,SI,NO,SI,763,763,WSCR_Nudo,3485,N/A,3485,N/A,Est_Gen_Nudo,3485,N/A,3485,N/A,Est_Alm_Nudo
FUENTE DEL MAESTRE 400,15065,52075,SEPE,Extremadura,SI,NO,SI,816,816,WSCR_Nudo,3023,E327_SEPE,3023,3600,Est_Gen_Nudo,3163,E327_SEPE,3163,4807,Est_Alm_Nudo
FUENTE HITO 220,24129,51255,SEPE,Comunidad de Madrid,NO,SI,SI,384,384,WSCR_Nudo,756,N/A,756,N/A,Est_Gen_Nudo,781,N/A,781,N/A,Est_Alm_Nudo
FUENTE SAN LUIS 220,24075,50233,SEPE,Comunidad Valenciana,NO,SI,SI,251,246,WSCR_Nudo,1109,E340_SEPE,871,1131,Est_Gen_Nudo,1193,E340_SEPE,871,1223,Est_Alm_Nudo
FUENTEBUREBA 400,12031,51372,SEPE,Castilla y León,SI,NO,SI,523,422,WSCR_Nudo,1349,E283_SEPE,1248,1192,Est_Gen_Zona,1402,E283_SEPE,1301,1969,Est_Alm_Nudo
FUENTES DE LA ALCARRIA 400,14053,50234,SEPE,Castilla-La Mancha,SI,SI,SI,731,6,WSCR_Nudo,2367,E353_SEPE,1523,1155,Est_Gen_Zona,2450,E353_SEPE,1606,1819,Est_Alm_Nudo
GABIAS 220,25073,50235,SEPE,Andalucía,SI,SI,SI,422,228,WSCR_Nudo,548,N/A,259,N/A,Est_Gen_Nudo,603,N/A,314,N/A,Est_Alm_Nudo
GALAPAGAR 400,14063,50236,SEPE,Comunidad de Madrid,NO,NO,NO,1236,1236,WSCR_Nudo,1106,E123_SEPE,1106,1056,Est_Gen_Zona,1282,E123_SEPE,1282,1232,Est_Alm_Zona
GALAPAGAR 220,24093,50236,SEPE,Comunidad de Madrid,SI,SI,SI,512,462,WSCR_Nudo,640,E123_SEPE,590,1056,Est_Gen_Nudo,728,E123_SEPE,678,1232,Est_Alm_Nudo
GAMARRA 220,22055,50237,SEPE,País Vasco,NO,SI,SI,258,255,WSCR_Nudo,627,E335_SEPE,566,899,Est_Gen_Nudo,632,E335_SEPE,570,1046,Est_Alm_Nudo
GANDIA 220,24094,50238,SEPE,Comunidad Valenciana,NO,SI,SI,180,178,WSCR_Nudo,662,N/A,658,N/A,Est_Gen_Nudo,729,N/A,724,N/A,Est_Alm_Nudo
GAROÑA 220,22060,50239,SEPE,Castilla y León,SI,NO,SI,1021,1021,WSCR_Nudo,1044,E74_SEPE,1044,1631,Est_Gen_Nudo,1143,E74_SEPE,1143,1995,Est_Alm_Nudo
GARRAF 400,13037,50240,SEPE,Cataluña,SI,SI,SI,737,712,WSCR_Nudo,1443,N/A,1380,N/A,Est_Gen_Nudo,1746,N/A,1648,N/A,Est_Alm_Nudo
GATICA 400,12025,50241,SEPE,País Vasco,SI,SI,SI,910,910,WSCR_Nudo,1671,E143_SEPE,1658,1609,Est_Gen_Zona,1973,E143_SEPE,1960,1895,Est_Alm_Zona
GATICA 220,22065,50241,SEPE,País Vasco,SI,SI,SI,508,498,WSCR_Nudo,1035,E143_SEPE,969,1609,Est_Gen_Nudo,1120,E143_SEPE,1054,1895,Est_Alm_Nudo
GAUSSA 400,14114,50242,SEPE,Comunidad Valenciana,SI,NO,SI,452,452,WSCR_Nudo,1806,N/A,1806,N/A,Est_Gen_Nudo,2514,N/A,2514,N/A,Est_Alm_Nudo
GAVARROT 220,23361,50243,SEPE,Cataluña,NO,NO,NO,732,732,WSCR_Nudo,684,N/A,684,N/A,Est_Gen_Nudo,879,N/A,879,N/A,Est_Alm_Nudo
GAZULES 220,25129,50244,SEPE,Andalucía,SI,NO,SI,379,30,WSCR_Nudo,944,E298_SEPE,595,-514,Est_Gen_Zona,1050,E298_SEPE,701,-480,Est_Alm_Zona
GENETO 66,39275,50245,SEC,Canarias,NO,SI,SI,96,82,WSCR_Nudo,187,N/A,179,N/A,Est_Gen_Nudo,194,N/A,179,N/A,Est_Alm_Nudo
GETAFE 220,24095,50246,SEPE,Comunidad de Madrid,NO,SI,SI,637,628,WSCR_Nudo,174,N/A,56,N/A,Est_Gen_Nudo,216,N/A,65,N/A,Est_Alm_Nudo
GODELLETA 400,14049,50732,SEPE,Comunidad Valenciana,SI,NO,SI,1254,1166,WSCR_Nudo,1518,E106_SEPE,1430,1430,Est_Gen_Nudo/Est_Gen_Zona,1796,E106_SEPE,1709,1709,Est_Alm_Nudo/Est_Alm_Zona
GODELLETA 220,24099,50732,SEPE,Comunidad Valenciana,SI,NO,SI,627,627,WSCR_Nudo,816,E106_SEPE,816,1430,Est_Gen_Nudo,967,E106_SEPE,967,1709,Est_Alm_Nudo
GRADO 220,23105,50247,SEPE,Aragón,SI,NO,SI,395,143,WSCR_Nudo,276,E200_SEPE,0,203,Est_Gen_Nudo,336,E200_SEPE,60,209,Est_Alm_Nudo
GRAMANET 220,23104,50248,SEPE,Cataluña,NO,SI,SI,273,273,WSCR_Zona,811,E154_SEPE_Bin,759,759,Est_Gen_Nudo/Est_Gen_Zona,927,E154_SEPE_Bin,870,870,Est_Alm_Nudo/Est_Alm_Zona
GRAMANET (GRAMANET B) 220,63104,50248,SEPE,Cataluña,NO,NO,NO,122,122,WSCR_Nudo,537,E154_SEPE_Bin,537,759,Est_Gen_Nudo,590,E154_SEPE_Bin,590,870,Est_Alm_Nudo
GRAN TARAJAL 132,29385,50249,SEC,Canarias,SI,NO,SI,26,3,WSCR_Nudo,210,E22_SEC,188,162,Est_Gen_Zona,212,E22_SEC,189,164,Est_Alm_Zona
GRAN TARAJAL 66,39385,50249,SEC,Canarias,NO,SI,SI,12,7,WSCR_Nudo,98,E22_SEC,72,162,Est_Gen_Nudo,98,E22_SEC,72,164,Est_Alm_Nudo
GRANADILLA 220,29280,50250,SEC,Canarias,SI,NO,SI,0,0,WSCR_Nudo/WSCR_Zona,416,"E14_SEC, E32_SEC_BIN",-71,6,Est_Gen_Nudo,315,"E14_SEC, E32_SEC_BIN",-71,76,Est_Alm_Nudo
GRANADILLA 66,39280,50250,SEC,Canarias,SI,NO,SI,44,33,WSCR_Nudo,244,"E14_SEC, E19_SEC",233,6,Est_Gen_Zona,249,"E14_SEC, E19_SEC",238,76,Est_Alm_Zona
GRANADILLA (GRANADILLA B) 220,69280,52093,SEC,Canarias,SI,NO,SI,0,0,WSCR_Nudo/WSCR_Zona,403,E32_SEC_BIN,403,375,Est_Gen_Zona,404,E32_SEC_BIN,404,375,Est_Alm_Zona
GRIJOTA 400,12030,50251,SEPE,Castilla y León,SI,NO,SI,1324,198,WSCR_Nudo,3805,N/A,2678,N/A,Est_Gen_Nudo,4401,N/A,3274,N/A,Est_Alm_Nudo
GUADAIRA 220,25079,51246,SEPE,Andalucía,NO,SI,SI,458,458,WSCR_Nudo,535,N/A,535,N/A,Est_Gen_Nudo,614,N/A,614,N/A,Est_Alm_Nudo
GUADAME 400,15010,50252,SEPE,Andalucía,SI,NO,SI,1366,875,WSCR_Nudo,3643,"E315_SEPE, E53_SEPE",3152,2713,Est_Gen_Zona,4073,"E315_SEPE, E53_SEPE",3582,3170,Est_Alm_Zona
GUADAME 220,25080,50252,SEPE,Andalucía,SI,NO,SI,915,503,WSCR_Nudo,1903,E53_SEPE,1491,3045,Est_Gen_Nudo,2069,E53_SEPE,1657,3170,Est_Alm_Nudo
GUADIANA 400,15044,51291,SEPE,Extremadura,NO,NO,NO,11,11,WSCR_Nudo,3043,"E269_SEPE, E327_SEPE",3043,2399,Est_Gen_Zona,3067,"E269_SEPE, E327_SEPE",3067,2549,Est_Alm_Zona
GUAJARA 66,39300,50253,SEC,Canarias,NO,SI,SI,107,65,WSCR_Nudo,213,N/A,175,N/A,Est_Gen_Nudo,217,N/A,175,N/A,Est_Alm_Nudo
GUARDO 220,21225,50255,SEPE,Castilla y León,SI,SI,SI,484,416,WSCR_Nudo,760,N/A,557,N/A,Est_Gen_Nudo,782,N/A,579,N/A,Est_Alm_Nudo
GUEÑES 400,12035,50256,SEPE,País Vasco,NO,NO,NO,1112,1112,WSCR_Nudo,3665,E144_SEPE,3665,3785,Est_Gen_Nudo,4323,E144_SEPE,4323,4323,Est_Alm_Nudo/Est_Alm_Zona
GUEÑES 220,22070,50256,SEPE,País Vasco,NO,NO,NO,712,712,WSCR_Nudo,2823,"E144_SEPE, E9_SEPE",2823,2787,Est_Gen_Zona,2861,"E144_SEPE, E9_SEPE",2861,3131,Est_Alm_Nudo
GUIA 66,39065,50257,SEC,Canarias,SI,SI,SI,39,20,WSCR_Nudo,58,N/A,29,N/A,Est_Gen_Nudo,60,N/A,29,N/A,Est_Alm_Nudo
GUIA DE ISORA 66,39305,50258,SEC,Canarias,SI,SI,SI,54,0,WSCR_Nudo,152,E18_SEC,96,168,Est_Gen_Nudo,155,E18_SEC,96,168,Est_Alm_Nudo
GUILLENA 400,15015,50259,SEPE,Andalucía,SI,NO,SI,1552,1033,WSCR_Nudo,1121,"E59_SEPE, E60_SEPE",601,601,Est_Gen_Nudo/Est_Gen_Zona,1524,"E59_SEPE, E60_SEPE",1005,851,Est_Alm_Zona
GUILLENA 220,25085,50259,SEPE,Andalucía,SI,SI,SI,484,246,WSCR_Nudo,1558,"E148_SEPE_Bin, E60_SEPE",940,851,Est_Gen_Zona,1668,"E148_SEPE_Bin, E60_SEPE",940,851,Est_Alm_Zona
GUILLENA (GUILLENA B) 220,65085,50259,SEPE,Andalucía,NO,NO,NO,603,603,WSCR_Zona,623,"E148_SEPE_Bin, E297_SEPE, E59_SEPE",623,227,Est_Gen_Zona,740,"E148_SEPE_Bin, E297_SEPE, E59_SEPE",740,300,Est_Alm_Zona
GUINCHOS 66,39485,50260,SEC,Canarias,SI,SI,SI,5,0,WSCR_Nudo,32,N/A,-32,N/A,Est_Gen_Nudo,32,N/A,-32,N/A,Est_Alm_Nudo
GUIXERES 220,23106,50261,SEPE,Cataluña,NO,SI,SI,690,615,WSCR_Nudo,525,N/A,470,N/A,Est_Gen_Nudo,545,N/A,470,N/A,Est_Alm_Nudo
GURREA 220,23107,50262,SEPE,Aragón,SI,NO,SI,450,15,WSCR_Nudo,867,E333_SEPE,432,-171,Est_Gen_Zona,1123,E333_SEPE,687,-145,Est_Alm_Zona
HARÍA 66,39390,52091,SEC,Canarias,NO,NO,NO,52,52,WSCR_Nudo,98,N/A,98,N/A,Est_Gen_Nudo,98,N/A,98,N/A,Est_Alm_Nudo
HARO 220,22072,50263,SEPE,La Rioja,SI,SI,SI,410,129,WSCR_Nudo,359,E194_SEPE,78,838,Est_Gen_Nudo,574,E194_SEPE,293,1083,Est_Alm_Nudo
HERNANI 400,12040,50264,SEPE,País Vasco,NO,SI,SI,866,866,WSCR_Nudo,1216,E141_SEPE,1012,982,Est_Gen_Zona,1620,E141_SEPE,1416,1386,Est_Alm_Zona
HERNANI 220,22075,50264,SEPE,País Vasco,NO,SI,SI,504,504,WSCR_Nudo,1203,E141_SEPE,1172,982,Est_Gen_Zona,1603,E141_SEPE,1572,1386,Est_Alm_Zona
HERRERA 400,12045,50265,SEPE,Castilla y León,SI,NO,SI,998,-114,WSCR_Nudo,3688,E337_SEPE,2576,2163,Est_Gen_Zona,4603,E337_SEPE,3491,2934,Est_Alm_Zona
HERRERA 220,22080,50265,SEPE,Castilla y León,NO,NO,NO,195,195,WSCR_Nudo,356,N/A,356,N/A,Est_Gen_Nudo,401,N/A,401,N/A,Est_Alm_Nudo
HIJAR 220,23109,50266,SEPE,Aragón,NO,SI,SI,430,348,WSCR_Nudo,148,E202_SEPE,-117,-80,Est_Gen_Nudo/Est_Gen_Zona,314,E202_SEPE,50,733,Est_Alm_Nudo
HINOJOSA 400,12050,50267,SEPE,Castilla y León,SI,NO,SI,864,864,WSCR_Nudo,1183,E284_SEPE,898,1676,Est_Gen_Nudo,1702,E284_SEPE,1417,2661,Est_Alm_Nudo
HORNILLO 220,24103,50268,SEPE,Comunidad de Madrid,NO,NO,NO,749,749,WSCR_Nudo,381,E214_SEPE,381,385,Est_Gen_Nudo,548,E214_SEPE,548,806,Est_Alm_Nudo
HORTALEZA 220,24105,50269,SEPE,Comunidad de Madrid,NO,SI,SI,933,933,WSCR_Nudo,1166,N/A,1166,N/A,Est_Gen_Nudo,1166,N/A,1166,N/A,Est_Alm_Nudo
HOSPITALET 220,23110,50270,SEPE,Cataluña,NO,SI,SI,759,679,WSCR_Nudo,1152,N/A,1117,N/A,Est_Gen_Nudo,1198,N/A,1117,N/A,Est_Alm_Nudo
HOYA MORENA 220,24188,50271,SEPE,Región de Murcia,NO,SI,SI,253,169,WSCR_Nudo,863,E188_SEPE,747,834,Est_Gen_Nudo,908,E188_SEPE,792,1000,Est_Alm_Nudo
HUELVES 220,24110,50272,SEPE,Castilla-La Mancha,NO,SI,SI,192,130,WSCR_Nudo,205,E197_SEPE,50,441,Est_Gen_Nudo,301,E197_SEPE,146,1158,Est_Alm_Nudo
HUENEJA 400,15016,50273,SEPE,Andalucía,SI,NO,SI,576,-49,WSCR_Nudo,2360,N/A,1585,N/A,Est_Gen_Nudo,2582,N/A,1807,N/A,Est_Alm_Nudo
IBIZA 132,29610,50274,SEB,Islas Baleares,SI,SI,SI,0,0,WSCR_Nudo,234,E28_SEB,234,223,Est_Gen_Zona,252,E28_SEB,252,234,Est_Alm_Zona
IBIZA 66,39625,50274,SEB,Islas Baleares,SI,NO,SI,3,3,WSCR_Nudo,234,E28_SEB,234,223,Est_Gen_Zona,242,E28_SEB,242,234,Est_Alm_Zona
IBIZA 23 66,39610,50275,SEB,Islas Baleares,SI,NO,SI,3,3,WSCR_Nudo,187,E28_SEB,187,223,Est_Gen_Nudo,188,E28_SEB,188,234,Est_Alm_Nudo
ICOD DE LOS VINOS 66,39310,50276,SEC,Canarias,NO,SI,SI,37,18,WSCR_Nudo,130,E20_SEC,111,234,Est_Gen_Nudo,131,E20_SEC,111,234,Est_Alm_Nudo
ILLORA 220,25086,50277,SEPE,Andalucía,SI,SI,SI,576,289,WSCR_Nudo,906,N/A,617,N/A,Est_Gen_Nudo,1021,N/A,732,N/A,Est_Alm_Nudo
INCA 66,39785,50278,SEB,Islas Baleares,SI,SI,SI,159,39,WSCR_Nudo,145,N/A,35,N/A,Est_Gen_Nudo,167,N/A,35,N/A,Est_Alm_Nudo
INGENIO 220,24115,50279,SEPE,Comunidad Valenciana,NO,SI,SI,324,293,WSCR_Nudo,535,"E101_SEPE, E34_SEPE",401,-1218,Est_Gen_Zona,568,"E101_SEPE, E34_SEPE",423,-1063,Est_Alm_Zona
IRUN 220,22088,50280,SEPE,País Vasco,NO,SI,SI,186,186,WSCR_Nudo,457,E10_SEPE,328,841,Est_Gen_Nudo,468,E10_SEPE,328,942,Est_Alm_Nudo
ISONA 400,13007,50735,SEPE,Cataluña,SI,NO,SI,82,82,WSCR_Nudo,1186,E96_SEPE,1186,1186,Est_Gen_Nudo/Est_Gen_Zona,1203,E96_SEPE,1203,1203,Est_Alm_Nudo/Est_Alm_Zona
ISONA 220,23111,50735,SEPE,Cataluña,SI,NO,SI,43,43,WSCR_Nudo,600,E96_SEPE,600,1186,Est_Gen_Nudo,600,E96_SEPE,600,1203,Est_Alm_Nudo
ITXASO 400,12055,50281,SEPE,País Vasco,NO,NO,NO,1145,1145,WSCR_Nudo,2387,E142_SEPE,2387,2387,Est_Gen_Nudo/Est_Gen_Zona,3173,E142_SEPE,3173,3173,Est_Alm_Nudo/Est_Alm_Zona
ITXASO 220,22085,50281,SEPE,País Vasco,NO,NO,NO,698,698,WSCR_Nudo,1475,E142_SEPE,1475,2387,Est_Gen_Nudo,1969,E142_SEPE,1969,3173,Est_Alm_Nudo
IZNALLOZ 400,15070,52090,SEPE,Andalucía,NO,NO,NO,500,500,WSCR_Nudo,2574,N/A,2574,N/A,Est_Gen_Nudo,2698,N/A,2698,N/A,Est_Alm_Nudo
J.M.ORIOL 400,14055,50282,SEPE,Extremadura,SI,NO,SI,1028,555,WSCR_Nudo,3184,E113_SEPE,1471,1990,Est_Gen_Nudo,3337,E113_SEPE,1471,2685,Est_Alm_Nudo
J.M.ORIOL 220,24130,50282,SEPE,Extremadura,SI,SI,SI,528,276,WSCR_Nudo,1073,E113_SEPE,814,1990,Est_Gen_Nudo,1220,E113_SEPE,961,2685,Est_Alm_Nudo
JALON 220,23112,50283,SEPE,Aragón,SI,NO,SI,693,18,WSCR_Nudo,1578,N/A,903,N/A,Est_Gen_Nudo,1766,N/A,1091,N/A,Est_Alm_Nudo
JARES 132,29396,50736,SEC,Canarias,SI,NO,SI,13,3,WSCR_Nudo,221,N/A,197,N/A,Est_Gen_Nudo,224,N/A,201,N/A,Est_Alm_Nudo
JIJONA 220,24125,50284,SEPE,Comunidad Valenciana,NO,SI,SI,283,241,WSCR_Nudo,1737,E37_SEPE,1370,1236,Est_Gen_Zona,1979,E37_SEPE,1612,1541,Est_Alm_Zona
JINAMAR 220,29070,50285,SEC,Canarias,NO,NO,NO,62,62,WSCR_Nudo,422,N/A,422,N/A,Est_Gen_Nudo,435,N/A,435,N/A,Est_Alm_Nudo
JINAMAR 66,39070,50285,SEC,Canarias,SI,NO,SI,48,48,WSCR_Nudo,72,N/A,72,N/A,Est_Gen_Nudo,90,N/A,90,N/A,Est_Alm_Nudo
JORDANA 400,15018,50286,SEPE,Andalucía,SI,NO,SI,795,795,WSCR_Nudo,2511,E55_SEPE,2511,3757,Est_Gen_Nudo,2600,E55_SEPE,2600,3887,Est_Alm_Nudo
JORDANA 220,25088,50286,SEPE,Andalucía,SI,NO,SI,593,550,WSCR_Nudo,1720,E55_SEPE,1677,3757,Est_Gen_Nudo,1776,E55_SEPE,1734,3887,Est_Alm_Nudo
JOSE CABRERA 220,24120,50287,SEPE,Castilla-La Mancha,SI,NO,SI,484,283,WSCR_Nudo,619,E44_SEPE,419,453,Est_Gen_Nudo,637,E44_SEPE,436,454,Est_Alm_Nudo
JUIA 220,23115,50288,SEPE,Cataluña,NO,SI,SI,438,381,WSCR_Nudo,1194,E277_SEPE,784,1408,Est_Gen_Nudo,1241,E277_SEPE,806,1408,Est_Alm_Nudo
JUNDIZ 220,22090,50289,SEPE,País Vasco,SI,SI,SI,326,271,WSCR_Nudo,460,E195_SEPE,355,464,Est_Gen_Nudo,520,E195_SEPE,415,731,Est_Alm_Nudo
JUNEDA 220,23120,50290,SEPE,Cataluña,SI,SI,SI,280,211,WSCR_Nudo,400,N/A,236,N/A,Est_Gen_Nudo,931,N/A,767,N/A,Est_Alm_Nudo
LA CANONJA 220,23331,50763,SEPE,Cataluña,NO,SI,SI,271,256,WSCR_Nudo,618,E27_SEPE,618,787,Est_Gen_Nudo,633,E27_SEPE,618,810,Est_Alm_Nudo
LA CEREAL 400,14109,50291,SEPE,Comunidad de Madrid,SI,NO,SI,1347,949,WSCR_Nudo,1484,E124_SEPE,1087,1087,Est_Gen_Nudo/Est_Gen_Zona,1605,E124_SEPE,1208,1208,Est_Alm_Nudo/Est_Alm_Zona
LA CEREAL 220,24041,50291,SEPE,Comunidad de Madrid,NO,NO,NO,647,647,WSCR_Nudo,830,E124_SEPE,830,1087,Est_Gen_Nudo,890,E124_SEPE,890,1208,Est_Alm_Nudo
LA ESPLUGA 400,13017,50292,SEPE,Cataluña,SI,NO,SI,633,239,WSCR_Nudo,1670,E97_SEPE,1276,1293,Est_Gen_Nudo,1957,E97_SEPE,1563,1617,Est_Alm_Nudo
LA ESPLUGA 220,23097,50292,SEPE,Cataluña,SI,NO,SI,171,85,WSCR_Nudo,1266,E97_SEPE,1067,1293,Est_Gen_Nudo,1322,E97_SEPE,1123,1617,Est_Alm_Nudo
LA ESTRELLA 220,24072,50293,SEPE,Comunidad de Madrid,NO,SI,SI,853,853,WSCR_Nudo,987,N/A,987,N/A,Est_Gen_Nudo,999,N/A,999,N/A,Est_Alm_Nudo
LA FARGA 400,13039,50737,SEPE,Cataluña,NO,NO,NO,544,544,WSCR_Nudo,1932,E95_SEPE,1932,2259,Est_Gen_Nudo,2609,E95_SEPE,2609,2533,Est_Alm_Zona
LA FARGA 220,23232,50737,SEPE,Cataluña,SI,NO,SI,685,180,WSCR_Nudo,2205,"E277_SEPE, E95_SEPE",1711,1408,Est_Gen_Zona,2216,"E277_SEPE, E95_SEPE",1711,1408,Est_Alm_Zona
LA FORTUNADA 220,23130,50294,SEPE,Aragón,NO,SI,SI,253,253,WSCR_Nudo,229,N/A,34,N/A,Est_Gen_Nudo,246,N/A,51,N/A,Est_Alm_Nudo
LA GRELA 220,21056,50295,SEPE,Galicia,NO,SI,SI,342,342,WSCR_Nudo,466,"E244_SEPE, E279_SEPE",370,364,Est_Gen_Zona,635,"E244_SEPE, E279_SEPE",523,364,Est_Alm_Zona
LA JARA 220,22095,50296,SEPE,País Vasco,NO,SI,SI,526,526,WSCR_Nudo,276,N/A,139,N/A,Est_Gen_Nudo,346,N/A,189,N/A,Est_Alm_Nudo
LA LORA 400,12059,50297,SEPE,Castilla y León,SI,NO,SI,938,109,WSCR_Nudo,1129,N/A,300,N/A,Est_Gen_Nudo,1622,N/A,793,N/A,Est_Alm_Nudo
LA NAVA 220,24147,50298,SEPE,Castilla-La Mancha,NO,NO,NO,107,107,WSCR_Nudo,430,E19_SEPE,430,65,Est_Gen_Zona,495,E19_SEPE,495,76,Est_Alm_Zona
LA OLIVA 132,29398,50738,SEC,Canarias,SI,NO,SI,54,34,WSCR_Nudo,66,E23_SEC,46,46,Est_Gen_Nudo/Est_Gen_Zona,91,E23_SEC,70,70,Est_Alm_Nudo/Est_Alm_Zona
LA OLIVA 66,39398,50738,SEC,Canarias,NO,NO,NO,11,11,WSCR_Nudo,66,"E23_SEC, E26_SEC",66,46,Est_Gen_Zona,91,"E23_SEC, E26_SEC",91,70,Est_Alm_Zona
LA PALOMA 220,24140,50299,SEPE,Castilla-La Mancha,NO,SI,SI,219,219,WSCR_Nudo,326,E18_SEPE,-27,235,Est_Gen_Nudo,384,E18_SEPE,31,340,Est_Alm_Nudo
LA PATERNA 66,39095,50300,SEC,Canarias,NO,SI,SI,64,22,WSCR_Nudo,122,N/A,84,N/A,Est_Gen_Nudo,127,N/A,84,N/A,Est_Alm_Nudo
LA PEREDA 220,21117,50301,SEPE,Principado de Asturias,SI,NO,SI,420,290,WSCR_Nudo,189,E177_SEPE,35,24,Est_Gen_Zona,215,E177_SEPE,35,24,Est_Alm_Zona
LA PINILLA 400,14095,50302,SEPE,Castilla-La Mancha,SI,NO,SI,1104,123,WSCR_Nudo,5420,N/A,4424,N/A,Est_Gen_Nudo,6392,N/A,5397,N/A,Est_Alm_Nudo
LA PLANA 400,14060,50303,SEPE,Comunidad Valenciana,SI,SI,SI,313,313,WSCR_Nudo,1278,E101_SEPE,-526,-1218,Est_Gen_Nudo/Est_Gen_Zona,1448,E101_SEPE,-357,-1063,Est_Alm_Nudo/Est_Alm_Zona
LA PLANA 220,24145,50303,SEPE,Comunidad Valenciana,NO,SI,SI,322,285,WSCR_Nudo,1116,"E101_SEPE, E34_SEPE",562,-1218,Est_Gen_Zona,1448,"E101_SEPE, E34_SEPE",890,-1063,Est_Alm_Zona
LA ROCA 220,23125,50305,SEPE,Cataluña,NO,SI,SI,375,375,WSCR_Nudo,582,E206_SEPE,582,1002,Est_Gen_Nudo,632,E206_SEPE,632,1216,Est_Alm_Nudo
LA SAGRA 400,14127,52094,SEPE,Castilla-La Mancha,NO,NO,NO,917,917,WSCR_Nudo,1484,E264_SEPE,1484,1886,Est_Gen_Nudo,1861,E264_SEPE,1861,2819,Est_Alm_Nudo
LA SAGRA 220,24258,52094,SEPE,Castilla-La Mancha,NO,NO,NO,821,821,WSCR_Nudo,1047,E264_SEPE,1047,1886,Est_Gen_Nudo,1137,E264_SEPE,1137,2819,Est_Alm_Nudo
