node_name_voltage,pss_number,substation_code,electrical_system,autonomous_community,possible_connection_transport,possible_connection_distribution,possible_connection_overall,wscr_nodal_capacity_mw,wscr_nodal_margin_mw,wscr_limiting_criterion,static_generation_nodal_capacity_mw,static_generation_zone,static_generation_nodal_margin_mw,static_generation_zonal_margin_mw,static_generation_limiting_scope,static_storage_nodal_capacity_mw,static_storage_zone,static_storage_nodal_margin_mw,static_storage_zonal_margin_mw,static_storage_limiting_scope
TAFALLA 220,22245,50589,SEPE,Comunidad Foral de Navarra,SI,SI,SI,305,36,WSCR_Nudo,892,"E196_SEPE, E251_SEPE",555,-435,Est_Gen_Zona,1004,"E196_SEPE, E251_SEPE",667,22,Est_Alm_Zona
TAGORO 66,39358,50590,SEC,Canarias,SI,NO,SI,72,29,WSCR_Nudo,201,E10_SEC,158,-38,Est_Gen_Zona,205,E10_SEC,162,-21,Est_Alm_Zona
TAJO ENCANTADA 400,15030,50591,SEPE,Andalucía,SI,NO,SI,989,532,WSCR_Nudo,2370,E56_SEPE,1913,997,Est_Gen_Zona,2892,E56_SEPE,2435,1081,Est_Alm_Zona
TAJO ENCANTADA 220,25160,50591,SEPE,Andalucía,SI,NO,SI,600,66,WSCR_Nudo,1386,E56_SEPE,176,997,Est_Gen_Nudo,1530,E56_SEPE,176,1081,Est_Alm_Nudo
TALAVERA 220,24275,50592,SEPE,Castilla-La Mancha,NO,SI,SI,376,290,WSCR_Nudo,700,N/A,279,N/A,Est_Gen_Nudo,958,N/A,537,N/A,Est_Alm_Nudo
TAMBRE 220,21202,50593,SEPE,Galicia,NO,SI,SI,146,146,WSCR_Nudo,267,"E3_SEPE, E330_SEPE",-122,0,Est_Gen_Nudo/Est_Gen_Zona,279,"E3_SEPE, E330_SEPE",-109,0,Est_Alm_Nudo
TANGER (CATALUÑA) 220,23199,50594,SEPE,Cataluña,NO,SI,SI,67,67,WSCR_Nudo,652,E289_SEPE,652,763,Est_Gen_Nudo,664,E289_SEPE,664,1449,Est_Alm_Nudo
TARRAGONA 220,23330,50595,SEPE,Cataluña,SI,SI,SI,275,260,WSCR_Nudo,998,E27_SEPE,787,787,Est_Gen_Nudo,1051,E27_SEPE,825,810,Est_Alm_Zona
TELDE 66,39160,50596,SEC,Canarias,SI,SI,SI,38,18,WSCR_Nudo,63,N/A,11,N/A,Est_Gen_Nudo,82,N/A,29,N/A,Est_Alm_Nudo
TELLEDO 220,21204,50597,SEPE,Principado de Asturias,NO,SI,SI,253,200,WSCR_Nudo,226,E177_SEPE,200,24,Est_Gen_Zona,262,E177_SEPE,200,24,Est_Alm_Zona
TERRER 400,13063,50598,SEPE,Aragón,SI,NO,SI,667,303,WSCR_Nudo,1960,N/A,1504,N/A,Est_Gen_Nudo,2507,N/A,2051,N/A,Est_Alm_Nudo
TIAS 132,29470,50764,SEC,Canarias,NO,NO,NO,48,48,WSCR_Nudo,143,E28_SEC,143,216,Est_Gen_Nudo,168,E28_SEC,168,239,Est_Alm_Nudo
TIAS 66,39470,50764,SEC,Canarias,NO,NO,NO,29,29,WSCR_Nudo,172,E28_SEC,172,216,Est_Gen_Nudo,190,E28_SEC,190,239,Est_Alm_Nudo
TIBO 220,21205,50600,SEPE,Galicia,SI,SI,SI,365,250,WSCR_Nudo,474,E245_SEPE,191,254,Est_Gen_Nudo,733,E245_SEPE,445,461,Est_Alm_Nudo
TIERRA DE CAMPOS 400,12081,52067,SEPE,Castilla y León,SI,NO,SI,651,651,WSCR_Nudo,1239,N/A,1239,N/A,Est_Gen_Nudo,1509,N/A,1509,N/A,Est_Alm_Nudo
TIERRA ESTELLA 220,22054,52080,SEPE,Comunidad Foral de Navarra,NO,SI,SI,82,82,WSCR_Nudo,759,"E251_SEPE, E270_SEPE",759,-435,Est_Gen_Zona,1071,"E251_SEPE, E270_SEPE",1071,22,Est_Alm_Zona
TOMEZA 220,21206,50765,SEPE,Galicia,SI,SI,SI,94,94,WSCR_Nudo,257,"E245_SEPE, E4_SEPE",257,227,Est_Gen_Zona,506,"E245_SEPE, E4_SEPE",506,461,Est_Alm_Zona
TORDESILLAS 400,12080,50601,SEPE,Castilla y León,SI,NO,SI,1639,884,WSCR_Nudo,3618,N/A,2863,N/A,Est_Gen_Nudo,4572,N/A,3817,N/A,Est_Alm_Nudo
TORDESILLAS 220,22295,50601,SEPE,Castilla y León,SI,SI,SI,198,-215,WSCR_Nudo,937,E15_SEPE,482,-13,Est_Gen_Zona,1013,E15_SEPE,558,122,Est_Alm_Zona
TORREARENILLAS 220,25165,50602,SEPE,Andalucía,NO,SI,SI,646,509,WSCR_Nudo,1057,N/A,817,N/A,Est_Gen_Nudo,1477,N/A,1237,N/A,Est_Alm_Nudo
TORREJON 220,24305,50603,SEPE,Extremadura,SI,NO,SI,295,295,WSCR_Nudo,285,N/A,182,N/A,Est_Gen_Nudo,312,N/A,182,N/A,Est_Alm_Nudo
TORREJON DE VELASCO 400,14094,50766,SEPE,Comunidad de Madrid,SI,NO,SI,1174,963,WSCR_Nudo,1249,N/A,1038,N/A,Est_Gen_Nudo,1485,N/A,1274,N/A,Est_Alm_Nudo
TORRELLANO 220,24308,50604,SEPE,Comunidad Valenciana,SI,NO,SI,128,128,WSCR_Nudo,1258,"E259_SEPE, E38_SEPE",1258,1253,Est_Gen_Zona,1383,"E259_SEPE, E38_SEPE",1383,1378,Est_Alm_Zona
TORREMENDO 400,14108,50767,SEPE,Comunidad Valenciana,SI,NO,SI,781,781,WSCR_Nudo,2598,N/A,2598,N/A,Est_Gen_Nudo,2841,N/A,2841,N/A,Est_Alm_Nudo
TORRENT 132,29660,50605,SEB,Islas Baleares,NO,NO,NO,4,4,WSCR_Nudo,234,E28_SEB,234,223,Est_Gen_Zona,251,E28_SEB,251,234,Est_Alm_Zona
TORRENT 66,39660,50605,SEB,Islas Baleares,NO,SI,SI,3,3,WSCR_Nudo,173,E28_SEB,167,223,Est_Gen_Nudo,175,E28_SEB,169,234,Est_Alm_Nudo
TORRENTE 400,14107,50606,SEPE,Comunidad Valenciana,NO,SI,SI,927,927,WSCR_Nudo,2346,E108_SEPE,2189,1955,Est_Gen_Zona,3013,E108_SEPE,2856,2622,Est_Alm_Zona
TORRENTE 220,24310,50606,SEPE,Comunidad Valenciana,NO,SI,SI,768,768,WSCR_Nudo,1347,"E108_SEPE, E340_SEPE",1112,1131,Est_Gen_Nudo,1730,"E108_SEPE, E340_SEPE",1495,1223,Est_Alm_Zona
TORRES DE SEGRE 220,23141,50607,SEPE,Cataluña,NO,NO,NO,376,376,WSCR_Nudo,120,E204_SEPE,120,-193,Est_Gen_Zona,182,E204_SEPE,182,-130,Est_Alm_Zona
TORREVIEJA 220,24231,50768,SEPE,Comunidad Valenciana,NO,SI,SI,199,199,WSCR_Nudo,939,E273_SEPE,939,1852,Est_Gen_Nudo,958,E273_SEPE,958,2233,Est_Alm_Nudo
TORRIJOS 220,24313,50608,SEPE,Castilla-La Mancha,SI,SI,SI,237,40,WSCR_Nudo,434,E212_SEPE,237,274,Est_Gen_Nudo,597,E212_SEPE,399,384,Est_Alm_Zona
TOTANA 400,14071,50609,SEPE,Región de Murcia,SI,SI,SI,452,55,WSCR_Nudo,2766,N/A,2280,N/A,Est_Gen_Nudo,2945,N/A,2458,N/A,Est_Alm_Nudo
TRANSBADALONA 220,23364,50769,SEPE,Cataluña,NO,NO,NO,70,70,WSCR_Nudo,707,E32_SEPE,707,707,Est_Gen_Nudo/Est_Gen_Zona,719,E32_SEPE,719,719,Est_Alm_Nudo/Est_Alm_Zona
TRES CANTOS 220,24320,50610,SEPE,Comunidad de Madrid,NO,SI,SI,328,326,WSCR_Nudo,754,E345_SEPE,630,465,Est_Gen_Zona,874,E345_SEPE,749,584,Est_Alm_Zona
TRES CANTOS GIS 220,24319,50611,SEPE,Comunidad de Madrid,SI,SI,SI,409,244,WSCR_Nudo,754,E345_SEPE,589,465,Est_Gen_Zona,874,E345_SEPE,708,584,Est_Alm_Zona
TREVAGO 220,23371,50612,SEPE,Castilla y León,SI,NO,SI,356,-3,WSCR_Nudo,586,E338_SEPE,227,324,Est_Gen_Nudo,634,E338_SEPE,275,417,Est_Alm_Nudo
TRILLO 400,14110,50613,SEPE,Castilla-La Mancha,SI,NO,SI,1505,835,WSCR_Nudo,3160,N/A,1488,N/A,Est_Gen_Nudo,4730,N/A,3057,N/A,Est_Alm_Nudo
TRILLO 220,24380,50613,SEPE,Castilla-La Mancha,NO,SI,SI,28,28,WSCR_Nudo,410,E44_SEPE,410,453,Est_Gen_Nudo,410,E44_SEPE,410,454,Est_Alm_Nudo
TRINITAT 220,23363,50614,SEPE,Cataluña,NO,SI,SI,136,116,WSCR_Nudo,1053,N/A,1044,N/A,Est_Gen_Nudo,1173,N/A,1145,N/A,Est_Alm_Nudo
TRIVES 400,11070,50615,SEPE,Galicia,NO,NO,NO,1041,1036,WSCR_Nudo,2507,E118_SEPE,2488,2170,Est_Gen_Zona,3084,E118_SEPE,3065,2751,Est_Alm_Zona
TRIVES 220,21215,50615,SEPE,Galicia,SI,SI,SI,600,308,WSCR_Nudo,1596,E118_SEPE,1278,2170,Est_Gen_Nudo,1821,E118_SEPE,1503,2751,Est_Alm_Nudo
TRUJILLO 220,24321,50616,SEPE,Extremadura,SI,SI,SI,313,108,WSCR_Nudo,963,N/A,731,N/A,Est_Gen_Nudo,1268,N/A,1037,N/A,Est_Alm_Nudo
TUDELA 220,22335,50617,SEPE,Comunidad Foral de Navarra,SI,SI,SI,413,256,WSCR_Nudo,765,N/A,525,N/A,Est_Gen_Nudo,936,N/A,696,N/A,Est_Alm_Nudo
UNINSA 220,21216,50619,SEPE,Principado de Asturias,NO,NO,NO,61,61,WSCR_Nudo,835,E7_SEPE,835,1048,Est_Gen_Nudo,847,E7_SEPE,847,1048,Est_Alm_Nudo
URGELL 220,23385,50620,SEPE,Cataluña,NO,SI,SI,352,352,WSCR_Nudo,643,E31_SEPE,643,643,Est_Gen_Nudo/Est_Gen_Zona,727,E31_SEPE,727,727,Est_Alm_Nudo
VAGUADAS 220,25328,50621,SEPE,Extremadura,SI,SI,SI,468,240,WSCR_Nudo,450,E348_SEPE,-63,-17,Est_Gen_Nudo/Est_Gen_Zona,471,E348_SEPE,-43,4,Est_Alm_Nudo
VALDECABALLEROS 400,15027,50622,SEPE,Extremadura,SI,SI,SI,1018,367,WSCR_Nudo,3672,N/A,2439,N/A,Est_Gen_Nudo,4251,N/A,3018,N/A,Est_Alm_Nudo
VALDECARRETAS 400,12084,50623,SEPE,Castilla y León,SI,NO,SI,1106,663,WSCR_Nudo,908,N/A,465,N/A,Est_Gen_Nudo,1102,N/A,659,N/A,Est_Alm_Nudo
VALDECONEJOS 220,23387,50770,SEPE,Aragón,SI,NO,SI,454,2,WSCR_Nudo,729,N/A,3,N/A,Est_Gen_Nudo,740,N/A,14,N/A,Est_Alm_Nudo
VALDEMORO 220,24343,50624,SEPE,Comunidad de Madrid,SI,SI,SI,586,384,WSCR_Nudo,621,E215_SEPE,159,-204,Est_Gen_Zona,856,E215_SEPE,394,4,Est_Alm_Zona
VALL D'UXO 220,24346,50625,SEPE,Comunidad Valenciana,SI,SI,SI,193,24,WSCR_Nudo,563,"E183_SEPE, E35_SEPE",507,74,Est_Gen_Zona,679,"E183_SEPE, E35_SEPE",507,74,Est_Alm_Zona
VALLADOLID NUEVO 220,22362,50626,SEPE,Castilla y León,SI,SI,SI,504,255,WSCR_Nudo,357,N/A,108,N/A,Est_Gen_Nudo,448,N/A,199,N/A,Est_Alm_Nudo
VALLDIGNA 220,24342,50627,SEPE,Comunidad Valenciana,NO,SI,SI,448,448,WSCR_Nudo,953,E240_SEPE,948,1020,Est_Gen_Nudo,1120,E240_SEPE,1115,1278,Est_Alm_Nudo
VALLDURGENT 220,29915,50628,SEB,Islas Baleares,NO,NO,NO,20,20,WSCR_Nudo,293,E13_SEB,293,293,Est_Gen_Nudo/Est_Gen_Zona,349,E13_SEB,349,349,Est_Alm_Nudo/Est_Alm_Zona
VALLDURGENT 66,39920,50628,SEB,Islas Baleares,NO,NO,NO,146,146,WSCR_Nudo,169,E13_SEB,169,293,Est_Gen_Nudo,202,E13_SEB,202,349,Est_Alm_Nudo
VALLE DE ARIDANE 66,39525,50629,SEC,Canarias,NO,SI,SI,15,15,WSCR_Nudo,32,N/A,32,N/A,Est_Gen_Nudo,32,N/A,32,N/A,Est_Alm_Nudo
VALLE DEL ARCIPRESTE 220,24351,50630,SEPE,Comunidad de Madrid,NO,SI,SI,691,691,WSCR_Nudo,357,N/A,327,N/A,Est_Gen_Nudo,410,N/A,350,N/A,Est_Alm_Nudo
VALLE DEL CARCER 220,24357,50631,SEPE,Comunidad Valenciana,SI,SI,SI,257,257,WSCR_Nudo,1088,E240_SEPE,1088,1020,Est_Gen_Zona,1344,E240_SEPE,1344,1278,Est_Alm_Zona
VALLECAS 220,24345,50632,SEPE,Comunidad de Madrid,SI,SI,SI,126,125,WSCR_Nudo,380,E43_SEPE,340,-2,Est_Gen_Zona,488,E43_SEPE,448,79,Est_Alm_Zona
VALLEJERA 220,22363,50633,SEPE,Castilla y León,SI,NO,SI,360,3,WSCR_Nudo,629,N/A,272,N/A,Est_Gen_Nudo,711,N/A,354,N/A,Est_Alm_Nudo
VALLITOS 220,29365,50634,SEC,Canarias,SI,NO,SI,126,126,WSCR_Nudo,278,E17_SEC,278,278,Est_Gen_Nudo/Est_Gen_Zona,340,E17_SEC,340,340,Est_Alm_Nudo/Est_Alm_Zona
VALLITOS 66,36365,50634,SEC,Canarias,NO,SI,SI,46,46,WSCR_Nudo,200,N/A,200,N/A,Est_Gen_Nudo,237,N/A,237,N/A,Est_Alm_Nudo
VALPARAISO 220,22365,50635,SEPE,Castilla y León,SI,NO,SI,267,267,WSCR_Nudo,575,N/A,572,N/A,Est_Gen_Nudo,639,N/A,572,N/A,Est_Alm_Nudo
VANDELLOS 400,13070,50636,SEPE,Cataluña,SI,SI,SI,1261,1168,WSCR_Nudo,2881,N/A,627,N/A,Est_Gen_Nudo,3943,N/A,1689,N/A,Est_Alm_Nudo
VANDELLOS CN 220,23388,50637,SEPE,Cataluña,NO,NO,NO,9,9,WSCR_Nudo,100,E29_SEPE,100,-21,Est_Gen_Zona,110,E29_SEPE,110,36,Est_Alm_Zona
VELILLA 400,11075,50638,SEPE,Castilla y León,SI,NO,SI,1292,884,WSCR_Nudo,2034,E337_SEPE,1621,2163,Est_Gen_Nudo,2551,E337_SEPE,1994,2934,Est_Alm_Nudo
VELLE 220,21230,50639,SEPE,Galicia,SI,SI,SI,369,369,WSCR_Nudo,499,E174_SEPE,406,968,Est_Gen_Nudo,562,E174_SEPE,454,1192,Est_Alm_Nudo
VENTA INES 220,25180,50640,SEPE,Castilla-La Mancha,NO,NO,NO,237,237,WSCR_Nudo,419,E191_SEPE,419,920,Est_Gen_Nudo,518,E191_SEPE,518,1785,Est_Alm_Nudo
VENTAS DEL BATAN 220,24349,50642,SEPE,Comunidad de Madrid,SI,SI,SI,953,953,WSCR_Nudo,1174,N/A,1174,N/A,Est_Gen_Nudo,1237,N/A,1237,N/A,Est_Alm_Nudo
VENTILLA 220,25120,51332,SEPE,Andalucía,NO,SI,SI,227,227,WSCR_Nudo,655,N/A,655,N/A,Est_Gen_Nudo,676,N/A,676,N/A,Est_Alm_Nudo
VERNEDA 220,23393,51346,SEPE,Cataluña,NO,SI,SI,66,66,WSCR_Nudo,926,E352_SEPE,926,1021,Est_Gen_Nudo,948,E352_SEPE,948,1036,Est_Alm_Nudo
VIANA 400,11021,51446,SEPE,Galicia,SI,NO,SI,748,748,WSCR_Nudo,2556,N/A,2556,N/A,Est_Gen_Nudo,2720,N/A,2720,N/A,Est_Alm_Nudo
VIC 400,13075,50643,SEPE,Cataluña,NO,NO,NO,770,770,WSCR_Nudo,1489,E92_SEPE,1489,1333,Est_Gen_Zona,1738,E92_SEPE,1738,1468,Est_Alm_Zona
VIC 220,23390,50643,SEPE,Cataluña,SI,SI,SI,643,568,WSCR_Nudo,1488,E92_SEPE,1332,1333,Est_Gen_Nudo,1732,E92_SEPE,1463,1468,Est_Alm_Nudo
VILADECANS 400,13078,50644,SEPE,Cataluña,NO,NO,NO,968,968,WSCR_Nudo,598,E93_SEPE,598,598,Est_Gen_Nudo/Est_Gen_Zona,785,E93_SEPE,785,785,Est_Alm_Nudo/Est_Alm_Zona
VILADECANS 220,23265,50644,SEPE,Cataluña,NO,SI,SI,598,598,WSCR_Nudo,765,E156_SEPE_Bin,750,1152,Est_Gen_Nudo,892,E156_SEPE_Bin,877,1373,Est_Alm_Nudo
VILADECANS (VILADECANS B) 220,63265,50644,SEPE,Cataluña,NO,NO,NO,598,598,WSCR_Nudo,323,"E156_SEPE_Bin, E93_SEPE",323,598,Est_Gen_Nudo,323,"E156_SEPE_Bin, E93_SEPE",323,785,Est_Alm_Nudo
VILANOVA 220,23400,50645,SEPE,Cataluña,NO,SI,SI,66,66,WSCR_Nudo,951,N/A,951,N/A,Est_Gen_Nudo,968,N/A,968,N/A,Est_Alm_Nudo
VILECHA 400,11080,50646,SEPE,Castilla y León,SI,SI,SI,378,99,WSCR_Nudo,1588,N/A,993,N/A,Est_Gen_Nudo,1846,N/A,1251,N/A,Est_Alm_Nudo
VILLABLINO 220,21240,50647,SEPE,Castilla y León,NO,SI,SI,227,227,WSCR_Nudo,301,E177_SEPE,266,24,Est_Gen_Zona,301,E177_SEPE,266,24,Est_Alm_Zona
VILLALBILLA 220,22370,50648,SEPE,Castilla y León,SI,SI,SI,499,72,WSCR_Nudo,1002,N/A,278,N/A,Est_Gen_Nudo,1381,N/A,657,N/A,Est_Alm_Nudo
VILLALCAMPO 220,22372,50649,SEPE,Castilla y León,SI,SI,SI,582,582,WSCR_Nudo,823,N/A,523,N/A,Est_Gen_Nudo,867,N/A,567,N/A,Est_Alm_Nudo
VILLAMAYOR 220,22380,50650,SEPE,Castilla y León,NO,SI,SI,167,136,WSCR_Nudo,685,E179_SEPE,509,512,Est_Gen_Nudo,794,E179_SEPE,618,592,Est_Alm_Zona
VILLAMECA 400,11090,50651,SEPE,Castilla y León,SI,NO,SI,832,173,WSCR_Nudo,1371,N/A,712,N/A,Est_Gen_Nudo,1722,N/A,1063,N/A,Est_Alm_Nudo
VILLANUEVA DE GALLEGO 220,23395,50652,SEPE,Aragón,SI,SI,SI,381,0,WSCR_Nudo,966,E22_SEPE,325,-105,Est_Gen_Zona,1004,E22_SEPE,363,-66,Est_Alm_Zona
VILLANUEVA DE LOS ESCUDEROS 400,14004,50653,SEPE,Castilla-La Mancha,SI,NO,SI,1034,500,WSCR_Nudo,2926,N/A,2391,N/A,Est_Gen_Nudo,3090,N/A,2555,N/A,Est_Alm_Nudo
VILLANUEVA DEL REY 400,15125,50654,SEPE,Andalucía,SI,NO,SI,743,743,WSCR_Nudo,1491,E267_SEPE,1491,855,Est_Gen_Zona,1523,E267_SEPE,1523,886,Est_Alm_Zona
VILLANUEVA DEL REY 220,25185,50654,SEPE,Andalucía,SI,SI,SI,328,113,WSCR_Nudo,1055,E267_SEPE,419,855,Est_Gen_Nudo,1106,E267_SEPE,470,886,Est_Alm_Nudo
VILLARES DEL SAZ 220,24363,50655,SEPE,Castilla-La Mancha,SI,SI,SI,195,95,WSCR_Nudo,314,E197_SEPE,152,441,Est_Gen_Nudo,445,E197_SEPE,284,1158,Est_Alm_Nudo
VILLARINO 400,12085,50656,SEPE,Castilla y León,NO,NO,NO,1179,1179,WSCR_Nudo,2059,E78_SEPE,2059,1975,Est_Gen_Zona,3080,E78_SEPE,3080,1975,Est_Alm_Zona
VILLARINO 220,22390,50656,SEPE,Castilla y León,SI,SI,SI,1040,748,WSCR_Nudo,1949,E78_SEPE,1357,1975,Est_Gen_Nudo,2462,E78_SEPE,1357,1975,Est_Alm_Nudo
VILLATORO 220,22393,51306,SEPE,Castilla y León,NO,SI,SI,377,377,WSCR_Nudo,330,N/A,330,N/A,Est_Gen_Nudo,433,N/A,433,N/A,Est_Alm_Nudo
VILLAVERDE 220,24360,50658,SEPE,Comunidad de Madrid,NO,SI,SI,942,942,WSCR_Nudo,1,E168_SEPE_Bin,-17,964,Est_Gen_Nudo,655,E168_SEPE_Bin,637,1731,Est_Alm_Nudo
VILLAVERDE BAJO (VILLAVERDE BAJO B) 220,64362,50659,SEPE,Comunidad de Madrid,NO,SI,SI,957,957,WSCR_Nudo,908,E168_SEPE_Bin,908,964,Est_Gen_Nudo,1063,E168_SEPE_Bin,1063,1731,Est_Alm_Nudo
VILLAVICIOSA 400,14120,50660,SEPE,Comunidad de Madrid,SI,NO,SI,1473,1047,WSCR_Nudo,829,"E133_SEPE, E134_SEPE",403,112,Est_Gen_Zona,1296,"E133_SEPE, E134_SEPE",870,578,Est_Alm_Zona
VILLAVICIOSA 220,24365,50660,SEPE,Comunidad de Madrid,SI,SI,SI,967,869,WSCR_Nudo,420,"E134_SEPE, E164_SEPE_Bin",128,112,Est_Gen_Zona,646,"E134_SEPE, E164_SEPE_Bin",355,578,Est_Alm_Nudo
VILLAVICIOSA (VILLAVICIOSA B) 220,64365,50660,SEPE,Comunidad de Madrid,NO,NO,NO,800,800,WSCR_Nudo,589,"E133_SEPE, E164_SEPE_Bin",589,688,Est_Gen_Nudo,744,"E133_SEPE, E164_SEPE_Bin",744,976,Est_Alm_Nudo
VILLIMAR 220,22395,50661,SEPE,Castilla y León,SI,SI,SI,476,88,WSCR_Nudo,909,E178_SEPE,457,211,Est_Gen_Zona,991,E178_SEPE,540,658,Est_Alm_Nudo
VIMIANZO 220,21245,50662,SEPE,Galicia,NO,SI,SI,223,123,WSCR_Nudo,848,N/A,475,N/A,Est_Gen_Nudo,851,N/A,478,N/A,Est_Alm_Nudo
VIRGEN DE AFRICA 132,29991,51417,SEPE,Ceuta,NO,SI,SI,25,25,WSCR_Nudo,180,"E349_SEPE, E350_SEPE",180,271,Est_Gen_Nudo,180,"E349_SEPE, E350_SEPE",180,271,Est_Alm_Nudo
VIRTUS 400,12088,50461,SEPE,Castilla y León,SI,NO,SI,534,255,WSCR_Nudo,1185,N/A,906,N/A,Est_Gen_Nudo,1372,N/A,1093,N/A,Est_Alm_Nudo
VITORIA 400,12090,50462,SEPE,País Vasco,SI,NO,SI,528,527,WSCR_Nudo,1304,E140_SEPE,1303,1204,Est_Gen_Zona,1598,E140_SEPE,1597,1567,Est_Alm_Zona
VITORIA 220,22400,50462,SEPE,País Vasco,SI,SI,SI,352,253,WSCR_Nudo,1059,"E140_SEPE, E335_SEPE",960,899,Est_Gen_Zona,1206,"E140_SEPE, E335_SEPE",1107,1046,Est_Alm_Zona
XOVE 400,11200,50463,SEPE,Galicia,SI,NO,SI,834,657,WSCR_Nudo,2187,N/A,2010,N/A,Est_Gen_Nudo,2372,N/A,2194,N/A,Est_Alm_Nudo
ZAL 220,23397,50464,SEPE,Cataluña,NO,SI,SI,380,352,WSCR_Nudo,1004,N/A,995,N/A,Est_Gen_Nudo,1043,N/A,1014,N/A,Est_Alm_Nudo
ZAMORA 220,22405,50465,SEPE,Castilla y León,SI,SI,SI,467,144,WSCR_Nudo,295,N/A,-2,N/A,Est_Gen_Nudo,369,N/A,-2,N/A,Est_Alm_Nudo
ZAMUDIO 220,22407,50466,SEPE,País Vasco,NO,SI,SI,436,435,WSCR_Nudo,443,N/A,441,N/A,Est_Gen_Nudo,521,N/A,518,N/A,Est_Alm_Nudo
ZARATAN 220,22410,50467,SEPE,Castilla y León,SI,SI,SI,393,43,WSCR_Nudo,489,N/A,71,N/A,Est_Gen_Nudo,507,N/A,89,N/A,Est_Alm_Nudo
ZARZON 400,14098,51278,SEPE,Extremadura,SI,NO,SI,1145,3,WSCR_Nudo,1693,N/A,551,N/A,Est_Gen_Nudo,1935,N/A,792,N/A,Est_Alm_Nudo
ZIERBENA 400,12095,50468,SEPE,País Vasco,SI,NO,SI,1507,170,WSCR_Nudo,3558,N/A,1436,N/A,Est_Gen_Nudo,3746,N/A,1624,N/A,Est_Alm_Nudo
ZONA FRANCA 220,23396,50469,SEPE,Cataluña,SI,NO,SI,331,331,WSCR_Nudo,1000,N/A,121,N/A,Est_Gen_Nudo,1036,N/A,157,N/A,Est_Alm_Nudo
ZUMARRAGA 220,22415,50470,SEPE,País Vasco,NO,NO,NO,566,566,WSCR_Nudo,442,N/A,442,N/A,Est_Gen_Nudo,489,N/A,489,N/A,Est_Alm_Nudo
ZUZONES 400,12001,52085,SEPE,Castilla y León,NO,SI,SI,497,497,WSCR_Nudo,1051,N/A,1051,N/A,Est_Gen_Nudo,1513,N/A,1513,N/A,Est_Alm_Nudo
