request_id,request_received_date,request_type,transport_node_name_voltage,transport_position,autonomous_community,requested_access_capacity_mw,publication_month_end_date,contest_node
DEA-AC1-48691-26,2026-01-16,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,SEGOVIA 400,SGV400-MAJA1,Castilla y León,126.6,2026-03-16,NO
GENT-49250-26,2026-02-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LA SOLANA 220,SNA220-C1SL1,Castilla-La Mancha,49.9,2026-03-16,NO
GENT-49194-26,2026-02-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,25,2026-03-16,NO
GENT-AC15-49196-26,2026-02-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,22,2026-03-16,NO
GENT-AC6-48533-26,2026-01-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAJO ENCANTADA 220,TJE220-CDH,Andalucía,10.5,,SI
GENT-48877-26,2026-01-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,VALDEMORO 220,VDM220-C1VA1,Comunidad de Madrid,104,2026-03-16,NO
GENT-AC9-49146-26,2026-01-30,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,VALLADOLID NUEVO 220,VDN220-C1VL1,Castilla y León,60,2026-03-16,NO
AUT-48868-26,2026-01-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,VELILLA 400,VLL400-CSCR1,Castilla y León,40,2026-03-16,NO
DEA-49141-26,2026-01-30,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,VELILLA 400,VLL400-CSCR1,Castilla y León,40,2026-03-16,NO
DEA-AC5-49119-26,2026-02-06,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,LOS VIENTOS 220,VOS220-CSLV1,Aragón,39.9,2026-03-16,NO
GENT-AC7-48959-26,2026-01-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,VILLAVICIOSA 400,VVI400-PLTR1,Comunidad de Madrid,20,2026-03-16,NO
AUT-29099-24,2024-03-13,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ALMAZAN 400,	AMZ400-ATP1,Castilla y León,167.5,,NO
GENT-AC3-44578-25,2025-11-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALBATARREC 220,AAC220-CMAB1,Cataluña,4.7,,NO
GENT-AC2-44580-25,2025-11-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALBATARREC 220,AAC220-CMAB1,Cataluña,4.7,,NO
AUT-31881-24,2024-07-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ALBATARREC 220,AAC220-CMAB1,Cataluña,22,,NO
AUT-31299-24,2024-06-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ALBATARREC 220,AAC220-CMAB1,Cataluña,100,,NO
AUT-31405-24,2024-06-18,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ABADES 400,ABDS400-EER,Castilla y León,179,,NO
AUT-43437-25,2025-09-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ACECA 220,ACE220-CAI,Castilla-La Mancha,177,,NO
AUT-30111-24,2024-04-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ACECA 220,ACE220-CAI,Castilla-La Mancha,193,,NO
AUT-43939-25,2025-10-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ACECA 220,ACE220-CAU,Castilla-La Mancha,183,,NO
AUT-36332-24,2025-01-09,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ARDOZ 220,ADZ220-C1AZ1,Comunidad de Madrid,155.12,,NO
AUT-36462-25,2025-01-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ARDOZ 220,ADZ220-C1AZ1,Comunidad de Madrid,25,,NO
AUT-AC4-36599-25,2025-01-10,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,ARDOZ 220,ADZ220-C1AZ1,Comunidad de Madrid,26.5,,NO
AUT-AC2-30984-24,2024-05-31,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,ARDOZ 220,ADZ220-C1AZ1,Comunidad de Madrid,124.505,,NO
GENT-32191-24,2024-07-18,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARENAS DE SAN JUAN 220,AJN220-EER,Castilla-La Mancha,49.9,,SI
GENT-30881-24,2024-06-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARENAS DE SAN JUAN 220,AJN220-EER,Castilla-La Mancha,49,,SI
GENT-31707-24,2024-06-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARENAS DE SAN JUAN 220,AJN220-EER,Castilla-La Mancha,49.9,,SI
GENT-AC7-40431-25,2025-05-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARENAS DE SAN JUAN 220,AJN220-HLIO,Castilla-La Mancha,22,,SI
GENT-AC8-40416-25,2025-05-23,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARENAS DE SAN JUAN 220,AJN220-HLIO,Castilla-La Mancha,22,,SI
GENT-34442-24,2024-10-23,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARENAS DE SAN JUAN 220,AJN220-HLIO,Castilla-La Mancha,70,,SI
GENT-32836-24,2024-08-22,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARENAS DE SAN JUAN 220,AJN220-HLIO,Castilla-La Mancha,49,,SI
GENT-AC5-44492-25,2025-10-31,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARENAS DE SAN JUAN 220,AJN220-ICTI1,Castilla-La Mancha,52,,SI
AUT-40412-25,2025-05-23,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ARENAS DE SAN JUAN 220,AJN220-ICTI1,Castilla-La Mancha,0.5,,SI
AUT-40852-25,2025-06-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ARENAS DE SAN JUAN 220,AJN220-ICTI1,Castilla-La Mancha,5,,SI
AUT-32002-24,2024-07-12,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,ALGECIRAS 220,ALG220-CON1,Andalucía,200,,SI
DEA-31046-24,2024-06-06,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,ALGECIRAS 220,ALG220-CON1,Andalucía,565,,SI
GENT-AC9-41183-25,2025-06-20,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMARAZ CN 400,ALZ400-FPZ1,Extremadura,393.75,,NO
AUT-31900-24,2024-07-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ALMARAZ CN 400,ALZ400-FPZ1,Extremadura,215,,NO
GENT-AC10-43110-25,2025-09-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-C1AC1,Castilla y León,35,,NO
GENT-AC11-43133-25,2025-09-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-C1AC1,Castilla y León,49.895000000000003,,NO
GENT-41044-25,2025-06-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-C1AC1,Castilla y León,171,,NO
GENT-39554-25,2025-04-25,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-C1AC1,Castilla y León,166,,NO
GENT-32748-24,2024-08-14,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-C1AC1,Castilla y León,42,,NO
GENT-38370-25,2025-03-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-TRP1,Castilla y León,49.98,,NO
GENT-38372-25,2025-03-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-TRP1,Castilla y León,49.98,,NO
GENT-35997-24,2024-12-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-TRP1,Castilla y León,49.5,,NO
GENT-33216-24,2024-09-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALCOCERO DE MOLA 220,AML220-TRP1,Castilla y León,40,,NO
AUT-36151-24,2024-12-17,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,AMOREBIETA 400,AMO400-GR1,País Vasco,25,,NO
GENT-43544-25,2025-09-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,50,,NO
GENT-AC6-43387-25,2025-09-22,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,22,,NO
GENT-37391-25,2025-03-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49.99,,NO
GENT-37558-25,2025-03-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49.99,,NO
GENT-37559-25,2025-03-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49.99,,NO
GENT-37608-25,2025-03-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,45,,NO
GENT-37875-25,2025-03-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49.98,,NO
GENT-37918-25,2025-03-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49.73,,NO
GENT-38200-25,2025-03-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,46.2,,NO
GENT-38226-25,2025-03-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49.99,,NO
GENT-38255-25,2025-03-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,20,,NO
GENT-38267-25,2025-03-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49.99,,NO
GENT-38285-25,2025-03-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,47.5,,NO
GENT-38316-25,2025-03-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49,,NO
GENT-38400-25,2025-03-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,47.5,,NO
GENT-38456-25,2025-03-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,50,,NO
GENT-35548-24,2024-12-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-BRII,Andalucía,49.9,,NO
GENT-AC8-44095-25,2025-10-20,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMODOVAR DEL RIO 220,AMR220-C1AI1,Andalucía,20,,NO
GENT-AC5-39911-25,2025-05-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMAZAN 400,AMZ400-ATP1,Castilla y León,7.6,,NO
GENT-AC4-39210-25,2025-04-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMAZAN 400,AMZ400-ATP1,Castilla y León,7.6,,NO
GENT-AC3-38428-25,2025-03-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMAZAN 400,AMZ400-ATP1,Castilla y León,7.5,,NO
AUT-30229-24,2024-05-08,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ALMAZAN 400,AMZ400-ATP1,Castilla y León,167.5,,NO
AUT-32010-24,2024-07-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ANCHUELO 220,ANC220-C2AH1,Comunidad de Madrid,26,,SI
AUT-32674-24,2024-08-15,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ANCHUELO 220,ANC220-C2AH1,Comunidad de Madrid,113.5,,SI
AUT-AC2-35899-24,2024-12-11,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,ANCHUELO 400,ANC400-C1AH1,Comunidad de Madrid,68.97999999999999,,NO
AUT-31277-24,2024-06-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ANCHUELO 400,ANC400-C1AH1,Comunidad de Madrid,137,,NO
GENT-AC12-38844-25,2025-03-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS ARENALES 220,ANE220-EER,Extremadura,20.45,,NO
GENT-AC12-39243-25,2025-04-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS ARENALES 220,ANE220-EER,Extremadura,20.45,,NO
GENT-AC15-35601-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS ARENALES 220,ANE220-EER,Extremadura,12.7,,NO
GENT-AC14-33183-24,2024-09-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS ARENALES 220,ANE220-EER,Extremadura,11.5,,NO
GENT-AC2-31850-24,2024-07-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS ARENALES 220,ANE220-EER,Extremadura,95,,NO
AUT-32503-24,2024-07-31,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,LOS ARENALES 220,ANE220-EER,Extremadura,53,,NO
AUT-AC1-36615-25,2025-01-10,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,ANOIA 220,ANI220-C1AO1,Cataluña,45,,NO
AUT-31503-24,2024-06-21,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ANOIA 220,ANI220-C1AO1,Cataluña,10,,NO
AUT-37245-25,2025-01-31,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ANOIA 220,ANI220-PRAO1,Cataluña,45,,NO
AUT-30972-24,2024-05-31,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,PALOS 220,AOS220-CON1,Andalucía,320,,SI
DEA-30179-24,2024-05-07,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,PALOS 220,AOS220-CON1,Andalucía,300,,SI
DEA-30973-24,2024-06-04,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,PALOS 220,AOS220-CON1,Andalucía,525,,SI
DEA-31457-24,2024-06-19,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,PALOS 220,AOS220-CON1,Andalucía,312.93,,SI
AUT-41507-25,2025-07-02,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,PALOS 400,AOS400-GR1,Andalucía,193.5,,SI
AUT-41511-25,2025-07-02,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,PALOS 400,AOS400-GR2,Andalucía,194.5,,SI
AUT-36988-25,2025-01-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,APARECIDA 400,APA400-APIB,Castilla y León,0.2,,NO
AUT-36511-25,2025-01-09,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ARCOS DE LA FRONTERA 400,ARF400-GR1,Andalucía,194.5,,NO
AUT-36539-25,2025-01-09,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ARCOS DE LA FRONTERA 400,ARF400-GR2,Andalucía,186.5,,NO
GENT-AC9-43727-25,2025-10-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARAGON 400,ARG400-CNU1,Aragón,100,,NO
GENT-AC8-43089-25,2025-09-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ARAGON 400,ARG400-CNU1,Aragón,100,,NO
AUT-41279-25,2025-07-09,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ARAGON 400,ARG400-STSR1,Aragón,140.66,,NO
