Provincias	Categoría	Meses	Total
01 Araba/Álava	Dos y tres estrellas de plata	Octubre	50,83
01 Araba/Álava	Dos y tres estrellas de plata	Noviembre	44,24
01 Araba/Álava	Dos y tres estrellas de plata	Diciembre	41,36
01 Araba/Álava	Una estrella de plata	Total	33,54
01 Araba/Álava	Una estrella de plata	Enero	27,71
01 Araba/Álava	Una estrella de plata	Febrero	36,84
01 Araba/Álava	Una estrella de plata	Marzo	33,64
01 Araba/Álava	Una estrella de plata	Abril	33,90
01 Araba/Álava	Una estrella de plata	Mayo	28,84
01 Araba/Álava	Una estrella de plata	Junio	30,68
01 Araba/Álava	Una estrella de plata	Julio	42,37
01 Araba/Álava	Una estrella de plata	Agosto	36,25
01 Araba/Álava	Una estrella de plata	Septiembre	36,11
01 Araba/Álava	Una estrella de plata	Octubre	34,04
01 Araba/Álava	Una estrella de plata	Noviembre	33,62
01 Araba/Álava	Una estrella de plata	Diciembre	30,40
33 Asturias	Total	Total	45,59
33 Asturias	Total	Enero	27,88
33 Asturias	Total	Febrero	29,42
33 Asturias	Total	Marzo	39,47
33 Asturias	Total	Abril	34,96
33 Asturias	Total	Mayo	41,07
33 Asturias	Total	Junio	47,92
33 Asturias	Total	Julio	60,76
33 Asturias	Total	Agosto	74,44
33 Asturias	Total	Septiembre	56,37
33 Asturias	Total	Octubre	43,72
33 Asturias	Total	Noviembre	35,95
33 Asturias	Total	Diciembre	31,85
33 Asturias	Total estrellas de oro	Total	46,42
33 Asturias	Total estrellas de oro	Enero	28,34
33 Asturias	Total estrellas de oro	Febrero	29,57
33 Asturias	Total estrellas de oro	Marzo	39,73
33 Asturias	Total estrellas de oro	Abril	35,75
33 Asturias	Total estrellas de oro	Mayo	42,08
33 Asturias	Total estrellas de oro	Junio	49,43
33 Asturias	Total estrellas de oro	Julio	62,01
33 Asturias	Total estrellas de oro	Agosto	75,80
33 Asturias	Total estrellas de oro	Septiembre	57,98
33 Asturias	Total estrellas de oro	Octubre	45,29
33 Asturias	Total estrellas de oro	Noviembre	36,27
33 Asturias	Total estrellas de oro	Diciembre	31,77
33 Asturias	Cinco estrellas de oro	Total	44,82
33 Asturias	Cinco estrellas de oro	Enero	67,79
33 Asturias	Cinco estrellas de oro	Febrero	25,61
33 Asturias	Cinco estrellas de oro	Marzo	33,29
33 Asturias	Cinco estrellas de oro	Abril	30,19
33 Asturias	Cinco estrellas de oro	Mayo	36,80
33 Asturias	Cinco estrellas de oro	Junio	45,39
33 Asturias	Cinco estrellas de oro	Julio	56,45
33 Asturias	Cinco estrellas de oro	Agosto	71,49
33 Asturias	Cinco estrellas de oro	Septiembre	55,35
33 Asturias	Cinco estrellas de oro	Octubre	43,86
33 Asturias	Cinco estrellas de oro	Noviembre	39,01
33 Asturias	Cinco estrellas de oro	Diciembre	30,86
33 Asturias	Cuatro estrellas de oro	Total	50,14
33 Asturias	Cuatro estrellas de oro	Enero	28,41
33 Asturias	Cuatro estrellas de oro	Febrero	33,88
33 Asturias	Cuatro estrellas de oro	Marzo	42,08
33 Asturias	Cuatro estrellas de oro	Abril	41,81
33 Asturias	Cuatro estrellas de oro	Mayo	49,72
33 Asturias	Cuatro estrellas de oro	Junio	52,50
33 Asturias	Cuatro estrellas de oro	Julio	68,31
33 Asturias	Cuatro estrellas de oro	Agosto	79,20
33 Asturias	Cuatro estrellas de oro	Septiembre	63,28
33 Asturias	Cuatro estrellas de oro	Octubre	51,08
33 Asturias	Cuatro estrellas de oro	Noviembre	43,82
33 Asturias	Cuatro estrellas de oro	Diciembre	36,39
33 Asturias	Tres estrellas de oro	Total	49,55
33 Asturias	Tres estrellas de oro	Enero	27,42
33 Asturias	Tres estrellas de oro	Febrero	32,54
33 Asturias	Tres estrellas de oro	Marzo	44,40
33 Asturias	Tres estrellas de oro	Abril	42,31
33 Asturias	Tres estrellas de oro	Mayo	43,81
33 Asturias	Tres estrellas de oro	Junio	53,37
33 Asturias	Tres estrellas de oro	Julio	65,55
33 Asturias	Tres estrellas de oro	Agosto	78,84
33 Asturias	Tres estrellas de oro	Septiembre	61,88
33 Asturias	Tres estrellas de oro	Octubre	47,80
33 Asturias	Tres estrellas de oro	Noviembre	39,40
33 Asturias	Tres estrellas de oro	Diciembre	31,27
33 Asturias	Dos estrellas de oro	Total	41,62
33 Asturias	Dos estrellas de oro	Enero	22,62
33 Asturias	Dos estrellas de oro	Febrero	21,16
33 Asturias	Dos estrellas de oro	Marzo	33,15
33 Asturias	Dos estrellas de oro	Abril	23,42
33 Asturias	Dos estrellas de oro	Mayo	35,23
33 Asturias	Dos estrellas de oro	Junio	47,12
33 Asturias	Dos estrellas de oro	Julio	55,31
33 Asturias	Dos estrellas de oro	Agosto	73,17
33 Asturias	Dos estrellas de oro	Septiembre	53,66
33 Asturias	Dos estrellas de oro	Octubre	40,28
33 Asturias	Dos estrellas de oro	Noviembre	23,96
33 Asturias	Dos estrellas de oro	Diciembre	28,07
33 Asturias	Una estrella de oro	Total	30,89
33 Asturias	Una estrella de oro	Enero	13,19
33 Asturias	Una estrella de oro	Febrero	12,20
33 Asturias	Una estrella de oro	Marzo	28,67
33 Asturias	Una estrella de oro	Abril	19,24
33 Asturias	Una estrella de oro	Mayo	25,89
33 Asturias	Una estrella de oro	Junio	29,87
33 Asturias	Una estrella de oro	Julio	47,71
33 Asturias	Una estrella de oro	Agosto	62,42
33 Asturias	Una estrella de oro	Septiembre	35,73
33 Asturias	Una estrella de oro	Octubre	21,75
33 Asturias	Una estrella de oro	Noviembre	16,50
33 Asturias	Una estrella de oro	Diciembre	16,98
33 Asturias	Total estrellas de plata	Total	38,05
33 Asturias	Total estrellas de plata	Enero	23,59
33 Asturias	Total estrellas de plata	Febrero	28,01
33 Asturias	Total estrellas de plata	Marzo	36,60
33 Asturias	Total estrellas de plata	Abril	27,30
33 Asturias	Total estrellas de plata	Mayo	31,65
33 Asturias	Total estrellas de plata	Junio	34,22
33 Asturias	Total estrellas de plata	Julio	50,45
33 Asturias	Total estrellas de plata	Agosto	63,56
33 Asturias	Total estrellas de plata	Septiembre	43,56
33 Asturias	Total estrellas de plata	Octubre	28,48
33 Asturias	Total estrellas de plata	Noviembre	32,58
33 Asturias	Total estrellas de plata	Diciembre	32,78
33 Asturias	Dos y tres estrellas de plata	Total	41,97
33 Asturias	Dos y tres estrellas de plata	Enero	27,21
33 Asturias	Dos y tres estrellas de plata	Febrero	31,11
33 Asturias	Dos y tres estrellas de plata	Marzo	37,21
33 Asturias	Dos y tres estrellas de plata	Abril	32,38
33 Asturias	Dos y tres estrellas de plata	Mayo	35,71
33 Asturias	Dos y tres estrellas de plata	Junio	37,74
33 Asturias	Dos y tres estrellas de plata	Julio	62,99
33 Asturias	Dos y tres estrellas de plata	Agosto	68,25
33 Asturias	Dos y tres estrellas de plata	Septiembre	45,61
33 Asturias	Dos y tres estrellas de plata	Octubre	34,29
33 Asturias	Dos y tres estrellas de plata	Noviembre	35,47
33 Asturias	Dos y tres estrellas de plata	Diciembre	30,30
33 Asturias	Una estrella de plata	Total	34,08
33 Asturias	Una estrella de plata	Enero	20,16
33 Asturias	Una estrella de plata	Febrero	24,49
33 Asturias	Una estrella de plata	Marzo	35,84
33 Asturias	Una estrella de plata	Abril	22,61
33 Asturias	Una estrella de plata	Mayo	27,85
33 Asturias	Una estrella de plata	Junio	30,47
33 Asturias	Una estrella de plata	Julio	38,99
33 Asturias	Una estrella de plata	Agosto	59,11
33 Asturias	Una estrella de plata	Septiembre	41,64
33 Asturias	Una estrella de plata	Octubre	23,09
33 Asturias	Una estrella de plata	Noviembre	28,57
33 Asturias	Una estrella de plata	Diciembre	35,70
05 Ávila	Total	Total	36,65
05 Ávila	Total	Enero	24,54
05 Ávila	Total	Febrero	32,09
05 Ávila	Total	Marzo	34,72
05 Ávila	Total	Abril	34,32
05 Ávila	Total	Mayo	40,68
05 Ávila	Total	Junio	38,63
05 Ávila	Total	Julio	37,35
05 Ávila	Total	Agosto	47,94
05 Ávila	Total	Septiembre	42,61
05 Ávila	Total	Octubre	40,46
05 Ávila	Total	Noviembre	33,56
05 Ávila	Total	Diciembre	30,04
05 Ávila	Total estrellas de oro	Total	41,65
05 Ávila	Total estrellas de oro	Enero	28,89
05 Ávila	Total estrellas de oro	Febrero	37,02
05 Ávila	Total estrellas de oro	Marzo	38,46
05 Ávila	Total estrellas de oro	Abril	40,46
05 Ávila	Total estrellas de oro	Mayo	47,59
05 Ávila	Total estrellas de oro	Junio	43,56
05 Ávila	Total estrellas de oro	Julio	40,43
05 Ávila	Total estrellas de oro	Agosto	52,52
05 Ávila	Total estrellas de oro	Septiembre	48,12
05 Ávila	Total estrellas de oro	Octubre	45,88
05 Ávila	Total estrellas de oro	Noviembre	39,13
05 Ávila	Total estrellas de oro	Diciembre	34,08
05 Ávila	Cinco estrellas de oro	Total	0,00
05 Ávila	Cinco estrellas de oro	Enero	0,00
05 Ávila	Cinco estrellas de oro	Febrero	0,00
05 Ávila	Cinco estrellas de oro	Marzo	0,00
05 Ávila	Cinco estrellas de oro	Abril	0,00
05 Ávila	Cinco estrellas de oro	Mayo	0,00
05 Ávila	Cinco estrellas de oro	Junio	0,00
05 Ávila	Cinco estrellas de oro	Julio	0,00
05 Ávila	Cinco estrellas de oro	Agosto	0,00
05 Ávila	Cinco estrellas de oro	Septiembre	0,00
05 Ávila	Cinco estrellas de oro	Octubre	0,00
05 Ávila	Cinco estrellas de oro	Noviembre	0,00
05 Ávila	Cinco estrellas de oro	Diciembre	0,00
05 Ávila	Cuatro estrellas de oro	Total	45,70
05 Ávila	Cuatro estrellas de oro	Enero	33,27
05 Ávila	Cuatro estrellas de oro	Febrero	42,63
05 Ávila	Cuatro estrellas de oro	Marzo	38,57
05 Ávila	Cuatro estrellas de oro	Abril	43,58
05 Ávila	Cuatro estrellas de oro	Mayo	47,76
05 Ávila	Cuatro estrellas de oro	Junio	47,48
05 Ávila	Cuatro estrellas de oro	Julio	43,10
05 Ávila	Cuatro estrellas de oro	Agosto	60,57
05 Ávila	Cuatro estrellas de oro	Septiembre	54,88
05 Ávila	Cuatro estrellas de oro	Octubre	51,40
05 Ávila	Cuatro estrellas de oro	Noviembre	43,93
05 Ávila	Cuatro estrellas de oro	Diciembre	36,87
05 Ávila	Tres estrellas de oro	Total	41,70
05 Ávila	Tres estrellas de oro	Enero	26,47
05 Ávila	Tres estrellas de oro	Febrero	35,58
05 Ávila	Tres estrellas de oro	Marzo	39,45
05 Ávila	Tres estrellas de oro	Abril	40,41
05 Ávila	Tres estrellas de oro	Mayo	51,09
05 Ávila	Tres estrellas de oro	Junio	45,63
05 Ávila	Tres estrellas de oro	Julio	40,72
05 Ávila	Tres estrellas de oro	Agosto	50,73
05 Ávila	Tres estrellas de oro	Septiembre	46,38
05 Ávila	Tres estrellas de oro	Octubre	47,00
05 Ávila	Tres estrellas de oro	Noviembre	40,41
05 Ávila	Tres estrellas de oro	Diciembre	34,10
05 Ávila	Dos estrellas de oro	Total	31,62
05 Ávila	Dos estrellas de oro	Enero	25,25
05 Ávila	Dos estrellas de oro	Febrero	27,98
05 Ávila	Dos estrellas de oro	Marzo	35,96
05 Ávila	Dos estrellas de oro	Abril	32,81
05 Ávila	Dos estrellas de oro	Mayo	38,35
05 Ávila	Dos estrellas de oro	Junio	28,50
05 Ávila	Dos estrellas de oro	Julio	33,29
05 Ávila	Dos estrellas de oro	Agosto	37,53
05 Ávila	Dos estrellas de oro	Septiembre	36,36
05 Ávila	Dos estrellas de oro	Octubre	29,68
05 Ávila	Dos estrellas de oro	Noviembre	24,42
05 Ávila	Dos estrellas de oro	Diciembre	27,12
05 Ávila	Una estrella de oro	Total	.
05 Ávila	Una estrella de oro	Enero	.
05 Ávila	Una estrella de oro	Febrero	.
05 Ávila	Una estrella de oro	Marzo	.
05 Ávila	Una estrella de oro	Abril	.
05 Ávila	Una estrella de oro	Mayo	.
05 Ávila	Una estrella de oro	Junio	.
05 Ávila	Una estrella de oro	Julio	.
05 Ávila	Una estrella de oro	Agosto	.
05 Ávila	Una estrella de oro	Septiembre	.
05 Ávila	Una estrella de oro	Octubre	.
05 Ávila	Una estrella de oro	Noviembre	.
05 Ávila	Una estrella de oro	Diciembre	.
05 Ávila	Total estrellas de plata	Total	24,37
05 Ávila	Total estrellas de plata	Enero	15,11
05 Ávila	Total estrellas de plata	Febrero	20,87
05 Ávila	Total estrellas de plata	Marzo	25,70
05 Ávila	Total estrellas de plata	Abril	20,10
05 Ávila	Total estrellas de plata	Mayo	24,72
05 Ávila	Total estrellas de plata	Junio	26,23
05 Ávila	Total estrellas de plata	Julio	29,61
05 Ávila	Total estrellas de plata	Agosto	36,05
05 Ávila	Total estrellas de plata	Septiembre	28,23
05 Ávila	Total estrellas de plata	Octubre	25,67
05 Ávila	Total estrellas de plata	Noviembre	19,92
05 Ávila	Total estrellas de plata	Diciembre	19,35
05 Ávila	Dos y tres estrellas de plata	Total	26,91
05 Ávila	Dos y tres estrellas de plata	Enero	16,66
05 Ávila	Dos y tres estrellas de plata	Febrero	26,07
05 Ávila	Dos y tres estrellas de plata	Marzo	26,69
05 Ávila	Dos y tres estrellas de plata	Abril	23,99
05 Ávila	Dos y tres estrellas de plata	Mayo	26,24
05 Ávila	Dos y tres estrellas de plata	Junio	30,66
05 Ávila	Dos y tres estrellas de plata	Julio	31,19
05 Ávila	Dos y tres estrellas de plata	Agosto	38,98
05 Ávila	Dos y tres estrellas de plata	Septiembre	28,81
05 Ávila	Dos y tres estrellas de plata	Octubre	28,27
05 Ávila	Dos y tres estrellas de plata	Noviembre	21,06
05 Ávila	Dos y tres estrellas de plata	Diciembre	22,50
05 Ávila	Una estrella de plata	Total	20,01
05 Ávila	Una estrella de plata	Enero	13,00
05 Ávila	Una estrella de plata	Febrero	12,61
05 Ávila	Una estrella de plata	Marzo	24,18
05 Ávila	Una estrella de plata	Abril	13,88
05 Ávila	Una estrella de plata	Mayo	22,28
05 Ávila	Una estrella de plata	Junio	18,28
05 Ávila	Una estrella de plata	Julio	26,94
05 Ávila	Una estrella de plata	Agosto	30,46
05 Ávila	Una estrella de plata	Septiembre	26,97
05 Ávila	Una estrella de plata	Octubre	21,47
05 Ávila	Una estrella de plata	Noviembre	17,81
05 Ávila	Una estrella de plata	Diciembre	12,47
06 Badajoz	Total	Total	41,04
06 Badajoz	Total	Enero	28,11
06 Badajoz	Total	Febrero	35,53
06 Badajoz	Total	Marzo	40,35
06 Badajoz	Total	Abril	43,21
06 Badajoz	Total	Mayo	43,29
06 Badajoz	Total	Junio	42,41
06 Badajoz	Total	Julio	42,42
06 Badajoz	Total	Agosto	50,81
06 Badajoz	Total	Septiembre	47,52
06 Badajoz	Total	Octubre	43,80
06 Badajoz	Total	Noviembre	37,86
06 Badajoz	Total	Diciembre	34,55
06 Badajoz	Total estrellas de oro	Total	44,77
06 Badajoz	Total estrellas de oro	Enero	30,41
06 Badajoz	Total estrellas de oro	Febrero	38,72
06 Badajoz	Total estrellas de oro	Marzo	43,21
06 Badajoz	Total estrellas de oro	Abril	45,71
06 Badajoz	Total estrellas de oro	Mayo	47,17
06 Badajoz	Total estrellas de oro	Junio	47,35
06 Badajoz	Total estrellas de oro	Julio	46,22
06 Badajoz	Total estrellas de oro	Agosto	54,27
06 Badajoz	Total estrellas de oro	Septiembre	51,53
06 Badajoz	Total estrellas de oro	Octubre	49,56
06 Badajoz	Total estrellas de oro	Noviembre	42,08
06 Badajoz	Total estrellas de oro	Diciembre	38,15
06 Badajoz	Cinco estrellas de oro	Total	.
06 Badajoz	Cinco estrellas de oro	Enero	.
06 Badajoz	Cinco estrellas de oro	Febrero	.
06 Badajoz	Cinco estrellas de oro	Marzo	.
06 Badajoz	Cinco estrellas de oro	Abril	.
06 Badajoz	Cinco estrellas de oro	Mayo	.
06 Badajoz	Cinco estrellas de oro	Junio	.
06 Badajoz	Cinco estrellas de oro	Julio	.
06 Badajoz	Cinco estrellas de oro	Agosto	.
06 Badajoz	Cinco estrellas de oro	Septiembre	.
06 Badajoz	Cinco estrellas de oro	Octubre	.
06 Badajoz	Cinco estrellas de oro	Noviembre	.
06 Badajoz	Cinco estrellas de oro	Diciembre	.
06 Badajoz	Cuatro estrellas de oro	Total	55,20
06 Badajoz	Cuatro estrellas de oro	Enero	41,19
06 Badajoz	Cuatro estrellas de oro	Febrero	51,03
06 Badajoz	Cuatro estrellas de oro	Marzo	54,68
06 Badajoz	Cuatro estrellas de oro	Abril	52,42
06 Badajoz	Cuatro estrellas de oro	Mayo	58,59
06 Badajoz	Cuatro estrellas de oro	Junio	57,43
06 Badajoz	Cuatro estrellas de oro	Julio	55,53
06 Badajoz	Cuatro estrellas de oro	Agosto	64,34
06 Badajoz	Cuatro estrellas de oro	Septiembre	63,59
06 Badajoz	Cuatro estrellas de oro	Octubre	59,84
06 Badajoz	Cuatro estrellas de oro	Noviembre	51,70
06 Badajoz	Cuatro estrellas de oro	Diciembre	49,76
06 Badajoz	Tres estrellas de oro	Total	35,97
06 Badajoz	Tres estrellas de oro	Enero	17,68
06 Badajoz	Tres estrellas de oro	Febrero	26,41
06 Badajoz	Tres estrellas de oro	Marzo	33,47
06 Badajoz	Tres estrellas de oro	Abril	40,38
06 Badajoz	Tres estrellas de oro	Mayo	38,29
06 Badajoz	Tres estrellas de oro	Junio	38,26
06 Badajoz	Tres estrellas de oro	Julio	42,28
06 Badajoz	Tres estrellas de oro	Agosto	50,13
06 Badajoz	Tres estrellas de oro	Septiembre	43,74
06 Badajoz	Tres estrellas de oro	Octubre	42,45
06 Badajoz	Tres estrellas de oro	Noviembre	31,47
06 Badajoz	Tres estrellas de oro	Diciembre	23,70
06 Badajoz	Dos estrellas de oro	Total	33,96
06 Badajoz	Dos estrellas de oro	Enero	24,10
06 Badajoz	Dos estrellas de oro	Febrero	27,03
06 Badajoz	Dos estrellas de oro	Marzo	31,30
06 Badajoz	Dos estrellas de oro	Abril	40,47
06 Badajoz	Dos estrellas de oro	Mayo	35,63
06 Badajoz	Dos estrellas de oro	Junio	39,60
06 Badajoz	Dos estrellas de oro	Julio	32,74
06 Badajoz	Dos estrellas de oro	Agosto	38,16
06 Badajoz	Dos estrellas de oro	Septiembre	35,84
06 Badajoz	Dos estrellas de oro	Octubre	35,53
06 Badajoz	Dos estrellas de oro	Noviembre	34,93
06 Badajoz	Dos estrellas de oro	Diciembre	28,59
06 Badajoz	Una estrella de oro	Total	28,03
06 Badajoz	Una estrella de oro	Enero	16,30
06 Badajoz	Una estrella de oro	Febrero	21,66
06 Badajoz	Una estrella de oro	Marzo	23,57
06 Badajoz	Una estrella de oro	Abril	31,19
06 Badajoz	Una estrella de oro	Mayo	27,26
06 Badajoz	Una estrella de oro	Junio	29,54
06 Badajoz	Una estrella de oro	Julio	26,79
06 Badajoz	Una estrella de oro	Agosto	35,13
06 Badajoz	Una estrella de oro	Septiembre	31,22
06 Badajoz	Una estrella de oro	Octubre	33,89
06 Badajoz	Una estrella de oro	Noviembre	28,28
06 Badajoz	Una estrella de oro	Diciembre	31,53
06 Badajoz	Total estrellas de plata	Total	30,04
06 Badajoz	Total estrellas de plata	Enero	21,01
06 Badajoz	Total estrellas de plata	Febrero	26,00
06 Badajoz	Total estrellas de plata	Marzo	31,13
06 Badajoz	Total estrellas de plata	Abril	35,23
06 Badajoz	Total estrellas de plata	Mayo	31,01
06 Badajoz	Total estrellas de plata	Junio	28,08
06 Badajoz	Total estrellas de plata	Julio	30,99
06 Badajoz	Total estrellas de plata	Agosto	41,04
06 Badajoz	Total estrellas de plata	Septiembre	35,79
06 Badajoz	Total estrellas de plata	Octubre	27,75
06 Badajoz	Total estrellas de plata	Noviembre	26,18
06 Badajoz	Total estrellas de plata	Diciembre	25,16
06 Badajoz	Dos y tres estrellas de plata	Total	27,67
06 Badajoz	Dos y tres estrellas de plata	Enero	17,98
06 Badajoz	Dos y tres estrellas de plata	Febrero	25,81
06 Badajoz	Dos y tres estrellas de plata	Marzo	28,55
06 Badajoz	Dos y tres estrellas de plata	Abril	35,22
06 Badajoz	Dos y tres estrellas de plata	Mayo	30,32
06 Badajoz	Dos y tres estrellas de plata	Junio	25,59
06 Badajoz	Dos y tres estrellas de plata	Julio	23,08
06 Badajoz	Dos y tres estrellas de plata	Agosto	40,73
06 Badajoz	Dos y tres estrellas de plata	Septiembre	33,55
06 Badajoz	Dos y tres estrellas de plata	Octubre	25,99
06 Badajoz	Dos y tres estrellas de plata	Noviembre	21,17
06 Badajoz	Dos y tres estrellas de plata	Diciembre	24,87
06 Badajoz	Una estrella de plata	Total	31,51
06 Badajoz	Una estrella de plata	Enero	23,38
06 Badajoz	Una estrella de plata	Febrero	26,14
06 Badajoz	Una estrella de plata	Marzo	32,91
06 Badajoz	Una estrella de plata	Abril	35,24
06 Badajoz	Una estrella de plata	Mayo	31,46
06 Badajoz	Una estrella de plata	Junio	29,49
06 Badajoz	Una estrella de plata	Julio	35,69
06 Badajoz	Una estrella de plata	Agosto	41,21
06 Badajoz	Una estrella de plata	Septiembre	37,00
06 Badajoz	Una estrella de plata	Octubre	28,77
06 Badajoz	Una estrella de plata	Noviembre	29,11
06 Badajoz	Una estrella de plata	Diciembre	25,33
07 Balears, Illes	Total	Total	76,59
07 Balears, Illes	Total	Enero	38,90
07 Balears, Illes	Total	Febrero	53,26
07 Balears, Illes	Total	Marzo	51,88
07 Balears, Illes	Total	Abril	66,84
07 Balears, Illes	Total	Mayo	70,90
07 Balears, Illes	Total	Junio	80,69
07 Balears, Illes	Total	Julio	87,06
07 Balears, Illes	Total	Agosto	89,65
07 Balears, Illes	Total	Septiembre	80,39
07 Balears, Illes	Total	Octubre	68,96
