cuenca_hidrografica,embalse_nombre,mes,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Miño - Sil,Vilasouto,7,11.4,17.6,18.8,13.75,17.75,9.5,19.8,17.0,12.5,16.25
Miño - Sil,Vilasouto,8,7.25,12.5,14.5,10.5,13.2,6.0,15.75,12.5,8.0,10.0
Miño - Sil,Vilasouto,9,4.0,8.25,9.6,6.6,8.25,4.0,11.5,7.75,5.6,6.0
Miño - Sil,Vilasouto,10,3.6,7.2,9.0,6.5,7.0,4.0,9.2,7.0,4.75,5.0
Miño - Sil,Vilasouto,11,4.0,9.25,10.25,7.0,7.0,4.0,9.75,8.75,5.0,5.0
Miño - Sil,Vilasouto,12,5.75,10.8,12.6,7.0,7.0,4.25,11.0,13.8,6.2,5.0
Segura,Alfonso XIII,1,9.0,7.75,2.25,2.0,4.0,10.2,3.2,7.0,12.25,5.0
Segura,Alfonso XIII,2,9.0,9.0,3.0,2.0,4.75,12.0,4.75,6.25,13.0,6.0
Segura,Alfonso XIII,3,8.0,9.5,3.0,1.8,5.0,12.75,5.5,5.5,12.0,6.0
Segura,Alfonso XIII,4,8.5,8.6,3.0,3.25,5.0,12.75,6.0,5.2,12.0,6.0
Segura,Alfonso XIII,5,7.6,7.0,3.0,4.0,5.0,12.0,6.0,5.5,11.0,6.0
Segura,Alfonso XIII,6,6.0,5.5,3.0,3.0,5.0,11.25,7.0,4.75,9.2,6.0
Segura,Alfonso XIII,7,4.8,3.8,2.0,3.0,5.0,9.25,6.6,3.6,7.5,5.25
Segura,Alfonso XIII,8,4.0,2.25,2.0,3.0,4.0,7.0,5.25,3.0,5.0,4.4
Segura,Alfonso XIII,9,3.25,2.0,2.0,3.0,4.0,5.25,4.0,5.5,3.4,4.0
Segura,Alfonso XIII,10,4.0,2.0,2.0,3.0,4.0,3.6,4.0,9.4,3.0,3.25
Segura,Alfonso XIII,11,4.25,2.0,2.0,3.0,4.0,2.5,4.0,10.75,3.75,3.0
Segura,Alfonso XIII,12,6.0,2.0,2.0,3.4,5.25,2.0,6.25,11.8,5.0,3.0
Segura,Algeciras,1,21.2,22.0,24.75,25.5,17.75,9.2,6.6,7.25,16.5,6.25
Segura,Algeciras,2,20.75,23.75,28.0,28.0,17.25,8.5,6.0,7.0,21.25,6.0
Segura,Algeciras,3,23.25,25.75,31.0,29.4,16.6,8.0,6.0,7.0,22.4,6.8
Segura,Algeciras,4,25.0,29.4,33.0,31.0,15.25,9.75,5.0,8.0,26.25,9.0
Segura,Algeciras,5,24.4,32.0,34.5,30.25,14.4,12.2,5.2,9.0,26.0,14.0
Segura,Algeciras,6,23.75,33.0,34.0,29.4,14.0,12.0,5.75,9.0,25.0,13.4
Segura,Algeciras,7,20.8,32.8,32.4,27.0,13.75,10.75,5.2,8.6,22.0,10.5
Segura,Algeciras,8,20.0,30.0,30.25,26.0,11.8,9.8,5.0,7.0,19.25,8.2
Segura,Algeciras,9,19.25,28.0,26.8,24.4,10.0,9.25,5.0,7.0,13.8,5.5
Segura,Algeciras,10,19.6,24.8,25.0,20.25,8.0,7.6,3.8,9.2,8.25,4.0
Segura,Algeciras,11,20.25,23.5,25.0,18.0,8.0,6.25,5.5,11.75,6.5,4.0
Segura,Algeciras,12,20.75,23.0,24.8,18.0,8.5,6.75,7.0,14.8,6.4,5.75
Segura,Anchuricas,1,5.0,5.5,5.25,5.0,5.0,5.2,5.8,5.25,3.25,5.0
Segura,Anchuricas,2,5.0,5.5,5.5,5.75,5.25,5.0,5.25,5.25,2.0,5.25
Segura,Anchuricas,3,5.0,5.75,4.75,5.2,5.0,5.5,5.75,6.0,2.2,5.0
Segura,Anchuricas,4,5.0,5.6,5.4,5.0,5.5,6.0,5.75,5.6,3.5,5.0
Segura,Anchuricas,5,5.0,5.0,5.5,5.25,5.0,6.0,6.0,5.5,6.0,5.0
Segura,Anchuricas,6,5.75,5.25,6.0,5.8,5.0,6.0,5.75,6.0,6.0,5.6
Segura,Anchuricas,7,5.8,5.4,6.0,6.0,5.0,6.0,5.2,6.0,6.0,5.5
Segura,Anchuricas,8,5.75,6.0,6.0,6.0,5.8,6.0,5.0,6.0,6.0,5.0
Segura,Anchuricas,9,6.0,5.25,6.0,5.8,6.0,6.0,5.75,5.75,5.8,5.0
Segura,Anchuricas,10,5.6,5.0,5.0,5.25,5.5,6.0,5.6,6.0,1.75,5.0
Segura,Anchuricas,11,5.5,5.0,5.0,5.0,5.0,5.75,5.0,5.75,1.0,5.0
Segura,Anchuricas,12,5.25,5.0,5.0,5.0,5.5,6.0,5.0,3.6,4.0,5.25
Segura,Argos,1,7.6,7.0,7.0,6.0,8.0,7.4,8.0,7.0,7.0,7.0
Segura,Argos,2,8.0,7.0,8.0,6.75,8.0,7.75,8.0,7.0,7.0,7.0
Segura,Argos,3,8.0,7.5,8.0,7.4,8.0,8.0,8.0,7.0,7.4,7.0
Segura,Argos,4,8.0,7.8,7.4,8.0,8.0,8.0,8.0,7.2,7.0,7.0
Segura,Argos,5,7.6,8.0,7.0,8.0,8.0,8.2,8.0,8.0,7.0,7.0
Segura,Argos,6,7.0,7.25,6.0,7.0,7.25,8.0,8.0,8.0,7.0,7.0
Segura,Argos,7,6.0,6.6,5.8,6.5,6.5,7.75,7.8,7.4,7.0,7.0
Segura,Argos,8,5.0,5.75,5.0,6.0,6.0,7.0,7.0,7.0,7.0,6.2
Segura,Argos,9,4.25,6.0,4.2,6.0,5.0,7.0,7.0,7.0,7.0,6.0
Segura,Argos,10,5.4,6.0,4.0,6.0,4.0,7.0,6.0,7.0,7.0,6.0
Segura,Argos,11,6.75,6.0,4.0,6.5,4.0,7.25,6.75,7.0,7.0,6.8
Segura,Argos,12,7.0,6.4,5.0,8.0,5.5,8.0,7.0,7.0,7.0,7.0
Segura,Camarillas,1,20.2,15.5,15.0,13.75,20.25,28.4,9.2,19.5,20.75,16.25
Segura,Camarillas,2,13.75,19.0,19.5,18.0,15.5,29.5,9.25,21.75,23.75,17.0
Segura,Camarillas,3,16.0,25.25,7.25,22.6,16.2,29.0,13.25,19.5,24.4,15.0
Segura,Camarillas,4,19.5,28.4,16.0,21.25,15.5,22.5,17.25,21.0,24.5,17.75
Segura,Camarillas,5,16.6,15.5,19.25,9.0,15.4,18.6,16.4,12.75,23.0,19.75
Segura,Camarillas,6,18.25,14.0,19.0,18.2,14.5,16.0,19.0,9.0,18.2,19.4
Segura,Camarillas,7,13.2,16.4,15.8,18.5,12.25,12.5,15.8,8.6,18.5,16.5
Segura,Camarillas,8,13.0,20.0,15.25,14.0,12.0,10.6,12.75,9.75,17.5,15.8
Segura,Camarillas,9,12.75,26.0,14.2,16.4,15.25,8.5,13.5,13.25,20.8,16.75
Segura,Camarillas,10,15.2,25.6,23.5,20.0,14.25,6.0,14.8,21.0,18.5,15.75
Segura,Camarillas,11,16.75,10.0,11.25,21.25,12.0,7.25,16.75,16.25,17.0,16.2
Segura,Camarillas,12,15.0,10.0,10.0,22.6,19.5,8.25,19.0,19.0,16.4,16.0
Segura,Cenajo,1,298.6,277.25,350.75,306.25,181.0,119.6,31.8,96.25,151.5,187.5
Segura,Cenajo,2,307.0,297.0,357.75,320.75,186.5,127.25,35.5,112.5,181.75,205.25
Segura,Cenajo,3,308.25,353.25,374.75,334.8,186.2,138.5,55.25,135.75,202.0,225.0
Segura,Cenajo,4,311.0,390.2,387.0,337.25,187.0,151.25,103.5,157.0,231.5,243.5
Segura,Cenajo,5,300.4,390.0,386.75,327.75,167.4,152.8,142.2,177.0,251.75,261.25
Segura,Cenajo,6,275.0,389.0,382.25,287.6,167.25,136.75,161.25,182.0,262.0,278.2
Segura,Cenajo,7,269.4,380.4,369.2,248.0,159.75,99.5,145.0,147.4,266.75,280.75
Segura,Cenajo,8,257.25,368.75,324.5,203.25,136.8,60.0,107.5,112.5,259.5,256.4
Segura,Cenajo,9,237.0,361.0,282.0,166.4,115.0,36.5,89.5,93.0,234.2,219.75
Segura,Cenajo,10,228.0,353.8,275.0,162.75,100.25,28.2,77.8,97.0,203.25,195.5
Segura,Cenajo,11,239.5,356.5,280.5,163.0,99.0,27.0,76.25,99.75,188.0,168.8
Segura,Cenajo,12,256.75,351.0,288.8,172.8,109.5,29.0,81.25,113.2,185.8,164.75
Segura,"Cierva, La",1,2.0,4.0,3.0,3.0,3.0,4.8,4.0,5.0,5.0,5.0
Segura,"Cierva, La",2,2.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0
Segura,"Cierva, La",3,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0
Segura,"Cierva, La",4,2.25,4.6,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0
Segura,"Cierva, La",5,3.0,4.5,3.0,3.0,3.0,4.6,4.0,5.0,5.0,5.0
Segura,"Cierva, La",6,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.75,5.0,5.0
Segura,"Cierva, La",7,2.2,4.0,3.0,2.75,3.0,4.0,5.0,4.0,5.0,4.25
Segura,"Cierva, La",8,2.0,4.0,2.5,2.0,2.6,4.0,4.0,4.0,4.0,4.0
Segura,"Cierva, La",9,2.0,3.5,2.0,2.4,2.0,4.0,4.0,4.5,4.0,4.0
Segura,"Cierva, La",10,4.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0
Segura,"Cierva, La",11,4.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,3.8
Segura,"Cierva, La",12,4.0,3.0,3.0,2.8,3.0,4.0,5.0,5.0,5.0,4.0
Segura,Crevillente,1,3.6,7.5,3.0,5.0,4.5,3.6,3.0,6.25,6.5,4.75
Segura,Crevillente,2,2.75,7.0,3.0,4.25,3.75,3.0,3.5,4.5,5.75,4.0
Segura,Crevillente,3,2.0,7.0,3.0,2.8,3.2,3.0,3.25,3.25,4.2,5.2
Segura,Crevillente,4,2.25,7.2,2.6,3.25,4.0,3.0,3.0,3.6,3.75,6.0
Segura,Crevillente,5,3.6,7.75,3.5,5.5,5.4,3.8,3.2,5.25,4.0,7.0
Segura,Crevillente,6,5.5,6.25,4.75,5.2,5.5,5.0,3.75,6.0,4.6,8.4
Segura,Crevillente,7,3.6,3.6,5.4,6.0,5.0,5.0,4.2,6.0,3.5,9.0
Segura,Crevillente,8,2.5,2.75,6.0,7.5,6.2,5.8,7.5,8.25,5.5,9.8
Segura,Crevillente,9,3.25,4.5,8.4,9.0,6.75,5.25,8.75,10.0,9.0,10.0
Segura,Crevillente,10,5.4,2.4,8.25,7.5,6.25,3.6,9.2,9.0,9.5,9.25
Segura,Crevillente,11,6.75,2.5,6.5,7.0,6.0,3.0,8.0,7.25,7.5,7.2
Segura,Crevillente,12,7.75,2.6,5.6,5.6,5.0,3.5,7.25,7.0,6.4,6.0
Segura,Fuensanta,1,89.4,134.25,101.0,107.25,59.25,21.0,16.6,35.0,78.0,65.5
Segura,Fuensanta,2,88.0,170.25,136.75,115.75,57.25,22.25,21.75,41.5,67.5,90.75
Segura,Fuensanta,3,85.5,194.75,181.75,134.2,69.2,25.5,49.75,36.75,57.6,93.8
Segura,Fuensanta,4,86.0,201.2,181.4,147.5,81.25,28.5,67.0,39.2,56.5,87.25
Segura,Fuensanta,5,91.6,194.25,176.5,143.5,87.8,27.6,60.2,47.0,57.0,86.5
Segura,Fuensanta,6,88.25,190.75,171.25,134.4,69.0,22.0,55.5,32.25,57.8,86.2
Segura,Fuensanta,7,82.4,174.0,162.6,122.75,49.25,19.25,46.0,26.6,54.5,83.5
Segura,Fuensanta,8,75.75,150.25,151.0,111.5,35.4,15.2,40.75,24.5,52.5,79.2
Segura,Fuensanta,9,70.0,135.25,139.2,99.4,23.5,13.5,34.25,26.25,49.6,75.25
Segura,Fuensanta,10,66.6,120.8,129.5,88.25,17.5,11.4,31.4,29.0,51.5,71.5
Segura,Fuensanta,11,93.5,97.5,122.0,82.0,17.0,11.75,32.0,32.25,51.0,70.0
Segura,Fuensanta,12,111.75,90.4,115.6,69.0,18.0,12.75,35.0,58.4,55.0,70.0
Segura,La Pedrera,1,145.4,67.5,178.5,176.25,128.0,86.2,62.6,69.25,67.75,71.5
Segura,La Pedrera,2,154.25,65.25,185.75,176.0,127.0,87.75,63.0,72.25,73.25,72.0
Segura,La Pedrera,3,157.5,61.75,187.75,175.2,122.8,88.25,63.0,72.5,73.2,71.8
Segura,La Pedrera,4,154.75,76.4,189.8,172.0,119.75,87.5,60.75,70.6,85.75,77.75
Segura,La Pedrera,5,145.6,109.5,186.5,165.5,115.0,86.8,57.2,73.75,91.25,89.0
Segura,La Pedrera,6,133.0,130.75,187.75,157.0,107.5,82.0,57.75,69.75,102.4,91.0
Segura,La Pedrera,7,113.0,132.2,179.2,143.5,98.75,76.0,56.4,63.0,94.25,83.5
Segura,La Pedrera,8,90.5,137.0,172.0,133.75,89.2,69.4,56.75,58.75,88.0,76.0
Segura,La Pedrera,9,71.5,143.5,167.6,127.2,80.75,65.5,57.25,62.0,80.8,68.5
Segura,La Pedrera,10,62.2,152.0,168.25,124.5,77.25,62.6,57.2,66.4,74.5,64.75
Segura,La Pedrera,11,62.5,150.5,163.75,128.0,78.0,60.5,59.75,64.5,71.5,65.6
Segura,La Pedrera,12,65.0,153.8,168.0,128.2,80.0,60.5,63.0,64.4,71.2,63.25
Segura,Puentes,1,9.0,16.0,11.5,3.75,3.5,8.2,3.0,6.0,16.0,14.75
Segura,Puentes,2,8.25,15.25,10.25,4.0,2.0,10.0,3.0,6.0,16.75,14.0
Segura,Puentes,3,8.0,15.0,10.0,4.0,1.2,10.0,2.5,5.75,17.4,14.0
Segura,Puentes,4,7.75,15.0,9.6,4.0,1.0,10.0,2.25,5.4,18.0,14.0
Segura,Puentes,5,6.2,15.0,9.0,3.25,1.0,9.8,3.0,6.0,18.0,14.0
Segura,Puentes,6,6.0,15.0,9.0,3.0,1.0,9.25,3.25,6.0,17.4,14.0
Segura,Puentes,7,6.0,14.8,8.4,3.0,1.0,9.0,3.0,5.8,17.0,13.5
Segura,Puentes,8,6.0,14.0,8.0,3.0,1.0,9.0,4.0,5.0,16.75,13.0
Segura,Puentes,9,5.5,15.0,7.6,3.0,1.0,8.75,5.0,8.25,16.4,13.0
Segura,Puentes,10,14.2,15.0,5.25,1.5,1.0,7.0,4.8,12.8,16.0,12.5
Segura,Puentes,11,15.5,13.5,3.5,1.75,1.0,5.25,4.75,14.5,15.0,11.4
Segura,Puentes,12,16.0,12.2,4.0,5.0,3.25,3.75,6.0,15.4,15.0,11.0
Segura,Santomera,1,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.25,4.0
Segura,Santomera,2,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0
Segura,Santomera,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0
Segura,Santomera,4,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.4,6.0,4.0
Segura,Santomera,5,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0
Segura,Santomera,6,2.0,2.0,2.0,2.0,2.0,2.75,2.0,3.0,5.8,4.0
Segura,Santomera,7,2.0,2.0,2.0,2.0,1.75,2.0,2.0,3.0,5.25,4.0
Segura,Santomera,8,1.75,2.0,1.25,2.0,1.0,2.0,2.0,2.0,5.0,4.0
Segura,Santomera,9,1.0,2.0,1.2,2.0,1.0,2.0,2.0,10.75,4.8,3.75
Segura,Santomera,10,3.0,2.0,2.0,2.0,1.0,2.0,2.0,14.2,4.0,3.0
Segura,Santomera,11,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.25,4.0,3.0
Segura,Santomera,12,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.6,4.0,3.0
Segura,Taibilla,1,4.0,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.5,3.5
Segura,Taibilla,2,4.25,5.25,5.5,5.0,6.0,5.0,3.0,4.0,5.0,4.0
Segura,Taibilla,3,5.0,6.5,6.0,5.4,6.0,5.0,4.25,5.0,5.0,4.0
Segura,Taibilla,4,5.5,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0
Segura,Taibilla,5,6.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0
Segura,Taibilla,6,5.75,7.0,6.25,6.0,5.0,5.0,5.0,6.0,5.2,4.0
Segura,Taibilla,7,4.4,5.6,5.6,5.5,4.5,4.0,4.4,5.0,5.0,4.0
Segura,Taibilla,8,4.25,4.75,5.0,5.0,3.6,3.6,3.5,4.25,4.75,3.2
Segura,Taibilla,9,5.0,4.0,5.0,4.8,3.0,3.25,3.0,4.25,4.0,3.0
Segura,Taibilla,10,5.0,4.0,5.0,5.0,3.0,3.0,3.2,4.2,3.5,3.0
Segura,Taibilla,11,5.5,4.0,5.0,5.5,3.0,3.0,4.0,4.0,3.0,3.8
Segura,Taibilla,12,5.0,4.2,5.0,6.0,3.5,3.0,4.0,4.0,3.0,4.0
Segura,Talave,1,17.4,25.75,16.75,24.75,20.5,10.6,10.4,19.25,12.75,15.75
Segura,Talave,2,16.0,13.25,23.0,26.0,17.0,25.5,14.0,18.5,12.5,15.5
Segura,Talave,3,20.0,27.0,20.75,26.8,15.6,13.75,18.75,19.75,16.2,12.8
Segura,Talave,4,23.25,28.2,26.2,18.75,15.0,17.25,14.75,19.0,21.75,17.75
Segura,Talave,5,22.6,16.75,26.5,9.75,12.8,18.4,13.8,11.5,21.0,19.0
Segura,Talave,6,23.0,12.25,23.5,11.2,13.75,13.75,18.25,12.0,17.8,19.0
Segura,Talave,7,27.4,16.6,22.0,9.75,13.25,11.75,13.2,13.4,18.0,16.5
Segura,Talave,8,28.5,22.25,14.25,11.0,12.2,9.4,16.25,12.75,17.25,15.2
Segura,Talave,9,29.75,27.0,20.6,22.8,14.75,7.5,15.75,14.75,19.2,15.0
Segura,Talave,10,16.2,18.8,19.25,20.75,14.5,6.6,15.2,16.4,18.0,14.25
Segura,Talave,11,16.25,6.0,6.75,15.25,12.0,6.0,13.5,12.75,15.75,15.6
Segura,Talave,12,18.5,13.8,18.0,18.4,9.0,7.0,18.0,14.6,15.2,16.0
Segura,Valdeinfierno,1,1.0,2.0,0.0,0.0,1.0,2.4,0.2,1.0,1.25,1.0
Segura,Valdeinfierno,2,1.0,2.0,0.0,0.0,0.25,1.0,0.5,1.0,1.5,1.0
Segura,Valdeinfierno,3,1.0,2.0,0.0,0.2,0.0,1.0,0.0,0.25,1.2,1.0
Segura,Valdeinfierno,4,1.0,1.6,0.0,0.0,0.0,1.0,0.0,0.4,2.0,1.0
Segura,Valdeinfierno,5,1.0,1.0,0.0,0.0,0.0,0.4,0.2,0.25,2.0,1.0
Segura,Valdeinfierno,6,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Segura,Valdeinfierno,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.5
Segura,Valdeinfierno,8,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0
Segura,Valdeinfierno,9,1.0,2.0,0.0,0.0,0.0,0.25,0.75,1.75,1.0,0.0
Segura,Valdeinfierno,10,4.2,1.0,0.0,0.0,0.0,0.0,0.4,5.4,1.0,0.0
Segura,Valdeinfierno,11,2.25,0.5,0.0,1.25,0.0,0.0,1.25,1.75,1.0,0.0
Segura,Valdeinfierno,12,2.0,0.0,0.0,1.0,2.5,0.75,1.0,1.0,1.0,0.0
Tajo,Aceña,1,13.8,9.25,12.25,20.0,11.5,19.0,5.4,13.25,8.25,20.25
Tajo,Aceña,2,13.0,12.25,16.0,22.25,12.5,22.5,6.0,13.0,9.75,23.75
Tajo,Aceña,3,12.5,18.5,20.25,22.8,15.2,22.25,11.5,13.0,10.8,23.8
Tajo,Aceña,4,12.0,23.6,22.8,22.75,18.75,21.0,17.25,11.4,14.0,24.0
Tajo,Aceña,5,12.0,23.5,22.75,22.25,23.4,20.4,19.8,10.25,16.75,23.5
Tajo,Aceña,6,12.0,22.75,21.5,20.6,23.5,18.25,21.25,9.25,17.0,22.6
Tajo,Aceña,7,10.8,20.4,19.0,17.75,22.5,16.0,20.6,7.6,16.25,21.0
Tajo,Aceña,8,8.75,17.5,16.0,15.0,20.2,13.4,18.0,5.75,14.75,19.0
Tajo,Aceña,9,7.0,15.5,13.6,13.2,17.5,11.5,15.0,4.75,13.0,17.75
Tajo,Aceña,10,6.0,14.4,12.0,13.0,15.5,9.4,12.8,3.6,11.25,17.0
Tajo,Aceña,11,7.0,13.5,12.5,13.0,15.0,7.75,11.5,3.0,13.0,15.6
Tajo,Aceña,12,8.0,11.6,17.8,12.2,17.5,6.5,13.5,5.4,17.4,14.75
Tajo,Alcorlo,1,103.0,45.0,60.0,78.5,56.5,69.0,43.0,98.0,82.25,96.75
Tajo,Alcorlo,2,102.5,48.75,79.75,84.25,59.25,77.5,43.75,98.75,84.5,114.0
Tajo,Alcorlo,3,101.75,55.75,98.5,91.8,64.0,85.25,69.5,99.0,87.4,125.8
Tajo,Alcorlo,4,97.5,71.8,103.4,101.25,70.5,85.25,94.25,98.6,101.25,127.75
Tajo,Alcorlo,5,94.8,77.5,99.75,98.5,88.6,78.6,107.4,104.0,109.75,131.25
Tajo,Alcorlo,6,84.75,78.5,92.75,88.2,91.5,69.75,113.75,101.25,111.2,128.8
Tajo,Alcorlo,7,66.6,70.8,82.6,74.5,83.5,61.5,112.6,93.0,106.0,117.5
Tajo,Alcorlo,8,53.25,58.5,71.75,63.25,74.0,53.0,105.5,83.5,99.0,102.4
Tajo,Alcorlo,9,45.75,51.0,63.4,56.4,67.5,47.25,99.75,77.75,92.6,92.0
Tajo,Alcorlo,10,44.0,49.2,62.5,55.0,65.25,45.4,96.2,75.8,91.0,91.0
Tajo,Alcorlo,11,44.0,50.0,63.75,55.0,65.2,45.0,96.25,75.0,92.25,91.4
Tajo,Alcorlo,12,44.0,50.2,74.8,55.0,67.75,44.25,97.5,77.2,93.6,92.5
Tajo,Alcántara,1,1598.6,1601.0,2528.5,2313.5,1999.25,1496.0,1559.4,1828.75,2002.5,1416.25
Tajo,Alcántara,2,1515.0,1929.75,2870.25,2388.25,2367.25,1912.5,1491.25,1812.75,2078.0,2057.5
Tajo,Alcántara,3,1502.25,2572.0,2870.0,2573.8,2493.4,2172.75,2205.75,1829.5,2064.6,2790.6
Tajo,Alcántara,4,1476.25,3006.4,2682.0,2714.75,2673.5,1966.0,2652.0,1842.2,2260.0,2601.75
Tajo,Alcántara,5,1530.8,3040.25,2890.5,2841.25,3035.6,1823.0,2983.0,1905.75,2473.5,2275.25
Tajo,Alcántara,6,1628.5,3095.0,2993.0,2715.8,3114.75,1838.75,3061.0,1949.0,2639.8,2105.6
Tajo,Alcántara,7,1629.8,3031.4,2968.2,2539.25,3111.25,1935.25,2980.2,1827.0,2643.0,1545.5
Tajo,Alcántara,8,1670.75,2808.0,2613.5,2376.25,2843.8,1958.6,2804.75,1709.75,2173.5,1392.2
Tajo,Alcántara,9,1665.25,2587.0,2161.0,2111.6,2452.0,1928.5,2312.25,1455.0,1816.8,1402.75
Tajo,Alcántara,10,1538.2,2401.8,2082.75,1739.75,2134.75,1876.0,1961.2,1360.4,1607.25,1409.0
Tajo,Alcántara,11,1359.25,2066.25,2116.25,1702.25,1657.2,1775.5,1864.0,1359.5,1644.75,1461.2
Tajo,Alcántara,12,1362.5,1718.4,2224.0,1582.2,1589.0,1573.5,1904.5,1581.0,1460.0,1434.0
Tajo,Almoguera,1,6.0,6.0,6.0,6.0,6.0,5.8,6.0,5.75,6.0,6.0
Tajo,Almoguera,2,6.0,6.0,6.0,6.0,5.5,6.0,5.75,6.0,6.0,6.0
Tajo,Almoguera,3,6.0,6.0,6.0,6.0,5.6,5.5,6.0,6.0,6.0,6.0
Tajo,Almoguera,4,6.0,6.0,6.0,6.0,5.75,5.75,6.0,5.8,6.0,6.0
Tajo,Almoguera,5,6.0,6.0,6.0,6.0,5.0,5.6,6.0,6.0,6.0,6.0
Tajo,Almoguera,6,6.0,6.0,5.75,6.0,5.5,5.75,6.0,6.0,5.8,6.0
Tajo,Almoguera,7,6.0,6.0,6.0,6.0,5.75,6.0,5.8,5.6,6.0,5.75
Tajo,Almoguera,8,6.0,6.0,5.75,6.0,6.0,6.0,6.0,6.0,6.0,5.8
Tajo,Almoguera,9,6.0,6.0,6.0,5.6,6.0,6.0,6.0,6.0,6.0,6.0
Tajo,Almoguera,10,6.0,6.0,6.0,6.0,6.0,6.0,5.8,6.0,6.0,6.0
Tajo,Almoguera,11,6.0,6.0,6.0,6.0,6.0,6.0,5.75,6.0,6.0,6.0
Tajo,Almoguera,12,6.0,6.0,5.8,5.6,6.0,6.0,5.75,6.0,6.0,6.0
Tajo,"Atance, El",1,16.0,3.0,5.5,14.0,11.75,13.6,11.0,19.0,13.0,13.25
Tajo,"Atance, El",2,15.25,3.0,8.25,14.75,12.0,14.5,11.75,19.0,13.25,15.25
Tajo,"Atance, El",3,15.0,3.75,12.25,15.8,12.6,15.0,15.0,19.0,13.8,17.4
Tajo,"Atance, El",4,14.5,5.6,13.8,17.75,13.75,15.0,18.75,19.4,16.0,18.0
Tajo,"Atance, El",5,13.0,6.5,14.5,18.0,15.6,15.0,20.0,20.25,18.5,18.75
Tajo,"Atance, El",6,11.0,6.75,14.0,16.8,16.0,14.0,20.5,18.75,19.6,19.0
Tajo,"Atance, El",7,8.4,6.0,13.2,15.5,15.25,13.5,19.0,16.8,17.5,18.25
Tajo,"Atance, El",8,6.0,5.0,11.75,13.75,14.2,12.4,18.0,14.75,15.0,17.4
Tajo,"Atance, El",9,3.75,4.5,11.0,12.4,13.0,12.0,18.0,13.5,12.8,17.0
Tajo,"Atance, El",10,3.0,4.0,11.0,12.0,13.0,11.4,17.2,13.0,12.0,16.0
Tajo,"Atance, El",11,3.0,4.0,11.0,12.0,13.0,11.0,18.0,13.0,12.25,16.0
Tajo,"Atance, El",12,3.0,4.0,12.8,11.0,13.0,11.0,18.0,13.0,13.0,16.0
Tajo,"Atazar, El",1,300.4,223.25,318.5,320.75,310.75,317.8,247.6,318.25,302.75,328.25
Tajo,"Atazar, El",2,289.0,256.0,327.25,326.75,300.25,329.5,240.5,323.5,320.5,331.0
Tajo,"Atazar, El",3,278.25,302.0,362.0,357.4,329.2,349.5,265.25,327.75,333.4,338.2
Tajo,"Atazar, El",4,270.0,391.2,393.2,397.75,371.5,357.75,328.5,334.6,363.75,351.5
Tajo,"Atazar, El",5,276.4,421.5,407.5,411.5,416.6,354.0,393.4,346.5,396.0,357.75
Tajo,"Atazar, El",6,292.5,422.25,403.75,408.0,420.0,341.25,416.75,337.5,397.4,355.2
Tajo,"Atazar, El",7,286.4,411.4,392.2,397.75,407.0,327.75,415.6,311.6,385.75,344.5
Tajo,"Atazar, El",8,266.0,394.75,376.5,381.25,388.0,308.4,399.75,283.0,372.25,331.0
Tajo,"Atazar, El",9,244.75,381.0,358.8,356.6,366.75,288.25,376.5,260.5,352.8,313.0
Tajo,"Atazar, El",10,228.0,354.2,342.25,332.5,345.25,278.0,350.2,237.2,331.0,296.0
Tajo,"Atazar, El",11,219.25,331.0,325.75,317.5,324.8,269.75,330.25,222.0,323.25,277.8
Tajo,"Atazar, El",12,217.75,316.0,316.6,319.8,319.5,258.5,325.25,250.4,325.6,261.5
Tajo,Azután,1,78.2,76.25,75.75,71.75,76.75,77.8,78.0,78.5,78.25,75.0
Tajo,Azután,2,73.75,76.5,72.25,76.75,77.75,76.75,77.5,77.5,78.0,75.25
Tajo,Azután,3,79.75,73.5,74.75,77.4,78.2,78.0,72.0,72.75,76.8,75.8
Tajo,Azután,4,80.25,74.2,76.8,77.25,78.25,77.0,75.75,75.8,77.0,76.25
